type_id	ref_term
951A	Latvian
951A	Lithuanian
951A	Mongolian
951A	Moroccan
951A	Nepalese
951A	Pakistani
951A	Russian
951A	Sorbian
951A	Spanish
951A	Swedish
951A	Tadzhik
951A	Turkish
951A	Uighur
951A	Uzbek
951A	Wepsian
952	Catalan
952	Croatian
952	Czech
952	Danish
952	Dutch
952	Estonian
952	Finnish
952	Flemish
952	French
952	Frisian
952	German
952	Gypsy
952	Hungarian
952	Irish
952	Italian
952	Karelian
952	Lappish
952	Latvian
952	Lithuanian
952	Lydian
952	Mordvinian
952	Norwegian
952	Polish
952	Rumanian
952	Russian
952	Serbian
952	Slovakian
952	Spanish
952	Swedish
952	Syrjanian
952	Ukrainian
952	Wepsian
952	Wotian
952*	Finnish
952*	Latvian
952*	Lithuanian
952*	Polish
952*	Scottish
953	Catalan
953	English
953	Irish
953	Italian
953	Polish
953	Scottish
953	Slovakian
953	Spanish
953	Swedish
953	Ukrainian
954	Albanian
954	Algerian
954	Austrian
954	Basque
954	Bolivian
954	Bosnian
954	Bulgarian
954	Cape Verdian
954	Catalan
954	Cheremis/Mari
954	Chilean
954	Chinese
954	Congolese
954	Czech
954	Danish
954	Dominican
954	Dutch
954	East African
954	Egyptian
954	English
954	Estonian
954	Faeroese
954	Finnish
954	Flemish
954	French
954	Frisian
954	German
954	Greek
954	Gypsy
954	Hungarian
954	Icelandic
954	Indian
954	Iraqi
954	Irish
954	Italian
954	Japanese
954	Jewish
954	Korean
954	Ladinian
954	Lappish
954	Latvian
954	Lithuanian
954	Livonian
954	Maltese
954	Mexican
954	Mordvinian
954	Moroccan
954	Nigerian
954	Norwegian
954	Palestinian
954	Polish
954	Polynesian
954	Portuguese
954	Puerto Rican
954	Qatar
954	Russian
954	Sardinian
954	Saudi Arabian
954	Slovakian
954	Slovene
954	Spanish
954	Sudanese
954	Swedish
954	Swiss
954	Syrian
954	Syrjanian
954	Tunisian
954	Turkish
954	US-American
954	Ukrainian
954	West Indies
955	Austrian
955	Bulgarian
955	Byelorussian
955	Chuvash
955	Czech
955	Dutch
955	Egyptian
955	English
955	Estonian
955	Finnish
955	Flemish
955	French
955	Frisian
955	German
955	Greek
955	Gypsy
955	Hungarian
955	Icelandic
955	Indian
955	Iraqi
955	Irish
955	Italian
955	Jewish
955	Ladinian
955	Lappish
955	Latvian
955	Libyan
955	Lithuanian
955	Livonian
955	Namibian
955	Norwegian
955	Palestinian
955	Polish
955	Qatar
955	Rumanian
955	Slovene
955	Spanish
955	Swedish
955	Swiss
955	Syrian
955	Tatar
955	Tunisian
955	US-American
955	Ukrainian
955	Wepsian
955B*	German
955B*	Jewish
955B*	Latvian
955B*	Mordvinian
955B*	Russian
955B*	Scottish
955B*	Ukrainian
956	Algerian
956	Bulgarian
956	Byelorussian
956	Danish
956	Dutch
956	Egyptian
956	English
956	Finnish
956	Flemish
956	Frisian
956	German
956	Greek
956	Gypsy
956	Iraqi
956	Irish
956	Italian
956	Japanese
956	Jewish
956	Kurdish
956	Ladinian
956	Latvian
956	Moroccan
956	Palestinian
956	Qatar
956	Russian
956	Sardinian
956	Serbian
956	Slovakian
956	Swiss
956	Syrian
956	Turkish
956	Ukrainian
956	Uzbek
956B	Afghan
956B	Algerian
956B	Armenian
956B	Austrian
956B	Bosnian
956B	Bulgarian
956B	Byelorussian
956B	Catalan
956B	Chinese
956B	Czech
956B	Danish
956B	Dutch
956B	Egyptian
956B	English
956B	Estonian
956B	Faeroese
956B	Finnish
956B	French
956B	Frisian
956B	German
956B	Greek
956B	Gypsy
956B	Hungarian
956B	Icelandic
956B	Iraqi
956B	Irish
956B	Italian
956B	Jewish
956B	Ladinian
956B	Lappish
956B	Latvian
956B	Maltese
956B	Mordvinian
956B	Moroccan
956B	Norwegian
956B	Pakistani
956B	Polish
956B	Russian
956B	Scottish
956B	Slovakian
956B	Sorbian
956B	Spanish
956B	Sri Lankan
956B	Swedish
956B	Tadzhik
956B	Tunisian
956B	US-American
956B	Ukrainian
956B	Wepsian
956B	Yemenite
956D	Algerian
956D	Bulgarian
956D	Catalan
956D	Egyptian
956D	Estonian
956D	Ethiopian
956D	Finnish
956D	French
956D	Frisian
956D	German
956D	Greek
956D	Indian
956D	Iraqi
956D	Jewish
956D	Jordanian
956D	Latvian
956D	Lithuanian
956D	Maltese
956D	Moroccan
956D	Palestinian
956D	Polish
956D	Portuguese
956D	Qatar
956D	Saudi Arabian
956D	Serbian
956D	South African
956D	Spanish
956D	Syrian
956D	Tadzhik
956D	Tunisian
956D	Turkish
956D	Ukrainian
956E*	French
956E*	German
956E*	Greek
956E*	Russian
958	African American
958	Azerbaijan
958	Catalan
958	Chinese
958	Danish
958	Estonian
958	Finnish
958	German
958	Gypsy
958	Hungarian
958	Indian
958	Italian
958	Jewish
958	Ladinian
958	Ossetian
958	Polish
958	Russian
958	Slovakian
958	Slovene
958	Spanish
958	Swedish
958	Swiss
958A*	Chinese
958A*	Dutch
958A*	Finnish
958A*	German
958A*	Latvian
958A*	Lithuanian
958C*	Afghan
958C*	Czech
958C*	Dutch
958C*	English
958C*	Finnish
958C*	Frisian
958C*	German
958C*	Indian
958C*	Latvian
958C*	Livonian
958C*	South American
958D*	Czech
958D*	English
958D*	Finnish
958D*	German
958D*	Irish
958D*	Latvian
958D*	Lithuanian
958D*	Spanish
958E*	English
958E*	Finnish
958E*	Flemish
958E*	Frisian
958E*	German
958E*	Italian
958E*	Latvian
958E*	Lithuanian
958E*	Somalian
958F*	Danish
958F*	Dutch
958F*	English
958F*	Finnish
958F*	Flemish
958F*	Frisian
958F*	Latvian
958F*	Polish
958F*	US-American
958K*	Australian
958K*	Dutch
958K*	Finnish
958K*	Frisian
958K*	German
958K*	Latvian
958K*	Polish
958K*	Swiss
958K*	US-American
960	Algerian
960	Aramaic
960	Brazilian
960	Bulgarian
960	Burmese
960	Cheremis/Mari
960	Chinese
960	Czech
960	Dutch
960	Egyptian
960	English
960	Estonian
960	Finnish
960	French
960	Frisian
960	Georgian
960	Greek
960	Hungarian
960	Indian
960	Iranian
960	Iraqi
960	Italian
960	Japanese
960	Jewish
960	Latvian
960	Lithuanian
960	Macedonian
960	Mongolian
960	Moroccan
960	Polish
960	Portuguese
960	Serbian
960	South African
960	Spanish
960	Swedish
960	Swiss
960	Syrian
960	Turkish
960	Uzbek
960A	Catalan
960A	Czech
960A	English
960A	French
960A	Georgian
960A	German
960A	Hungarian
960A	Indian
960A	Iranian
960A	Jewish
960A	Russian
960A	Swedish
960A	Swiss
960A	Ukrainian
960B	Bulgarian
960B	Byelorussian
960B	Chinese
960B	Czech
960B	Finnish
960B	Irish
960B	Jewish
960B	Lithuanian
960B	Macedonian
960B	Portuguese
960B	Swedish
960B	Ukrainian
960C	Czech
960C	Finnish
960C	German
960C	Ladinian
960C	Portuguese
960C	Swiss
960D	Chinese
960D	Finnish
960D	German
960D	Polish
961	Byelorussian
961	Greek
961	Jewish
961	Lithuanian
961	Portuguese
961	Russian
961	Ukrainian
961A	Estonian
961A	Lithuanian
961A	Russian
961A	Ukrainian
961B	Bosnian
961B	Bulgarian
961B	Burmese
961B	Chinese
961B	French
961B	German
961B	Jewish
961B	Polish
961B	Serbian
961B	Spanish
962**	Austrian
962**	Finnish
962**	German
962**	Lappish
962**	Norwegian
962**	Swedish
965*	Dutch
965*	Flemish
965*	German
965*	Latvian
965*	Livonian
965*	Swedish
967	Algerian
967	Brazilian
967	Bulgarian
967	Byelorussian
967	Catalan
967	Chinese
967	Czech
967	Dutch
967	English
967	Finnish
967	Frisian
967	German
967	Ghanaian
967	Hungarian
967	Indian
967	Irish
967	Japanese
967	Jewish
967	Lappish
967	Latvian
967	Macedonian
967	Norwegian
967	Palestinian
967	Polish
967	Portuguese
967	Spanish
967	Swedish
967	US-American
968	Bulgarian
968	Byelorussian
968	Catalan
968	Cheremis/Mari
968	Chilean
968	Croatian
968	Dominican
968	Dutch
968	Estonian
968	Frisian
968	Georgian
968	German
968	Irish
968	Karelian
968	Lappish
968	Latvian
968	Lithuanian
968	Livonian
968	Lydian
968	Maltese
968	Mongolian
968	Mordvinian
968	Norwegian
968	Palestinian
968	Polish
968	Portuguese
968	Puerto Rican
968	Rumanian
968	Russian
968	Scottish
968	Slovene
968	Spanish
968	Swedish
968	Turkish
968	Wotian
970	Algerian
970	Catalan
970	Chinese
970	East African
970	Finnish
970	German
970	Hungarian
970	Indian
970	Iranian
970	Irish
970	Japanese
970	Jewish
970	Jordanian
970	Lappish
970	Moroccan
970	Oman
970	Ossetian
970	Palestinian
970	Persian Gulf
970	Polish
970	Polynesian
970	Russian
970	Slovene
970	Spanish
970	Sudanese
970	Syrian
970	Tadzhik
970	Tibetian
970	Tunisian
970	US-American
970	Uzbek
970	Yemenite
973	Egyptian
973	German
973	Icelandic
973	Irish
973	Japanese
973	Jewish
973	Korean
973	Lappish
973	Maltese
973	Scottish
973	Slovene
973	Ukrainian
974	Afghan
974	Albanian
974	Bosnian
974	Brazilian
974	Bulgarian
974	Byelorussian
974	Catalan
974	Cheremis/Mari
974	Czech
974	English
974	Finnish
974	French
974	Frisian
974	German
974	Icelandic
974	Iraqi
974	Irish
974	Japanese
974	Jewish
974	Kurdish
974	Lappish
974	Latvian
974	Macedonian
974	Portuguese
974	Russian
974	Scottish
974	Serbian
974	Siberian
974	Slovakian
974	Spanish
974	Syrian
974	Tadzhik
974	Turkish
974	Ukrainian
974	Votyak
976	Argentine
976	Armenian
976	Bosnian
976	Chilean
976	Chinese
976	Greek
976	Indian
976	Iranian
976	Irish
976	Jewish
976	Kalmyk
976	Kazakh
976	Mexican
976	Russian
976	Scottish
976	Slovene
976	Turkish
976	Turkmen
976	Uighur
978	Bulgarian
978	Indian
978	Iraqi
978	Jewish
978	Kazakh
978	Macedonian
978	Nepalese
978	Oman
978	Spanish
978	Swedish
978	Turkish
978	Yemenite
980	Bulgarian
980	Byelorussian
980	Catalan
980	Cheremis/Mari
980	Chinese
980	Dutch
980	Egyptian
980	English
980	Flemish
980	French
980	Frisian
980	Georgian
980	German
980	Greek
980	Hungarian
980	Indian
980	Irish
980	Italian
980	Japanese
980	Jewish
980	Jordanian
980	Korean
980	Kuwaiti
980	Latvian
980	Lithuanian
980	Mordvinian
980	Nepalese
980	Polish
980	Portuguese
980	Puerto Rican
980	Slovene
980	Spanish
980	Swiss
980	Syrian
980	Tunisian
980	Ukrainian
980D	Catalan
980D	Flemish
980D	French
980D	Frisian
980D	German
980D	Greek
980D	Hungarian
980D	Japanese
980D	Kurdish
980D	Latvian
980D	Sorbian
980D	Swiss
980*	Chinese
980*	Estonian
980*	Indian
980*	Iraqi
980*	Jewish
980*	Kalmyk
980*	Mongolian
980*	Syrian
980*	Tanzanian
980*	Tibetian
980*	Turkish
980*	Tuva
981	Albanian
981	Algerian
981	Armenian
981	Bulgarian
981	Byelorussian
981	Catalan
981	Chinese
981	Croatian
981	Egyptian
981	Estonian
981	Finnish
981	French
981	Frisian
981	German
981	Ghanaian
981	Greek
981	Indian
981	Irish
981	Italian
981	Japanese
981	Jewish
981	Korean
981	Latvian
981	Lebanese
981	Libyan
981	Lithuanian
981	Macedonian
981	Mexican
981	Mongolian
981	Nigerian
981	Polish
981	Rumanian
981	Russian
981	Sardinian
981	Serbian
981	Slovakian
981	Slovene
981	Spanish
981	Swedish
981	Swiss
981	Syrian
981	Turkish
981	Ukrainian
981A*	Austrian
981A*	Czech
981A*	French
981A*	German
981A*	Hungarian
981A*	Icelandic
981A*	Iranian
981A*	Polish
981A*	Russian
981A*	Swiss
981A*	Ukrainian
982	Aramaic
982	Bulgarian
982	Byelorussian
982	Cambodian
982	Catalan
982	Chinese
982	Croatian
982	Czech
982	Dutch
982	Egyptian
982	English
982	Estonian
982	French
982	Frisian
982	Georgian
982	German
982	Greek
982	Indian
982	Iranian
982	Irish
982	Italian
982	Jewish
982	Latvian
982	Lithuanian
982	Maltese
982	Mexican
982	Moroccan
982	Palestinian
982	Polish
982	Portuguese
982	Qatar
982	Rumanian
982	Russian
982	Saudi Arabian
982	Serbian
982	Slovakian
982	Slovene
982	Spanish
982	Sri Lankan
982	Sudanese
982	Ukrainian
983	Albanian
983	Algerian
983	Bulgarian
983	Egyptian
983	Finnish
983	German
983	Greek
983	Indian
983	Iranian
983	Iraqi
983	Jewish
983	Kurdish
983	Latvian
983	Lithuanian
983	Moroccan
983	Palestinian
983	Portuguese
983	Russian
983	Spanish
983	Syrian
983	Turkish
984	Bulgarian
984	Jewish
984	Russian
984	Ukrainian
985	Aramaic
985	Bulgarian
985	Egyptian
985	Filipino
985	German
985	Icelandic
985	Indian
985	Iranian
985	Irish
985	Jewish
985	Macedonian
985	Polish
985	Sudanese
985	US-American
985	Yemenite
985*	Catalan
985*	Dutch
985*	Flemish
985*	Frisian
985*	German
985*	Hungarian
985*	Portuguese
985*	Serbian
985*	Spanish
985**	German
985**	Jewish
985**	Spanish
986	Afghan
986	Armenian
986	Egyptian
986	Greek
986	Iranian
986	Iraqi
986	Jewish
986	Jordanian
986	Kirghiz
986	Kurdish
986	Lebanese
986	Moroccan
986	Saudi Arabian
986	Sudanese
986	Syrian
986	Tunisian
986	Turkish
986	Yemenite
987	Austrian
987	Danish
987	Dutch
987	Estonian
987	Finnish
987	French
987	Frisian
987	German
987	Hungarian
987	Italian
987	Ladinian
987	Lappish
987	Sorbian
987	Swiss
990	African American
990	Armenian
990	Bulgarian
990	Byelorussian
990	Chinese
990	Czech
990	Dutch
990	Egyptian
990	Estonian
990	Finnish
990	Flemish
990	French
990	Frisian
990	German
990	Greek
990	Gypsy
990	Hungarian
990	Irish
990	Japanese
990	Ladinian
990	Latvian
990	Lithuanian
990	Mongolian
990	Moroccan
990	Namibian
990	Polish
990	Serbian
990	Slovakian
990	Slovene
990	Spanish
990	Swiss
990	Syrian
990	Turkish
990	US-American
990	Ukrainian
992	Cambodian
992	Catalan
992	Egyptian
992	French
992	German
992	Greek
992	Hungarian
992	Italian
992	Mayan
992	Spanish
992	Syrian
992	Yemenite
992A	Dagestan
992A	Dutch
992A	Egyptian
992A	Frisian
992A	Georgian
992A	German
992A	Hungarian
992A	Iranian
992A	Jewish
992A	Kirghiz
992A	Kurdish
992A	Libyan
992A	Moroccan
992A	Palestinian
992A	Qatar
992A	Sudanese
992A	Syrian
992A	Tunisian
992A	Uzbek
1000	Algerian
1000	Argentine
1000	Austrian
1000	Basque
1000	Brazilian
1000	Bulgarian
1000	Burmese
1000	Byelorussian
1000	Cape Verdian
1000	Catalan
1000	Chilean
1000	Chinese
1000	Chuvash
1000	Czech
1000	Danish
1000	Dominican
1000	Dutch
1000	Egyptian
1000	English
1000	Estonian
1000	Finnish
1000	Flemish
1000	Frisian
1000	German
1000	Greek
1000	Gypsy
1000	Hungarian
1000	Icelandic
1000	Indian
1000	Indonesian
1000	Iranian
1000	Iraqi
1000	Irish
1000	Italian
1000	Jewish
1000	Kalmyk
1000	Karelian
1000	Lappish
1000	Latvian
1000	Lebanese
1000	Libyan
1000	Lithuanian
1000	Livonian
1000	Mongolian
1000	Mordvinian
1000	North American Indian
1000	Oman
1000	Pakistani
1000	Persian Gulf
1000	Polish
1000	Portuguese
1000	Puerto Rican
1000	Qatar
1000	Rumanian
1000	Russian
1000	Saudi Arabian
1000	Scottish
1000	Siberian
1000	Slovakian
1000	Slovene
1000	Sorbian
1000	Spanish
1000	Sri Lankan
1000	Sudanese
1000	Swedish
1000	Syrian
1000	Tadzhik
1000	Tatar
1000	Turkish
1000	Ukrainian
1000	Walloon
1000	Wepsian
1000	West Indies
1001	Finnish
1001	Swedish
1001	Ukrainian
1002	Catalan
1002	Chinese
1002	Chuvash
1002	Croatian
1002	Czech
1002	Danish
1002	Dutch
1002	English
1002	Finnish
1002	Flemish
1002	French
1002	Frisian
1002	German
1002	Greek
1002	Gypsy
1002	Hungarian
1002	Irish
1002	Italian
1002	Lappish
1002	Latvian
1002	Lithuanian
1002	Norwegian
1002	Polish
1002	Russian
1002	Slovakian
1002	Spanish
1002	Sri Lankan
1002	Swedish
1002	Syrian
1002	Tadzhik
1003	Argentine
1003	Bulgarian
1003	Byelorussian
1003	Catalan
1003	Cheremis/Mari
1003	Chilean
1003	Chuvash
1003	Czech
1003	Danish
1003	Estonian
1003	Finnish
1003	German
1003	Gypsy
1003	Hungarian
1003	Icelandic
1003	Indian
1003	Irish
1003	Jewish
1003	Latvian
1003	Lithuanian
1003	Mordvinian
1003	Norwegian
1003	Pakistani
1003	Panamanian
1003	Polish
1003	Portuguese
1003	Puerto Rican
1003	Rumanian
1003	Russian
1003	Siberian
1003	Slovakian
1003	Spanish
1003	Swedish
1003	Ukrainian
1004	African American
1004	Algerian
1004	Argentine
1004	Austrian
1004	Basque
1004	Brazilian
1004	Bulgarian
1004	Burmese
1004	Cape Verdian
1004	Chinese
1004	Czech
1004	Danish
1004	Dutch
1004	East African
1004	Estonian
1004	Finnish
1004	Flemish
1004	French
1004	Frisian
1004	German
1004	Greek
1004	Guatemalan
1004	Icelandic
1004	Indian
1004	Indonesian
1004	Irish
1004	Italian
1004	Lappish
1004	Latvian
1004	Lithuanian
1004	Mayan
1004	Mexican
1004	North American Indian
1004	Norwegian
1004	Portuguese
1004	Puerto Rican
1004	Rumanian
1004	Russian
1004	Siberian
1004	Slovakian
1004	Slovene
1004	Sorbian
1004	Spanish
1004	Sudanese
1004	Swedish
1004	Turkish
1004	Ukrainian
1004	West Indies
1005	Catalan
1005	Croatian
1005	Czech
1005	Danish
1005	Finnish
1005	French
1005	German
1005	Gypsy
1005	Hungarian
1005	Icelandic
1005	Irish
1005	Jewish
1005	Lappish
1005	Norwegian
1005	Rumanian
1005	Scottish
1005	Slovakian
1005	Spanish
1005	Swedish
1006	Danish
1006	English
1006	Estonian
1006	Faeroese
1006	Finnish
1006	Frisian
1006	German
1006	Greek
1006	Guatemalan
1006	Gypsy
1006	Icelandic
1006	Indian
1006	Irish
1006	Italian
1006	Jewish
1006	Latvian
1006	Livonian
1006	Mexican
1006	Norwegian
1006	Scottish
1006	Siberian
1006	Slovakian
1006	Spanish
1006	Swedish
1006	Ukrainian
1006*	Armenian
1006*	Austrian
1006*	Bulgarian
1006*	Byelorussian
1006*	German
1006*	Gypsy
1006*	Hungarian
1006*	Latvian
1006*	Lithuanian
1006*	Mordvinian
1006*	Russian
1006*	Siberian
1006*	Sorbian
1006*	Tatar
1006*	Ukrainian
1007	Argentine
1007	Bulgarian
1007	Byelorussian
1007	Czech
1007	Dutch
1007	Estonian
1007	Finnish
1007	Frisian
1007	Georgian
1007	German
1007	Greek
1007	Gypsy
1007	Indian
1007	Iranian
1007	Iraqi
1007	Irish
1007	Italian
1007	Jewish
1007	Kalmyk
1007	Latvian
1007	Lithuanian
1007	Livonian
1007	Maltese
1007	Mexican
1007	Mongolian
1007	Portuguese
1007	Puerto Rican
1007	Rumanian
1007	Russian
1007	Spanish
1007	Swedish
1007	Tadzhik
1007	Turkish
1007	US-American
1007	Ukrainian
1007	Wepsian
1008	Bulgarian
1008	Croatian
1008	Czech
1008	Danish
1008	Estonian
1008	Finnish
1008	Frisian
1008	Georgian
1008	German
1008	Gypsy
1008	Hungarian
1008	Indian
1008	Japanese
1008	Latvian
1008	Slovakian
1008	Slovene
1008	Spanish
1008	Swedish
1009	African American
1009	Algerian
1009	Argentine
1009	Bulgarian
1009	Byelorussian
1009	Cuban
1009	Czech
1009	Danish
1009	Dutch
1009	Egyptian
1009	Estonian
1009	Faeroese
1009	Finnish
1009	Frisian
1009	Georgian
1009	German
1009	Greek
1009	Indian
1009	Iranian
1009	Iraqi
1009	Italian
1009	Jewish
1009	Karelian
1009	Latvian
1009	Lithuanian
1009	Livonian
1009	Maltese
1009	Mexican
1009	Rumanian
1009	Russian
1009	Slovene
1009	Spanish
1009	Swedish
1009	Tunisian
1009	Turkish
1009	Wepsian
1009	Yakut
1010	Byelorussian
1010	Czech
1010	Danish
1010	Estonian
1010	Finnish
1010	Flemish
1010	French
1010	Frisian
1010	German
1010	Greek
1010	Gypsy
1010	Hungarian
1010	Irish
1010	Italian
1010	Lappish
1010	Latvian
1010	Polish
1010	Scottish
1010	Siberian
1010	Slovakian
1010	Spanish
1010	Swedish
1010	Udmurt
1010	Ukrainian
1010	Uzbek
1011	Argentine
1011	Basque
1011	Brazilian
1011	Bulgarian
1011	Catalan
1011	Chilean
1011	French
1011	Greek
1011	Indian
1011	Jewish
1011	Latvian
1011	Panamanian
1011	Portuguese
1011	Puerto Rican
1011	Serbian
1011	Spanish
1011	Turkish
1011	US-American
1012	Bulgarian
1012	Byelorussian
1012	Czech
1012	Danish
1012	Estonian
1012	Faeroese
1012	Finnish
1012	German
1012	Greek
1012	Gypsy
1012	Hungarian
1012	Indian
1012	Italian
1012	Jewish
1012	Kalmyk
1012	Lappish
1012	Latvian
1012	Lithuanian
1012	Livonian
1012	Lydian
1012	Norwegian
1012	Rumanian
1012	Russian
1012	Slovakian
1012	Swedish
1012	Turkish
1012	Ukrainian
1012A	Byelorussian
1012A	Latvian
1012A	Lithuanian
1012A	Russian
1012A	Ukrainian
1012A	Wepsian
1013	Chinese
1013	Dominican
1013	Egyptian
1013	German
1013	Greek
1013	Gypsy
1013	Indian
1013	Iranian
1013	Irish
1013	Italian
1013	Jewish
1013	Latvian
1013	Lithuanian
1013	Maltese
1013	Mayan
1013	Norwegian
1013	Palestinian
1013	Puerto Rican
1013	Russian
1013	Spanish
1013	Sudanese
1013	Swedish
1013	Turkish
1013	Ukrainian
1013	West Indies
1015	Estonian
1015	Finnish
1015	Hungarian
1015	Irish
1015	Latvian
1016	Algerian
1016	Estonian
1016	German
1016	Gypsy
1016	Iranian
1016	Irish
1016	Italian
1016	Jewish
1016	Latvian
1016	Lithuanian
1016	Livonian
1016	Moroccan
1016	Russian
1016	Scottish
1016	Turkish
1017	Byelorussian
1017	Danish
1017	Dutch
1017	Finnish
1017	Frisian
1017	German
1017	Hungarian
1017	Latvian
1017	Lithuanian
1017	Livonian
1017	Rumanian
1017	Swedish
1017	Ukrainian
1029	Austrian
1029	Basque
1029	Bulgarian
1029	Byelorussian
1029	Cape Verdian
1029	Catalan
1029	Czech
1029	Danish
1029	Estonian
1029	Finnish
1029	French
1029	Frisian
1029	Georgian
1029	German
1029	Greek
1029	Gypsy
1029	Iranian
1029	Irish
1029	Italian
1029	Lappish
1029	Latvian
1029	Lithuanian
1029	Mongolian
1029	Portuguese
1029	Puerto Rican
1029	Rumanian
1029	Russian
1029	Slovakian
1029	Spanish
1029	Swedish
1029	Tatar
1029	Ukrainian
1030	African American
1030	Algerian
1030	Austrian
1030	Bulgarian
1030	Byelorussian
1030	Catalan
1030	Chilean
1030	Chinese
1030	Chuvash
1030	Czech
1030	Danish
1030	Dutch
1030	Egyptian
1030	English
1030	Estonian
1030	Faeroese
1030	Finnish
1030	Flemish
1030	French
1030	Frisian
1030	German
1030	Greek
1030	Gypsy
1030	Hungarian
1030	Indian
1030	Iraqi
1030	Irish
1030	Japanese
1030	Jewish
1030	Karelian
1030	Ladinian
1030	Latvian
1030	Lithuanian
1030	Livonian
1030	Lydian
1030	Maltese
1030	Mordvinian
1030	Moroccan
1030	North American Indian
1030	Norwegian
1030	Polish
1030	Portuguese
1030	Rumanian
1030	Russian
1030	Saudi Arabian
1030	Serbian
1030	Slovakian
1030	Spanish
1030	Sri Lankan
1030	Sudanese
1030	Swedish
1030	Swiss
1030	Tatar
1030	Tunisian
1030	US-American
1030	Ukrainian
1030	Votyak
1030	Walloon
1030	Welsh
1030	Wepsian
1030	West Indies
1030	Wotian
1030	Yakut
1030*	Bulgarian
1030*	Croatian
1030*	Greek
1030*	Serbian
1031	Finnish
1031	French
1031	Indonesian
1031	Lappish
1031	North American Indian
1031	Norwegian
1031	Swedish
1031	Votyak
1031	Wotian
1035	Estonian
1035	Finnish
1035	Greek
1035	Karachay
1035	Latvian
1035	Livonian
1035	Russian
1035	Swedish
1036	Basque
1036	Byelorussian
1036	English
1036	Finnish
1036	French
1036	Gypsy
1036	Hungarian
1036	Irish
1036	Italian
1036	Lithuanian
1036	Maltese
1036	Polish
1036	Portuguese
1036	Rumanian
1036	Slovakian
1036	Slovene
1036	Spanish
1036	Swedish
1036	US-American
1036	Ukrainian
1037	Estonian
1037	Finnish
1037	Frisian
1037	German
1037	Latvian
1037	Maltese
1037	Sorbian
1037	Spanish
1037	Swedish
1045	Abkhaz
1045	Algerian
1045	Basque
1045	Bosnian
1045	Bulgarian
1045	Byelorussian
1045	Cheremis/Mari
1045	Chuvash
1045	Czech
1045	Dutch
1045	Egyptian
1045	English
1045	Estonian
1045	Finnish
1045	French
1045	German
1045	Greek
1045	Gypsy
1045	Hungarian
1045	Indian
1045	Irish
1045	Italian
1045	Jewish
1045	Karelian
1045	Kurdish
1045	Lappish
1045	Latvian
1045	Lithuanian
1045	Livonian
1045	Lydian
1045	Macedonian
1045	Maltese
1045	Mordvinian
1045	North African
1045	Portuguese
1045	Rumanian
1045	Russian
1045	Serbian
1045	Siberian
1045	Spanish
1045	Swedish
1045	Swiss
1045	Syrjanian
1045	Tatar
1045	US-American
1045	Ukrainian
1045	Votyak
1045	Wepsian
1045	Wotian
1048	Catalan
1048	Estonian
1048	Finnish
1048	French
1048	Swedish
1049	Argentine
1049	Austrian
1049	Bulgarian
1049	Buryat
1049	Byelorussian
1049	Catalan
1049	Cheremis/Mari
1049	Chilean
1049	Czech
1049	Danish
1049	Dominican
1049	Dutch
1049	English
1049	Estonian
1049	Faeroese
1049	Finnish
1049	French
1049	Frisian
1049	German
1049	Greek
1049	Gypsy
1049	Hungarian
1049	Icelandic
1049	Iranian
1049	Irish
1049	Italian
1049	Jewish
1049	Lappish
1049	Latvian
1049	Lithuanian
1049	Mongolian
1049	Norwegian
1049	Portuguese
1049	Puerto Rican
1049	Russian
1049	Serbian
1049	Siberian
1049	Slovakian
1049	Sorbian
1049	Spanish
1049	Swedish
1049	Tatar
1049	Turkish
1049	Ukrainian
1049	Votyak
1049	Wepsian
1049	Wotian
1050	Abkhaz
1050	Basque
1050	Danish
1050	Estonian
1050	Finnish
1050	German
1050	Gypsy
1050	Latvian
1050	Lithuanian
1050	Livonian
1050	Lydian
1050	Maltese
1050	Norwegian
1050	Portuguese
1050	Swedish
1050	US-American
1050	Udmurt
1051	Albanian
1051	Bosnian
1051	Bulgarian
1051	Catalan
1051	Chinese
1051	Croatian
1051	Czech
1051	Dutch
1051	Finnish
1051	Flemish
1051	French
1051	Frisian
1051	German
1051	Gypsy
1051	Hungarian
1051	Italian
1051	Lappish
1051	Latvian
1051	Lithuanian
1051	Livonian
1051	Macedonian
1051	Norwegian
1051	Ossetian
1051	Polish
1051	Rumanian
1051	Serbian
1051	Slovakian
1051	Slovene
1051	Sorbian
1051	Spanish
1051	Swedish
1051	Swiss
1051	Turkish
1051	Udmurt
1051	Ukrainian
1051	Votyak
1052	Algerian
1052	Bosnian
1052	Byelorussian
1052	Catalan
1052	Cheremis/Mari
1052	Chuvash
1052	Danish
1052	English
1052	Estonian
1052	Faeroese
1052	Finnish
1052	Flemish
1052	French
1052	Frisian
1052	German
1052	Greek
1052	Gypsy
1052	Hungarian
1052	Iraqi
1052	Irish
1052	Lappish
1052	Latvian
1052	Lithuanian
1052	Livonian
1052	Lydian
1052	Moroccan
1052	Polish
1052	Russian
1052	Serbian
1052	Siberian
1052	Slovakian
1052	Sorbian
1052	Spanish
1052	Swedish
1052	Syrjanian
1052	Tatar
1052	US-American
1052	Udmurt
1052	Votyak
1052	Wepsian
1052	Wotian
1052	Yakut
1053	Argentine
1053	German
1053	Hungarian
1053	Siberian
1053	Tatar
1059*	Chinese
1059*	Finnish
1059*	Swedish
1060	Algerian
1060	Argentine
1060	Austrian
1060	Bulgarian
1060	Buryat
