A521.	Culture hero as dupe or trickster.
K315.0.1.	Underground passage gives entrance to closed chamber.
K1523.	Underground passage to paramour's house.
K1344.1.	Girl seduced from beneath ground. S. A. Indian (Uru-Chipaya): Métraux RMLP XXXIII 109.
K1345.	Tale of the cradle. Two youths pass the night with a family where all sleep in a common room, with a cradle at the foot of one of the beds. The moving of the cradle in the night confuses those walking about so that the strangers sleep with the wife and the daughter. Type 1363; *Robinson Complete Works of Chaucer 790a (Reeves Tale); *Varnhagen “Die Erzählung von der Wiege" Englische Studien IX 240; Bédier Fabliaux 463; von der Hagen III *xix, 37ff.; Boccaccio Decameron IX No. 6 (Lee 281); Italian Novella: *Rotunda.
K1346.	Hero flies to maiden's room. Enters her tower by means of artificial wings (or on flying horse). *Type 575; BP II 134 n. 1; *Krappe Balor 11 n. 40; India: *Thompson-Balys.
B41.2.	Flying horse.
D641.1.	Lover as bird visits mistress. Flight on artificial wings.
F1021.1.	
K1346.1.	Hero flies on magic carpet to maiden's room. Africa (Kordo- fan): Frobenius Atlantis IV 101ff. No. 11.
K1347.	Man is ushered into maiden's room by maidservant. He then takes the latter's place in the mistress's bed. Italian Novella: Ro- tunda.
K1348.	Lover gets into maiden's room by means of a ladder. Italian No- vella: *Rotunda.
K1349.	Other means of entering into girl's (man's) room (bed).
K1349.1.	Disguise to enter girl's (man's) room. (Cf. K1310-1329, pas- sim.)
K1354.3.2.	Trickster masking as bridegroom tells bride that he comes at her mother's request.
K1517.	Paramour escapes by disguise.
K1349.1.1.	Lover disguised as porter gains access to princess's room. (Cf.
K1816.7.	) Italian Novella: Rotunda.   ## p. 390 (#394) ############################################  390 Motif-Index of Folk-Literature
K1349.1.2.	Disguise as madman to enter girl's room. (Cf.
K1818.3.	) Italian Novella: *Rotunda; India: Thompson-Balys.
K1349.1.3.	Trickster gains access to woman's room disguised as peddler. (Cf.
K1817.4.	) Italian Novella: Rotunda; India: *Thompson-Balys.
K1349.1.4.	Man disguised as groom enters mistress's room. Heptameron No. 26.
K1349.1.5.	Man feigns sick in order to enter room of princess skilled in healing, and wooes her for his friend. (Cf. K1818,
T51.1.1.	) Icelandic: Boberg.
K1349.2.	Trickster gains access to woman's room by pretending he has news of her absent lover. Italian Novella: Rotunda.
K1349.3.	Access gained by the aid of rival's mule. Man tries in vain to learn the identity of his friend's mistress. Mounts his friend's mule, which takes him to the secret rendezvous. Cent Nouvelles Nouvelles No. 31; Italian Novella: *Rotunda.
K1349.4.	Lover visits guarded maiden while harper puts mother to sleep. Irish myth: *Cross; Italian Novella: Rotunda.
D1364.24.	Music causes magic sleep.
D1965.	Guardian magically made to sleep while girl goes to lover.
T30.	Lovers' meeting.
T50.1.	Girl carefully guarded from suitors.
T381.	Imprisoned virgin to prevent knowledge of men (marriage, impregnation).
K1349.5.	Access for seduction gained by removing locks. Italian No- vella: *Rotunda.
K1349.6.	Lover gets self carried into beloved's house to wait for clean clothes after a purposeful fall in mud. Heptameron No. 42.
K1517.11.	Paramour escapes by pretending to be returning winnowing basket.
K1524.	Adulteress falls in mud at lover's door.
K1349.7.	Man burns down own neighboring house to gain access to bedroom of beloved. Heptameron No. 26.
K1349.8.	Entrance into woman's room through concealed door. Hepta- meron No. 2, 4.
K1349.9.	Trickster pretends to seek lost ball by woman's bed: seduces her. N. A. Indian (California): Gayton and Newman 81.
K1349.10.	Admission to woman's room by means of cap of invisibility. India: Thompson-Balys.
K1350.	Woman persuaded (or wooed) by trick.
K1543.	The marked coat in the wife's room. A procuress obtains a woman for her client by leaving a marked coat in her room.
M261.	Chaste woman promises herself to her lover when the rocks leave the coast. (They are moved by magic.)
T411.1.1.	Father by trickery secures priest's advice to marry his own daughter.
K1351.	The weeping bitch. A procuress throws pepper into the eyes of a bitch so that she weeps. She pretends to the virtuous woman that the bitch is a woman transformed because of failure to respond to her lover. The woman is persuaded. *Type 1515; *Chauvin VIII 45 No. 13; *Oesterley No. 28; *Crane Vitry 239 No. 251; Elsner Unter- suchungen zu den mittelenglischen Fabliau “Dame Siriz”; Fb “hund" IV 227b; *von der Hagen I cxii; Scala Celi 87a No. 510; *Penzer I 169; *Pauli (ed. Bolte) No. 873; Alphabet No. 537; Hdwb. d. Mär-   ## p. 391 (#395) ############################################  K. Deceptions 391 chens I 95a; *Krappe Bulletin Hispanique XXXIX 38; Spanish Ex- empla: Keller.
D141.1.	Transformation: woman to bitch.
T452.	Bawds.
K1352.	Death feigned to woo maiden. She shows remorse when she hears of lover's death. **N. Soumtzov Piesni i skazki o jivom mertvetzie (Kievskaia Starina, March 1894, reviewed in RTP IX 356).
K1325.	Seduction by feigned death. The girl comes to the man's wake or funeral.
K1538.	Death feigned to meet paramour. Meetings in the grave (grave box).
K1860.	Deception by feigned death (sleep).
T411.1.2.	Father feigning death returns in disguise and seduces daughter.
K1353.	Woman deceived into sacrificing honor. Ruler promises to release her brother (husband) but afterward refuses to do so. *Bolte Zs. f. Vksk. XII 65; Spanish Exempla: Keller; Italian Novella: *Rotunda; Jewish: bin Gorion Born Judas I 107, 366, Neuman.
K231.	Debtor refuses to pay his debt.
R152.	Wife rescues husband.
T211.	Faithfulness to marriage in death.
T455.2.	Woman sacrifices her honor to free her husband (brother) from prison.
P365.4.	Faithless servant tries to deceive mistress into sacrificing her honor.
Q245.	Punishment for refusal to marry after girl is pregnant.
Q263.	Lying (perjury) punished.
T72.	Woman won and then scorned.
K1353.1.	Trickster offers food for woman's favors which will completely satisfy him. He refuses payment on grounds that he is not satisfied. India: Thompson-Balys.
K231.	Debtor refuses to pay his debt.
T455.	Woman sells favors for particular purpose.
K1354.	Seduction by bearing false order from husband or father.
K1321.1.1.	Man disguised as pregnant woman admitted to girl's bed.
K1354.1.	"Both?" The youth is sent to the house to get two articles. He meets the two daughters and calls back to the master, "Both?" "Yes, I said both!" replies the master. The youth has his will of both daughters. *Type 1563; Chauvin VI 180 No. 342; Bolte Montanus Gartengesellschaft 611 No. 73; Köhler-Bolte I 150, 291; N. A. Indian: Thompson CColl II 420ff.; Cape Verde Islands: Parsons MAFLS XV (1) 115.
K362.10.	"Give him what he wants!"
K437.5.	Robbers enslaved.
K1354.1.1.	Trickster masking as girl's father advises intercourse with trickster. She obeys. India: Thompson-Balys.
K1810.	Deception by disguise.
K1354.2.	Seduction by bringing false order from husband. Jewish: Gaster Exempla 220 No. 159, *Neuman.
K1544.	Husband unwittingly instrumental in wife's adultery.
K1354.2.1.	Trickster asks husband for one thing and the wife for another. The husband's order: "Let him have what he wants." Italian Novella: Rotunda.
K1354.2.2.	Trickster friar seduces woman under pretence of adminis- tering forgotten sacrament. When the woman objects, the husband who thinks the friar is engaging in a legitimate process, orders: "Bear the ordeal in peace." Italian Novella: Rotunda.
K1354.2.3.	Fox sleeps with tiger's wife by giving her deceptive message from her mate. S. A. Indian (Chiriguano): Métraux RMLP XXXIII 180.
K1354.3.	Seduction by bearing false order from mother.
J2303.	Gullible mother.   ## p. 392 (#396) ############################################  392 Motif-Index of Folk-Literature
K1354.3.1.	Friar undertakes to awaken girl. He follows her mother's order according to his own interpretation. Italian Novella: Rotunda.
J2303.	Gullible mother.
K1354.3.2.	Trickster masking as bridegroom tells bride that he comes at her mother's request. Italian Novella: Rotunda.
K1310.	Seduction by disguise or substitution.
K1840.	Deception by substitution.
K1915.	The false bridegroom.
K1354.4.	Seduction by bearing false order from lover. Cent Nouvelles Nouvelles No. 31.
K1355.	Altered letter of execution gives princess to hero. On his way robbers steal the letter and change it so that instead of being killed he is married to the princess. *Type 930; **Aarne FFC XXIII; *BP I 276ff.; *Chauvin VIII 145 No. 145ABC; Alphabet No. 593; Herrmann Saxo II 287; Spanish: Espinosa Jr. No. 116.
K511.	Uriah letter changed. Falsified order of execution.
K1612.	Message of death fatal to sender. (Gang nach dem Eisenhammer.)
K1357.	Lover's gift regained. The husband appears before payment can be made to wife. *Type 1731; **Spargo FFC XCI 50ff.; Lithuanian: Balys Index No. 2913*.
M200.	Bargains and promises.
T455.	Woman sells favors for par- ticular purpose.
K1358.	Girl shows herself naked in return for youth's dancing hogs. *Type 850; *BP II 528; Köhler-Bolte I 428f., 464; Spanish: Espinosa II Nos 5-8, Espinosa Jr. No. 131.
H51.1.	Recognition by birthmark.
H525.	Test: guessing princess's birth- marks.
K443.6.	Trickster exacts promise of marriage as price of silence after having seen a princess naked.
K2112.1.	False tokens of woman's unfaithfulness. Tokens are stolen from the woman, or her secret mark- ings are seen by treachery.
M200.	Bargains and promises.
K1361.	Beggar buys right to sleep before the girl's door, at foot of bed, in the bed. Usually with jewel. *Type 900; *Fb "sove" III 472b, “seng” III 187a; West Indies: Flowers 537f.
M200.	Bargains and promises.
T45.	Lover buys admission to woman's room.
T455.1.	Woman sells favors to obtain a jewel.
K1361.1.	Transformed person sleeps before girl's door, at foot of bed, in the bed. Is disenchanted upon admission to the bed. *Type 440; *BP I 1ff.
D734.	Disenchantment of animal by admission to woman's bed.
K1361.2.	Progressive purchase of favors: the anatomical progression. Lithuanian: Balys Index No. 2916*; Cheremis: Sebeok-Nyerges; Italian Novella: Rotunda.
K1361.3.	Seduction by begging into woman's room to get warm. (Cf.
K1393.	) Korean: Zong in-Sob 13 No. 6.
K1362.	Innocent girl sells her “love” and later receives it back. When she tells her mother what has happened, she is beaten. Thinking to right matters, she demands that the knight return what he has taken. (Sequel:
K1275.	) Type 886; *von der Hagen II v, vi, 3, 19 Nos. 21, 22; Italian Novella: Rotunda.
J1174.2.	Complaint about the stolen kiss. Woman is allowed to take one in return.
J1730.	Absurd ignorance.
K1363.	Seduction of person ignorant of sexual intercourse.
J1744.	Ignorance of marriage relations.   ## p. 393 (#397) ############################################  K. Deceptions 393
K1363.1.	Putting the Devil in Hell. Obscene trick used to seduce woman. Italian Novella: *Rotunda.
K1363.1.1.	Putting the Devil in hand. Italian Novella: Rotunda.
K1363.2.	Friar adds missing nose (fingers) to unborn child: foetus is imperfect and he will substitute for absent husband. Is praised by the latter on his return. Nouvelles Récréations No. 9; Italian Novella: *Rotunda; West Indies: Flowers 538.
K1315.3.2.	Finishing the mare's tail.
K1364.	Woman abducted by giving her medicine which appears to have killed her. India: Thompson-Balys.
K1366.	Second daughter won by representing first as dead. Irish myth: Cross.
T131.2.	Younger child (daughter) may not marry before elder.
K1367.	Monk persuades a father to set daughter afloat in box: monk seduces her. India: Thompson-Balys.
K1368.	Seduction by making woman jealous of co-wife. India: Thomp- son-Balys.
K1371.	Bride-stealing. *Hdwb. d. Märchens I 549a nn. 175-204; Ice- landic: *Boberg; Missouri French: Carrière; Jewish: *Neuman; India: *Thompson-Balys.
R10.1.	Princess (maiden) abducted.
T150.	Happenings at weddings.
K1371.1.	Lover steals bride from wedding with unwelcome suitor. *Type 885; Child IV 218, 230, V 260f.; Hdwb. d. Märchens I 549b nn. 205-215; *Boje 110ff.; literary treatment: Scott "Lochinvar", Ibsen "Peer Gynt"; Icelandic: *Boberg; India: Thompson-Balys.
Q411.2.1.	Undesired suitor killed asleep in his tent.
R111.1.9.	Princess rescued from undesired suitor.
R225.	Elopement.
T51.1.	Wooing emissary wins lady's love for himself.
K1371.1.1.	Parson deceived into marrying his intended bride to her real lover. The parson thinks it is a mock-wedding, but it turns out to be real. Danish: Grundtvig MS No. 162 in Dansk Folkemindesamling.
K1371.1.2.	Lover's foster brother (friend) steals bride from wedding with unwelcome suitor. Icelandic: *Boberg.
K1371.2.	Father tricked into giving away disguised daughter in marriage. Scottish: Campbell-McKay No. 14.
K1771.9.	King menaced into giving his daughter by means of borrowed fleet.
N732.1.	Father unwittingly buys daughter who has been sold into slavery.
K1371.3.	Rat changes name and wins wife intended for leopard. Africa (Mpongwe): Nassau 41ff. N. 6.
K1371.4.	Lover in disguise abducts beloved. Icelandic: *Boberg.
K1371.4.1.	Lover masks as king, knight. Icelandic: *Boberg.
K1371.4.2.	Lover masks as minstrel. India: Thompson-Balys.
K1371.5.	Man gets bridegroom drunk and enjoys the bride. Hawaii: Beckwith Myth 424.
K1371.6.	While chief is performing suitor task, rival steals the bride. Easter Island: Métraux Ethnology 57.   ## p. 394 (#398) ############################################  394 Motif-Index of Folk-Literature
K1372.	Woman engaged to marry by trick. (Cf.
K1371.	2, K1377,
K1771.9.	) Icelandic: *Boberg.
K1372.1.	Princess tricked into engaging herself to suitor rejected by her father. Icelandic: Boberg.
K1372.2.	Fool passed off as very eligible young man by matchmaker. India: Thompson-Balys.
K1375.	Seduction by alleged vision promising woman to man. Jewish: *Neuman.
K1375.1.	Seduction of wife by alleging that husband's vision compels him to leave home. Jewish: Neuman.
K1377.	Incestuous marriage arranged by trick. India: Thompson-Balys; N. A. Indian: **Schmerler JAFL XLIV 196-207.
K1372.	Woman engaged by trick.
K1380.	Seductions-miscellaneous.
K1382.	Trickster pretends lameness and is taken on woman's back: violates her. Indonesia: Coster-Wijsman 47 No. 58; N. A. Indian: **Schmerler JAFL XLIV 200; Africa (Yoruba): Ellis 270 No. 5.
K1818.	Disguise as sick man.
K1383.	Trickster throws corpse into river and accuses princess of mur- der: marriage to avoid scandal. *Type 1655; *BP II 201; Norwegian: Christiansen Norske Eventyr 141 No. 1655.
K2116.	Innocent woman accused of murder.
K2151.	The corpse handed around.
K1384.	Female overpowered when caught in tree cleft (hole in hedge). *Type 36; Krohn Bär (Wolf) und Fuchs (JSFO VI) 89ff.; Indonesia: DeVries's list No. 45.
K929.13.	Hare causes pursuing she-bear to stick between trees and kills her.
K1386.	Man won *Rotunda. over by woman's obscene trick. Italian Novella:
K1588.	Woman excites peasant (secretary).
T55.	Girl as wooer.
K1387.	Lecherous trickster seduces women from tree and loses them. N. A. Indian: *Thompson Tales 331 n. 195.
K1388.	Trickster sends letter ordering bearer detained and meanwhile steals bearer's wife. Spanish: Boggs FFC XC 150 No. 1850, Keller.
K978.	Uriah letter.
K1388.1.	Husband persuaded to dig up a treasure buried in an ant hill. He is poisoned by a snake and his wife taken. India: Thompson- Balys.
K1125.	Dupe tries to dig up alleged treasure buried in ant hill: bitten by snake and killed.
K1391.	Long distance sexual intercourse. Trickster by magic has inter- course with woman across stream. N. A. Indian: *Thompson Tales 305 n. 109u.
K1392.	Trickster and girls play obscene tricks on one another. N. A. In- dian: *Thompson Tales 306 n. 109w.
K1393.	Woman seduces boy by feigning illness (chill, etc.). Italian Novella: Rotunda; Buddhist myth: Malalasekera I 887.
K1326.1.	Seduction by asking for sham cure for sham illness. Seduction by begging into woman's room to get warm.
K1361.3.	## p. 395 (#399) ############################################  K. Deceptions 395
K1394.	Man coveting his friend's wife causes her to leave her husband. Friend mutually agree to beat wives. Trickster only pretends to do so while other beats his and angers her. India: Thompson-Balys.
K944.	Deceptive agreement to kill wives (children).
K1395.	Seduction by giving aphrodisiac. Woman tricked into standing naked in stream; medicine put into water. India: Thompson-Balys.
K1396.	Guest at inn is told that there is but one available bed: that of the mistress. Cent Nouvelles Nouvelles No. 7; Italian Novella: Rotunda.
K1397.	Lucretia seduced through threat. Sextus says he will kill her and leave a naked slave in her bed to bring dishonor on her house. She yields. Spanish Exempla: Keller.
K1398.	The trickster with painted member. The father wants his daugh- ter's child to be a bishop. Lithuanian: Balys Index No. 2914*; Livonian: Loorits FFC LXVI No. 1547*.
K1399.	Additional seductions.
K1399.1.	The taming of the wild prince. Lost in the woods the little prince grows up among wild animals; lets no one come near him. Only a servant girl succeeds in taming him. Lithuanian: Balys In- dex No. 877*.
R1.	Wild man captured and tamed.
K1399.2.	The unusual names. Assuming unusual names, the servant de- ceives the girl, her mother, and her father. *Type 1732*; Lithuanian: Balys Index No. 2908; Spanish: Boggs FFC XC No. 1940B*.
K193.	Deceptive bargain based on an unusual name.
K602.	"Noman."
K1399.3.	Seduction: trickster shows girl how to store up warmth for winter. Cheremis: Sebeok-Nyerges.
K1399.4.	Woman secures man's spear (arrow), lures him with it into her hut. Hawaii: Beckwith Myth 47f.; Maori: Clark 4.
K1399.5.	Teacher seduces pupil left in his charge. Buddhist myth: Mala- lasekera II 1038. K1400-
K1499.	Dupe's property destroyed.
K1400.	Dupe's property destroyed. Type 1002.
J2516.0.1.	Literal misconstruction of orders. Hero gets revenge.
K172.	Anger bargain. The trickster makes a bargain with his master that the first to become angry must submit to punishment. He thereupon heaps abuses on his master till the latter breaks out in anger and must take his punishment.
K1410.	Dupe's goods destroyed. West Indies: Flowers 539.
F614.3.	Strong man as gardener: destroys plants.
F614.4.	Strong man as rower: breaks boat.
F614.5.	Strong man as fisherman: destroys fish and nets.
J2465.2.	Piling up the pottery. The woman breaks the pots into fragments and piles them up.
J2465.5.	Clearing out the room. Fool throws out all the furniture.
J2465.6.	Washing the room. Fool floods it.
K1411.	Plowing the field: horse and harness destroyed. The youth is told to come home from plowing when the dog does. He beats the dog so that it runs home; then he destroys the horse and harness and goes home. *Types 650, 1003; BP II 285ff.; Spanish: Espinosa III Nos. 163-7; India: *Thompson-Balys.
J2465.12.	Plowing above the tree.
K1440.	Dupe's animals destroyed or maimed.   ## p. 396 (#400) ############################################  396 Motif-Index of Folk-Literature
K1412.	Lighting the road (or painting the house red). The house set on fire. Type 1008; Japanese: Ikeda.
K1413.	Guarding the door. It is lifted off and carried away. *Types 1009, 1653A; Penzer V 117 n.; Clouston Noodles 97; Lithuanian: Balys Index No. 1014A*.
J2470.	Metaphors literally interpreted. from tree. They flee and leave money.
K335.1.1.	Door falls on robbers
K1414.	Take care of the stopper! The son puts the stopper into his pocket, and all the tar (beer) runs out. Lithuanian: Balys Index No. 1706*.
K1415.	Repairing the house. House or furniture destroyed. *Type 1010.
K1416.	Tearing up the orchard (vineyard). Rascal has been told to cut wood. *Type 1011; Köhler-Bolte I 327; India: *Thompson-Balys.
K1417.	Closing the door tight: with iron nails. Type 1014.
K1418.	Whetting the knife: the whole blade whetted away. *Type 1015.
K1421.	Clearing land: axe broken. *Types 650, 1050; BP II 285ff.
F614.	Strong man's labors.
K1422.	Threshing grain: granary roof used as threshing flail. *Types 650, 1031; BP II 285ff., *293; Fb "tærske" III 927b; N. A. Indian: Thompson CColl II 436.
F614.7.	Strong man uses stable-roof as flail.
K1423.	Mowing grass: the meadow torn up. Type 1203*.
K1424.	Clearing out manure: digs hole. Type 1035*; Russian: Andrejev No. 1035.
K1424.1.	Cleaning out manure: piles it high. India: Thompson-Balys.
K1425.	Covering the whole wagon with tar. Type 1017.
K1427.	Filling the pen. Told to fill locked pen trickster chops up wagon and mules and throws them in. Spanish: Espinosa JAFL XXVII 119f.
K1428.	Sowing grain: does so in unplowed field. India: Thompson-Balys.
K1431.	Trickster saws legs of table so that it collapses. *Pauli (ed. Bolte) No. 658.
K14.	Rowing contest won by deception. The boat is already sawed through.
K1961.1.3.	Sham parson: the sawed pulpit. He has sawed the pulpit almost through. He predicts a miracle. The pulpit falls down.
K1432.	Fixing fences: trickster cuts fence down. India: Thompson-Balys.
K1433.	Twisting twine: trickster cuts it. India: Thompson-Balys.
K1440.	Dupe's animals destroyed or maimed. Type 1007; India: Thomp- son-Balys.
K1411.	Plowing the field: horse and harness destroyed.
J2465.1.	Feeding the pigs wet meal. The wife throws the meal into the well and the pigs after it.
K1441.	Building a bridge of cattle. Ordered to build a bridge not of wood, stone, iron, or earth, the trickster uses the carcasses of cattle. *Type 1005.   ## p. 397 (#401) ############################################  K. Deceptions 397
K1442.	Casting eyes: animal's eyes. Ordered to cast eyes on this or that, the trickster kills animals and casts their eyes at the object. *Type 1006; Irish myth: Cross; Spanish: Espinosa III Nos. 181-8; India: Thompson-Balys. Cf. Type 1685.
J2462.2.	Casting sheep's eyes at the bride.
K1443.	Cleaning the horse. Washing him in boiling water or currying him with a razor. Type 1016; Fb "hest" IV 211b.
K1444.	Horse's intestine fastened to stone. Horse twists intestines out of himself. *Fb "tarm" III 776a.
S139.1.	Murder by twisting out intestines.
K1445.	Making sheep laugh and dance. Told to bring in sheep laughing and dancing, trickster cuts off their upper lips and breaks their legs. Meson JAFL XXXV 45.
J1169.5.	The laughing ass.
K1446.	To drive cattle to jungle: trickster kills a bull every day. India: Thompson-Balys.
K1447.	Tying the cattle: trickster ties them so tightly they are strang- led. India: Thompson-Balys.
K1451.	Watching the goats: "Hit them if they wander." Trickster kills them. India: Thompson-Balys.
K1456.	Trickster exchanges master's tame horse for vicious bullock. India: Thompson-Balys.
K1460.	Members of dupe's family killed.
K940.	Deception into killing own family or animals.
K1461.	Caring for the child: child killed. Finnish: Kalevala rune 31; S. A. Indian (Mataco): Métraux MAFLS XL 133.
K1461.1.	Cleaning the child. Intestines taken out and cleaned. Type 1012; India: Thompson-Balys.
J2465.3.	Feeding the child. Fool feeds it steaming food and kills it.
J2465.4.	Washing the child. Fool uses boiling water and kills it.
K1461.2.	Child taken to defecate over ant hole. India: Thompson-Balys.
K1461.3.	Cleaning the children. Impales them. Lithuanian: Balys Index No. 1013A*; Russian: Andrejev No. 1012 I.
K1462.	Washing the grandmother—in boiling water. *Type 1013; Spanish: Espinosa III Nos. 181-8; India: *Thompson-Balys; New Britain: Dixon 122.
J2465.4.	Washing the child. Fool uses boiling water and kills it.
K940.2.	Man betrayed into killing his wife or grandmother. Graham.
K1462.1.	To heat water for master's bath. Servant pours boiling water on him. India: Thompson-Balys.
K1462.2.	To cover house with straw: suffocates mother under straw. India: Thompson-Balys.
K1464.	Trickster deceives dupe into killing his own children. Chinese:
K1465.	Blinded slave's revenge. Threatens to jump from tower with lord's children unless lord blinds himself. Lord does so but slave   ## p. 398 (#402) ############################################  398 Motif-Index of Folk-Literature jumps with children nevertheless. Wesselski Theorie 16; *Krappe Archiv f. d. Studium d. neueren Sprachen CLX 162ff.
S165.	Mutilation: putting out eyes.
K1466.	Master's mother killed: wood heaved on her head. India: Thomp- son-Balys. K1500-
K1599.	Deceptions connected with adultery.
K1500.	Deception connected with adultery.
A1556.3.	Origin of adultery.
A2237.1.	Animal reveals mistress's adultery: punished by master.
B24.1.	Satyr reveals woman's infidelity.
B131.3.	Bird betrays woman's infidelity.
B134.1.	Dog betrays woman's infi- delity.
K675.1.	Paramour unwittingly drinks sleeping potion (opiate).
K1318.	Trickster shifts married couples in bed.
K1318.1.	Paramours trick each other by shifting positions in bed.
K2051.	Adulteress feigns unusual sensitiveness.
P641.	Injured husband will not kill a naked man.
Q241.	Adultery punished.
T230.	Faithlessness in marriage.
T481.	Adultery.
K1501.	Cuckold. Husband deceived by adulterous wife. Irish myth: Cross.
H425.2.	Horns grow on cuckold.
N6.2.	Cuckold loses luck. A man's wife is deceived in order that he may lose in gambling.
K1501.1.	Solomon as cuckold. *Wesselski Märchen 197.
K1501.2.	Cuckold feigns to be asleep when paramour calls. Italian Novella: Rotunda.
J2626.1.	Cornered paramour threatens the husband.
K1860.	Deception by feigned death (sleep).
K1510.	Adulteress outwits husband. *Penzer V 106 n. 1; *Bolte Frey 223f. No. 21; *Hollander MLN XXVII 71; Irish myth: *Cross; Icelandic: Boberg; India: Thompson-Balys.
B335.4.	Wife demands magic parrot who has accused her.
F1034.2.	Ma- gician carries mistress with him in his body. She in turn has para- mour in hers.
H94.0.1.	Recognition of wife's ring in friend's posses- sion informs husband he has cuckolded himself.
H439.1.1.	Painting on wife's stomach as chastity index.
J445.2.	Foolish marriage of old man and young girl.
J882.2.	Man with unfaithful wife comforted when he sees another's precaution fail.
J1154.1.	Parrot unable to tell husband details as to wife's infidelity.
J2301.	Gullible husbands.
J2315.	Wife per- suades husband that she has returned immediately.
J2324.	Wife per- suades husband to have a good tooth pulled.
K525.1.1.	Wife puts figure of paramour and herself in bed. Husband attacks them.
K675.1.	Para- mour unwittingly takes sleeping potion: is thought dead and placed in a chest. Servant saves appearances by "explanation".
K713.1.7.	Faith- less wife ties sleeping husband's hair to bed.
K1393.	Woman seduces boy by feigning illness.
K1692.	Teacher instructs pupil in art of love: own wife seduced.
K1843.4.	Wife has maidservant impersonate for her while she goes to paramour.
K2213.	Faithless wife plots with paramour against husband's life.
K2318.	Adulteress has husband mask himself. Pointing to him says to her son: "He is not your father" (truth).
T230.	Faithlessness in marriage. (See also cross-references for that motif.)
T261.1.	Husband takes wife's place and receives punishment for her adultery.
T382.	Attempt to keep wife chaste by carrying her in box. In spite of all precautions she meets men.
T383.	Futile attempts to keep wife chaste.
K1510.	1 Adulteress kills home-coming husband. Greek: Fox 134 (Cly- temnestra).
K1510.2.	Wife of philanderer gets revenge by having an affair herself. Heptameron No. 15.
J1511.	A rule must work both ways.
K1511.	The husband locked out. An adulteress returns home late at night and her husband refuses to admit her. She threatens to throw   ## p. 399 (#403) ############################################  K. Deceptions 399 herself into the well. The husband goes after her. She enters the house and bars him out. *Type 1377; *Basset 1001 Contes II 128; *Wesselski Hodscha Nasreddin II 185 No. 350; *Campbell Sages xc (Puteus); Chauvin VIII 184 No. 224, IX 23; Alphabet No. 538; Hdwb. d. Märchens I 95b; Dunlop-Wilson II 111f.; Boccaccio Decameron VII No. 4; Spanish Exempla: Keller; Italian Novella: *Rotunda.
K1511.1.	Adulteress refuses to admit husband under pretence that he is a stranger. *Pauli (ed. Bolte) No. 678; Cent Nouvelles Nouvelles No. 1.
K1512.	The cut-off nose. (Lai of the Tresses.) A woman leaves her hus- band's bed and has another woman take her place. The husband addresses her, gets no answer and cuts off her nose (hair). In the morning the wife still has her nose (hair). The husband is made to believe that it has grown back by a miracle (or that he was dream- ing). *Type 1417; Bédier Fabliaux 228ff.; Chauvin VI 100 No. 267; *Penzer V 47 n. 3, 223ff., VI 271; Mensa Philosophica No. 40; Boccaccio Decameron VIII No. 8 (Lee 222); Cent Nouvelles Nouvelles No. 38; Bødker Exempler 280 No. 24; Spanish Exempla: Keller; Italian No- vella: *Rotunda; India: *Thompson-Balys.
J2315.2.	Gullible husband made to believe he has cut off his wife's nose.
K1843.4.	Wife has maidservant impersonate her while she calls on paramour.
K1911.	The false bride.
Q451.5.1.	Nose cut off as punish- ment for adultery.
S172.	Mutilation: nose cut off or crushed.
K1512.1.	Cut-off finger proves wife's chastity. A chaste wife substitutes a maidservant for seducer. A finger and ring are cut off as proof of wife's unfaithfulness (chastity wager with husband). Refuted by husband, who knows they are not his wife's. Cf. Type 882; Köhler- Bolte I 375; Child V 497 s.v. "Substitution"; Wesselski Märchen 213 No. 19; Irish myth: Cross; Welsh: MacCulloch Celtic 110.
K1223.	Mistress deceives lover with a substitute.
K1513.	The wife's equivocal oath. A husband insists that his wife take oath that she has been intimate with no one but himself. The paramour masks as ass-driver. She hires an ass from him, falls down, and lets him pick her up. She then swears that no one has touched her except her husband and the ass-driver. *Type 1418; *Basset 1001 Contes II 4; **J. J. Meyer Isoldes Gottesurteil in seiner erotischen Beziehung (Berlin, 1914); *Pauli (ed. Bolte) No. 206; Rohde Der griechische Roman 484; BP IV 154, 387f.; Hdwb. d. Abergl. II 669; *Schoepperle I 225f.; Hertel Zs. f. Vksk. XVIII 385. Icelandic: Boberg; Italian Novella: *Rotunda; India: *Thompson-Balys; Chinese: Chavannes 500 Contes I 387 No. 116.
H251.	Test of truth by magic object.
H251.1.1.	Bocca della Verità.
J1161.3.	Trespasser's defense: standing on his own land.
K475.	Cheat- ing through equivocation.
K1810.	Deception by disguise.
K1818.3.	Disguise as madman (fool).
K2310.	Deception by equivocation.
K2312.	Oath literally obeyed.
M105.	Equivocal oaths.
K1514.	Adulteress gets rid of husband while she entertains lover. Ice- landic: Boberg; India: Thompson-Balys.
J2301.	Gullible husbands.
K1514.1.	The husband in the chicken house. The husband returns unexpectedly and surprises his wife with her lover. She makes the husband believe he is pursued and hides him in the chicken house. (Cf.
K1514.9.	) *Type 1419A; **Schofield Sources and History of the 7th Novel of the 7th Day in the Decameron (Harvard Studies and Notes II); Bédier Fabliaux 450; Boccaccio Decameron III No. 4 (Lee 213); Cent Nouvelles Nouvelles No. 88; Italian Novella: *Rotunda; India: Thompson-Balys.
