motif_id	text
A2286.2.3.	Devil's cows one-horned; God makes them two-horned.
A2286.2.4.	God changes color (tails) of devil's cows. Devil makes all animals of same color (or all tailless). When God makes them of different colors (or with tails) devil no longer recognizes them.
A2287.	Jesus causes animal characteristics.
A2287.1.	Jesus drives evil spirits into hogs: hence short snouts.
A2287.1.1.	Jesus drives evil spirits into hogs: hence "toes" on back of foreleg.
A2291.	Animal characteristics obtained during deluge. Am. Escape from deluge. Birds cling to sky in flood: cause of tail colors. Griffin disdains to go on ark; drowned: hence extinct. Raven does not return to Noah: must suffer thirst and break bill. Unicorn thrown from ark and drowned: hence they no longer exist. Magpie is hybrid of dove and raven; was not baptized by water of the flood in Noah's time. Male rabbit bears young. Female rabbit escaped Noah on ark and drowned.
A2292.	Animal characteristics: change for convenience.
A2294.	Wild animals lose their ferocity through fear of Behemoth.
A2300.	Origin of animal characteristics: body.
A2300.1.	Shape of bee's body.
A2301.	Animal's body made larger. Balys. Mouse's body made larger. Spider's body made larger. Kroeber JAFL XXXII
A2301.2.	347.
A2301.3.	Coyote's body made larger.
A2301.4.	Bat's body made larger.
A2301.5.	Flying-squirrel's body made larger.
A2302.	Animal's body made smaller. Balys. Mouse's body made smaller.
A2302.2.	Hazel-cock's body made smaller.
A2302.3.	Squirrel's body made smaller.
A2302.4.	Eagle's body made smaller.
A2302.5.	Wolf's body made smaller.
A2302.6.	Lice made smaller.
A2305.	Origin of animal's flat body.
A2305.1.	Origin of fish's flat body.
A2305.1.1.	Origin of steel-head salmon's flat body.
A2305.1.2.	Origin of flounder's flat body.
A2305.1.3.	Why lobster is flat.
A2305.2.	Chinese: Eberhard Why bedbug is flat.
A2306.	Why animal is slippery.
A2306.1.	Why eel is slippery.
A2310.	Origin of animal characteristics: body covering.
A2311.	Origin of animal's skin.
A2311.1.	Origin of dog's skin.
A2311.2.	Origin of cat's skin.
A2311.3.	Origin of wolf's skin.
A2311.4.	Origin of hedgehog's skin.
A2311.5.	Dh III 7. IndoneOrigin of porcupine's skin.
A2311.6.	Origin of cow's and buffalo's hides.
A2311.7.	Why crocodile has rough skin.
A2311.8.	Why frog has rough skin.
A2311.9.	Why snakes and lizards change skins.
A2312.	Origin of animal shell.
A2312.1.	Origin of tortoise's shell. Tortoise given hard shell when it ferries rice-goddess across stream.
A2312.1.1.	Origin of cracks in tortoise's shell.
A2312.2.	Origin of snail's shell.
A2312.3.	Origin of dents in crab's shell.
A2313.	Origin of bird's feathers. How ostrich lost beautiful feathers.
A2313.1.	Origin of cuckoo's feathers. Dh.
A2313.2.	Origin of magpie's feathers. Exchanges with dove.
A2313.3.	Origin of peacock's feathers.
A2313.4.	Origin of nkundak's feathers.
A2313.5.	Why young ravens have white feathers.
A2315.	Origin of fish's scales.
A2315.1.	Origin of shell-fish's black scales.
A2315.2.	Origin of alligator's scales. Am.
A2317.	Why certain animals are bare of covering.
A2317.1.	Why swine's belly is bare.
A2317.2.	Why fly is bald.
A2317.3.	Why buzzard is bald. Skinner JAFL
A2317.4.	Why crow's head is bald.
A2317.5.	Why raven is bald. Teit JAFL XXXII
A2317.6.	Why magpie is bald.
A2317.7.	Why vulture is bald. Dh. Skinner und Satterlee PaAm XIII 78; S. Am.
A2317.8.	Why bat'is bald.
A2317.9.	Why bird's feet are bare.
A2317.10.	Why baboon has bare place on back.
A2317.11.	Why john-crow has bald head.
A2317.12.	Why opossum has bare tail. Am. Alexander N. Am.
A2317.12.1.	Why kangaroo-rat's tail is not bushy.
A2317.12.2.	Why jackal has bare tail. Jackal and leopard tie tails together for mutual protection. Frightened, they run apart and injure each other.
A2317.12.3.	Why rat's tail is round and without any hair.
A2320.	Origin of animal characteristics: head.
A2320.1.	How snake got small head.
A2320.1.1.	Why weaver bird's head is small.
A2320.2.	How turtle got snake-like head.
A2320.3.	How lizard got red head.
A2320.3.1.	Origin of mudhen's red head.
A2320.4.	Why crab has no head.
A2320.5.	Why bird's head is so large.
A2320.6.	Why crocodile has marks of water pot on head.
A2320.7.	Why palm-rat has swollen head.
A2321.	Origin of bird crests. Teit JAFL XXXII
A2321.1.	Origin of goose's crest.
A2321.2.	Origin of hoopoe's crest.
A2321.3.	Origin of woodpecker's crest.
A2321.4.	Origin of crested-lark's crest.
A2321.5.	Origin of kingfisher's crest.
A2321.6.	Origin of nkundak's crest.
A2321.7.	Origin of buzzard's crest. Alexander N. Am.
A2321.8.	Origin of red lump on rail's head.
A2321.9.	Origin of willow-grouse's crest.
A2321.10.	Origin of cock's red crest.
A2321.10.1.	Why the cock's comb becomes white when he is angry.
A2321.11.	Origin of woodpecker's crest.
A2322.	Origin of hair and mane.
A2322.1.	How buffalo got hair under chin.
A2322.3.	How zebra got its mane.
A2322.4.	How goat got his beard.
A2322.4.1.	How goat got his mane.
A2322.5.	Why sheep may keep wool which grows on his forehead.
A2322.6.	Why the gorilla and chimpanzee have hair all over the body. Punishment for not guarding possessions at creation.
A2325.	Origin of animals' ears.
A2325.1.	Why rabbit has long ears.
A2325.2.	Why hare's ears are black.
A2325.3.	Why ass has long ears.
A2325.4.	Why camel has short ears.
A2325.5.	Why zebra has long ears.
A2325.6.	Why cat has jagged ears.
A2325.7.	Why camel has no ears.
A2325.8.	Why serpent has no ears.
A2326.	Origin and nature of animal's horns.
A2326.1.	How animals got horns.
A2326.1.1.	How stag got antlers. From camel.
A2326.1.1.1.	Why deer has antlers: as reward for not cheating.
A2326.1.2.	How caribou got antlers. Exchanged his teeth for walrus's horns.
A2326.1.3.	How sheep got horns.
A2326.1.4.	How ox got horns. Exchanged for horse's teeth.
A2326.1.5.	How goats got horns.
A2326.1.6.	How horned-viper got horns.
A2326.2.	Why some animals have no horns.
A2326.2.1.	Why cats have no horns.
A2326.2.2.	Why dog has no horns: they were stolen by deer (goat).
A2326.2.3.	Originally cock had horns.
A2326.3.	Nature of animal's horns.
A2326.3.1.	Why cows have two horns.
A2326.3.2.	How stag got long antlers.
A2326.3.3.	Why antelope's antlers reach backward.
A2326.3.4.	Why buffalo's horns are bent.
A2326.3.5.	Why mountain-sheep's horns are close together.
A2330.	Origin of animal characteristics: face.
A2330.1.	How wildcat got his mashed face.
A2330.2.	How lynx got his squint.
A2330.3.	Why monkey's face is black.
A2330.4.	Origin of marks on tiger's face. Markings of mammals.
A2330.5.	Why flea's face is red.
A2330.6.	Why pheasant's cheeks are red.
A2330.7.	Why dove's head is marked as it is.
A2330.8.	361.
A2332.	Origin and nature of animals' eyes.
A2332.1.	Origin of animals' eyes.
A2332.1.1.	How mouse got his eyes.
A2332.1.2.	How fly got his eyes.
A2332.1.3.	How herring got his eyes.
A2332.1.4.	How fox got his eyes. Stole from birch tree.
A2332.1.5.	Where owl got his eyes.
A2332.2.	Number of animal's eyes.
A2332.2.1.	Why horse has only two eyes.
A2332.3.	Size of animals' eyes.
A2332.3.1.	Why lemur has big eyes.
A2332.3.2.	Why zabi's eyes are narrow: because he laughs so hard. Rabbit laughs: cause of harelip.
A2332.3.3.	Why caribou has small eyes.
A2332.4.	Shape and position of animal's eyes.
A2332.4.1.	Why hare has deep-set eyes.
A2332.4.2.	Why crab lifts eye out of body or has eye behind.
A2332.4.3.	Why frog's eyes bulge out.
A2332.5.	Color of animal's eyes.
A2332.5.1.	Why coyote has yellowish eyes.
A2332.5.2.	Why cuckoo has red eyes.
A2332.5.3.	Why water-hen has red eyes.
A2332.5.4.	Why toad has red eyes.
A2332.5.5.	Why turkey has red eyes.
A2332.5.6.	Why wooddove has green eyes.
A2332.5.7.	Why wild duck has red eyes. Dances for trickster. Hoodwinked dancers. A trickster induces ducks to dance with closed eyes and kills them.
A2332.5.8.	Why herring's eyes are red.
A2332.6.	"Blindness" in animals. Animals really or supposedly blind.
A2332.6.1.	Why blindworm has no eyes.
A2332.6.2.	Why giant lizard is blind. Chose poison instead of eyes.
A2332.6.3.	Why grasshopper is born blind.
A2332.6.4.	Why worm is blind.
A2332.6.5.	Why mole is blind.
A2332.6.6.	Why owl is blind by day. Balys
A2332.6.7.	Why elephant sees half-blindly.
A2332.6.8.	Why leech is blind.
A2332.6.9.	Why bee is blind.
A2335.	Origin and nature of animal's nasal organ (nose, snout, proboscis, etc.
A2335.1.	Origin of animal's nose.
A2335.2.	Nature of animal's nose. Bat falls from high perch due to extreme heat of sun's rays, breaks bones, etc. Hence peculiar feet and nose.
A2335.2.1.	Why deer has white mark on nose. From white ashes.
A2335.2.2.	Why lynx has short, blunt nose.
A2335.2.3.	Why raven has nose marked as if it had been broken off.
A2335.2.4.	Why hare's nose is closed during sowing season. Why hare's lip is split.
A2335.2.5.	Why steer has no hair on his nose.
A2335.3.	Origin and nature of animal's proboscis.
A2335.3.1.	Origin of anteater's proboscis.
A2335.3.2.	Why tapir has long nose. S. Am.
A2335.4.	Origin and nature of animal's snout (muzzle).
A2335.4.1.	Why hog has short snout.
A2335.4.2.	Why hog has round snout. Creation of hog incomplete since God had to go to fire.
A2335.4.3.	Why dog has black muzzle.
A2335.4.4.	Why coyote has long muzzle.
A2335.4.5.	Why the wolf's muzzle is black.
A2335.4.6.	Why rat has long snout.
A2341.	Origin and nature of animal's mouth.
A2341.1.	Why flounder's mouth is crooked.
A2341.2.	Why animal's mouth is large.
A2341.2.1.	Why opossum's mouth is large.
A2341.2.2.	Why zebra's mouth is large.
A2341.3.	Why animal's mouth is closed.
A2341.3.1.	Why serpent's mouth is closed.
A2342.	Origin and nature of animal's lips.
A2342.1.	Why hare's lip is split. Hare laughs. Why hare's nose is closed during sowing season.
A2342.2.	Why ox has no hair on his lips.
A2343.	Origin and nature of bird's beak.
A2343.1.	Origin of bird's long beak.
A2343.1.1.	Where kingfisher got his long beak.
A2343.1.2.	219.
A2343.1.3.	Where snipe got his long beak. Teit JAFL XXXII Why loon has big beak.
A2343.1.4.	Where hornbill got his big beak.
A2343.2.	Why bird's beak is colored.
A2343.2.1.	Why parrot's beak is black.
A2343.2.2.	Why toucan's beak is black. S. Am.
A2343.3.	Origin of other features of birds' beak.
A2343.3.1.	Why starling's beak is split.
A2343.3.2.	Why woodpecker has sharp beak.
A2344.	Origin and nature of animal's tongue.
A2344.1.	Why animal has short tongue.
A2344.1.1.	Why crocodile has short tongue.
A2344.1.1.1.	Why crocodile has half a tongue.
A2344.1.1.2.	Why crocodile has no tongue.
A2344.1.2.	Why alligator has short tongue.
A2344.2.	Why animal has no tongue. Loss of speech as punishment. Tongue cut off as punishment.
A2344.2.1.	Why gnat has no tongue.
A2344.2.2.	Why eel has no tongue.
A2344.2.3.	Why swallow has no tongue.
A2344.2.4.	Why titmouse has no tongue.
A2344.2.5.	Why cormorant has no tongue. Cormorant's tongue pulled out by putting louse on it.
A2344.2.6.	Why magpie has no tongue.
A2344.3.	Cause of color of animal's tongue.
A2344.3.1.	Why sheep's tongue is black.
A2345.	Origin and nature of animal's teeth.
A2345.1.	Where horse got his upper teeth. Borrowed them from buffalo.
A2345.2.	Where coyote got his long teeth.
A2345.3.	Where reindeer got his small teeth. Dh.
A2345.4.	Where walrus got his tusks. Traded antlers with caribou for tusks.
A2345.5.	Where snake got his fangs.
A2345.6.	How elephant got its tusks.
A2345.7.	Why animal lacks teeth.
A2345.7.1.	Why cow has no upper teeth.
A2345.7.2.	Why frog has no teeth.
A2345.7.3.	Why caribou has no teeth.
A2345.8.	Why hen has no teeth.
A2345.9.	Why gorilla and chimpanzee have large teeth in mouth: punishment for neglecting possessions.
A2346.	Origin and nature of insect's sting.
A2346.1.	Why bees die after they sting. Breton: Sébillot Incidents s.v.
A2346.2.	Why bee's sting is no longer fatal to man.
A2350.	Origin of animal characteristics: trunk.
A2351.	Origin and nature of animal's neck.
A2351.1.	Why camel's neck bends upwards.
A2351.2.	Why eagle-owl's head turns on its neck.
A2351.3.	Where Jahrvogel (rhytidoceros) got its necklace. Borrowed form dove.
A2351.4.	Origin of animal's long neck.
A2351.4.1.	Origin of stork's long neck. Animal characteristics: punishment for impiety.
A2351.4.2.	Why magpie has long neck.
A2351.4.3.	Origin of antelope's long neck.
A2351.5.	Why tortoise's neck is outstretched toward the sky: is looking for his wife, the star. Why animals continually seek something.
A2351.6.	Where horse got arched neck: arches neck to kick tiger from rear; remains so. Where horse got arched neck: arches neck to kick tiger from rear; remains so.
A2351.7.	Why munia wears his crop on the back of his neck.
A2353.	Origin and nature of animal's breast.
A2353.1.	Why apia (bird) is flat-chested. Told away to dine. Was too late for his meal.
A2353.2.	wife that he was going Ibo (Nigeria): Basden Why robin has red breast.
A2353.3.	Elephant loses its breasts.
A2353.4.	Why bears do not have breasts for nursing.
A2354.	Origin and nature of animal's belly.
A2354.1.	Why flounder is flat-bellied.
A2355.	Origin and nature of animal's waist.
A2355.1.	Why animal has small waist.
A2355.1.1.	Why spider has small waist.
A2355.1.2.	Why ant has small waist. Origin and nature of animal's back.
A2356.1.	Origin of animal's back.
A2356.1.1.	Origin of snake's back. From a stick.
A2356.2.	Origin of shape of animal's back.
A2356.2.1.	Why frog has hunchback.
A2356.2.2.	Why wolf has straight back.
A2356.2.3.	Why cat has arched back.
A2356.2.4.	Why certain fish have bowed backs.
A2356.2.5.	Why water-hen has broad back.
A2356.2.6.	Why bear has hump on back.
A2356.2.7.	Why ass has cross on back (shoulders).
A2356.2.8.	Why spider has thread in back of body.
A2356.2.9.	Why tortoise has humpy back. Neuman.
A2356.2.10.	Why helldiver has flat stern. Culture hero kicked him.
A2356.2.11.	Why alligator has rough back. Am.
A2356.2.12.	Why cow's body has hollow on one side.
A2356.2.13.	Why camel has humped back.
A2356.3.	Origin of color of animal's back.
A2356.3.1.	Why eagle's back is brown.
A2356.3.2.	Why jackal has black back.
A2356.3.3.	Why wolverine has peculiar marks on back.
A2356.3.4.	Why spider has markings on back.
A2362.	Origin and nature of animal's buttocks.
A2362.1.	Why monkey's buttocks are red.
A2363.	Origin and nature of animal's teats.
A2363.1.	Why cow has so few teats.
A2364.	Origin and nature of animal's loins.
A2364.1.	Why wolverine has red hair on loins.
A2365.	Origin and nature of animal's genitals.
A2365.1.	Nature of animal's testicles.
A2365.1.1.	Why elephant has testicles inside. Persuaded to eat them.
A2365.2.	Nature of animal's penis.
A2365.2.0.1.	Why goat's and cat's members are as they are.
A2365.2.1.	Why animal's penis is large (long).
A2365.2.1.1.	Why horse's penis is long.
A2365.2.1.2.	Why elephant's penis is large.
A2365.2.1.3.	Why donkey's penis is large.
A2367.	Animal characteristics: inside of body.
A2367.1.	Animal characteristics: bones.
A2367.1.1.	Why sucker has small bones in body.
A2367.2.	Animal characteristics: internal markings.
A2367.2.1.	Why grizzly bears have three stripes on inside of stomach.
A2367.3.	Animal characteristics: blood.
A2367.3.1.	Origin of serpent's blood and venom. Why snakes are venomous.
A2370.	Animal characteristics: extremities.
A2371.	Origin and nature of animal's legs.
A2371.1.	Origin of animal's legs.
A2371.2.	Shape of animal's legs.
A2371.2.1.	Why sheep has thin legs.
A2371.2.2.	Why hog has "toes" on back of foreleg. Mark of devil's teeth.
A2371.2.3.	Why ravens have crooked legs and walk lame.
A2371.2.4.	Why bears have short, crooked legs.
A2371.2.5.	Why there is meat in front of the caribou's lower legs.
A2371.2.6.	Why coyote's right leg is thin.
A2371.2.7.	Why horse has eye-like marks on forelegs.
A2371.2.8.	Why he-goat has shaggy legs. Braved the wolf, who tore his legs.
A2371.2.9.	Why diver (loon) holds legs backward.
A2371.2.10.	Why kangaroo has short front legs.
A2371.2.11.	Why hare has short pair of legs. Why birds' feet are bare.
A2371.2.12.	Why daddy-long-legs has long legs. Animal characteristics reward for pious act.
A2371.3.	Why animal lacks legs.
A2371.3.1.	Why snake has no legs.
A2371.4.	Origin of color of animal's legs.
A2371.4.1.	Why curlew has red legs.
A2371.4.2.	Why fox's legs are black. Am.
A2375.	Origin and nature of animal's feet. Bat falls from high perch due to extreme heat of sun's rays, breaks bones, etc. Hence peculiar feet and nose.
A2375.1.	Where animal got feet.
A2375.2.	Nature of animal's feet.
A2375.2.1.	Why partridge has pretty feet. Exchanged with peacock.
A2375.2.2.	Why peacock has ugly feet.
A2375.2.3.	Why dog has hairy paws. Stole from rabbit.
A2375.2.4.	Why rabbits have soft pads on feet.
A2375.2.5.	Why hyena has short left hind foot. Deceived into jumping by jackal.
A2375.2.6.	Why mole has hand like man. The lizard hand. Man's hand is modeled on that of the lizard.
A2375.2.7.	Why mole's "hands" are turned backward.
A2375.2.8.	Explanation of duck's feet. Calif.
A2375.2.9.	Why toad has no thumbs. Animal characteristics as punishment.
A2375.2.10.	Why the guinea fowl has red feet. Cheated and could not stand the ordeal of hot oil poured on his feet.
A2376.	Animal characteristics: claws and hoofs.
A2376.1.	Why cow has cloven hoof. Dh. Balys. Why ass does not have cloven hoof.
A2376.2.	Dog's claws as grains under paws. In the great famine, God leaves the dog grain under his paws. From this grows new seed.
A2376.3.	Why porcupine has only four claws.
A2376.4.	How crab got its claws.
A2376.5.	Why crab has legs like teeth of a comb.
A2377.	Animal characteristics: wings.
A2377.1.	Why emu has no wings.
A2378.	Origin and nature of animal's tail. Why opossum has bare tail.
A2378.1.	Why animals have tail (See A2286.
A2378.1.1.	Where baboon got tail.
A2378.1.2.	Where rat got tail (See A2241.
A2378.1.3.	Where lizard got tail. From the snake.
A2378.1.4.	Where mole got tail. Traded eyes for it.
A2378.1.5.	Where squirrel got tail.
A2378.1.6.	Where beaver got tail.
A2378.1.7.	How dog got its tail.
A2378.1.8.	How monkey got its tail.
A2378.1.9.	How peacock got its tail.
A2378.2.	Why animals lack tail.
A2378.2.1.	Why quail has no tail. Tricks crab into pulling out tail instead of killing her. Says that gripping her neck would not hurt but that pulling tail will be fatal. Captor persuaded into illusory punishment.
A2378.2.2.	How goats lost tails.
A2378.2.3.	How frogs lost tails. man.
A2378.2.4.	How bear lost tail.
A2378.2.5.	Why hydrax has no tail. How frog lost tail.
A2378.2.7.	How toad lost tail.
A2378.2.8.	Why flies lack tail.
A2378.3.	Why animal has long tail.
A2378.3.1.	How magpie got long tail.
A2378.3.2.	How muskrat got long, thin tail.
A2378.3.3.	How wolf got long tail.
A2378.3.4.	Why fox has long tail.
A2378.4.	Why animal has short tail.
A2378.4.1.	Why hare has short tail.
A2378.4.2.	Why bear has short tail.
A2378.4.3.	Why marmot has short tail. Barbeau
A2378.4.4.	Why tortoise has short tail.
A2378.4.5.	Why jackal's tail is short.
A2378.4.6.	Why monkey has short tail.
A2378.4.7.	Why crow has short tail.
A2378.5.	Why animal has forked tail.
A2378.5.1.	Why swallow has forked tail. Cf.
A2378.5.2.	Why hawk has forked tail.
A2378.6.	Why animal has bushy tail.
A2378.6.1.	Why fox has bushy tail.
A2378.7.	Why animal has flat tail.
A2378.7.1.	Why beaver has flat tail.
A2378.7.2.	Why magpie's tail is like a chisel.
A2378.8.	Origin of color of animal's tail. Bird has red spot in its tail as reward for having moved woman's organ to its present position.
A2378.8.1.	Why end of fox's tail is white.
A2378.8.1.1.	Why end of fox's tail is black.
A2378.8.2.	Why tail of West African grey parrot is red.
A2378.8.3.	Why tip of weasel's tail is black. Why weasel is white with dark tip to tail.
A2378.8.4.	Why tip of ermine's tail is black. Color of ermine. Markings on tailfeathers of ruffed grouse.
A2378.8.5.	Why minivet has red tail.
A2378.8.6.	Why swallow has black feathers in tail and only two feathers.
A2378.8.7.	Why bird has two beautiful feathers in his tail.
A2378.9.	Nature of animal's tail miscellaneous.
A2378.9.1.	Why king-salmon is thick around root of tail.
A2378.9.1.1.	Why salmon has tapering tail.
A2378.9.2.	Why baboons have crooked tails.
A2378.9.3.	Why hares have cotton tail. Deity rubs cotton on hare.
A2378.9.4.	Why deer's tail tastes like liver.
A2378.9.5.	Why rat's tail looks like a folded leaf.
A2380.	Animal characteristics: other bodily features.
A2381.	Flesh of animal.
A2381.1.	Why hog has good flesh. Balys.
A2382.	Why animal is a hybrid. Magpie is a hybrid of dove and raven; was not baptized by water of the flood in Noah's time. Magpie refuses to get into ark, sits around outside, jabbering over drowned world, is unlucky.
A2385.	Excrements of animals.
A2385.1.	Why dung of ass is triangular.
A2385.2.	Why red dog's excrement contains animal hair.
A2385.3.	Honey as excrement of bees.
A2385.4.	Why cat hides its excreta.
A2386.	Gall-bladder of animal. Stag defeated by snail vomits his gall-bladder: hence no gallbladder.
A2391.	Nature of bird's eggs.
A2391.1.	Why canary's eggs are yellow.
A2400.	Animal characteristics: general appearance.
A2401.	Cause of animal's beauty.
A2402.	Cause of animal's ugliness. Magic objects makes beautiful or hideous.
A2402.1.	Cause of serpent's ugliness.
A2402.2.	How ostrich lost beautiful feathers.
A2410.	Animal characteristics: color and smell.
A2411.	Origin of color of animal. God changes color of devil's animals. Color of animal's head. Color of animal's eyes.
A2411.1.	Origin of color of mammals.
A2411.1.1.	Origin of color of felidae.
A2411.1.1.1.	Color of leopard.
A2411.1.1.2.	Color of jaguar.
A2411.1.2.	Origin of color of mustelidae.
A2411.1.2.1.	Why weasel is white with dark tip to tail.
A2411.1.2.1.1.	Why weasel is part black.
A2411.1.2.2.	Color of ermine. Why tip of ermine's tail is black.
A2411.1.2.3.	Color of otter.
A2411.1.2.4.	Color of skunk.
A2411.1.2.5.	Color of mink. Singed by sun.
A2411.1.3.	Color of canidae and other carnivora.
A2411.1.3.1.	Color of fox.
A2411.1.3.2.	Color of coyote.
A2411.1.4.	Origin of color of rodentia.
A2411.1.4.1.	Color of squirrel.
A2411.1.4.2.	Color of beaver.
A2411.1.4.3.	Color of rat.
A2411.1.4.4.	Color of hare.
A2411.1.4.4.1.	Why hare is grey in summer.
A2411.1.5.	Origin of color of primata.
A2411.1.5.1.	Color of monkey.
A2411.1.5.1.1.	Why ape has red back.
A2411.1.5.2.	Color of baboon.
A2411.1.5.2.1.	Why baboon's face and hands are black. Animal characteristics: punishment for impiety. Origin of animal characteristics: face. Origin and nature of animal's feet.
A2411.1.6.	Origin of color of ungulata.
A2411.1.6.1.	Color of horse.
A2411.1.6.2.	Color of hippopotamus.
A2411.1.6.3.	Red color of bush-buck. From blood.
A2411.1.6.4.	Color of cow. Balys. White cow. Magic white cow with red ear. Cows with white ears. Cows white-headed during reign of good king.
A2411.1.6.5.	Color of deer.
A2411.1.6.6.	Color of elk.
A2411.1.6.7.	Color of rhinoceros.
A2411.1.7.	Origin of color of other mammals.
A2411.1.7.1.	Origin of color of hyena (365 colors): Jewish: Neuman.
A2411.2.	Origin of color of bird. Bird coloring as reward for obedience to deity.
A2411.2.1.	Origin of color of passeriformes.
A2411.2.1.1.	Color of thrush.
A2411.2.1.2.	Color of water-ousel.
A2411.2.1.3.	Color of wag-tail.
A2411.2.1.4.	Color of swallow. Dh
A2411.2.1.5.	Color of raven. Raven does not return to ark in obedience to Noah: black color is resulting punishment. Magic leaves turn white bird black.
A2411.2.1.6.	Color of crow.
A2411.2.1.7.	Color of rook.
A2411.2.1.8.	Color of jay.
A2411.2.1.9.	Color of blackbird.
A2411.2.1.10.	Color of magpie.
A2411.2.1.11.	Color of sparrow.
A2411.2.1.12.	Color of goldfinch. Dh.
A2411.2.1.13.	Color of red-bird.
A2411.2.1.14.	Color of canary.
A2411.2.1.15.	Color of trumpet-bird (psophia crepitans).
A2411.2.1.16.	Color of starling.
A2411.2.1.17.	Color of martin.
A2411.2.2.	Origin of color of falconiformes.
A2411.2.3.	Origin of color of charidriiformes.
A2411.2.3.1.	Color of woodcock.
A2411.2.4.	Origin of color of caraciiformes.
A2411.2.4.1.	Color of woodpecker.
A2411.2.4.2.	Color of owl.
A2411.2.5.	Origin of color of ciconiiformes.
A2411.2.5.1.	Color of cormorant.
A2411.2.5.2.	Color of heron.
A2411.2.5.3.	Color of stork.
A2411.2.5.3.1.	Why stork has black back. Transformation: man to stork.
A2411.2.5.4.	Color of gull.
A2411.2.6.	Origin of color of other birds.
A2411.2.6.1.	Color of loon.
A2411.2.6.2.	Color of swan.
A2411.2.6.3.	Color of goose.
A2411.2.6.4.	Color of duck. Am.
A2411.2.6.5.	Color of turkey.
A2411.2.6.6.	Color of guinea-fowl.
A2411.2.6.7.	Color of peacock.
A2411.2.6.8.	Color of partridge.
A2411.2.6.9.	Color of pheasant.
A2411.2.6.10.	Color of cuckoo.
A2411.2.6.11.	Color of parrot.
A2411.3.	Origin of color of insect.
A2411.3.1.	Origin of color of bee.
A2411.3.2.	Color of spider.
A2411.4.	Origin of color of fish.
A2411.4.1.	Color of halibut.
A2411.4.2.	Color of perch.
A2411.4.3.	Color of burbot.
A2411.5.	Color of reptiles and other animal forms.
A2411.5.1.	Color of turtle.
A2411.5.2.	Color of frog.
A2411.5.3.	Color of snail.
A2411.5.4.	Color of mussel.
A2411.5.5.	Why earthworm is red at one end.
A2411.5.6.	Color of chameleon.
A2411.5.6.1.	Why chameleon can change his color.
A2411.5.7.	Color of shrimp.
A2412.	Origin of animal markings. How lizard got red head. Origin of color of animal's back. Origin of color of animal's tail.
A2412.0.1.	Creator sends two deities to tatoo all creatures: origin of animal markings.
A2412.1.	Markings of mammals. Why dog has black muzzle. black. Why ass has cross wolverine has peculiar marks on back. hair on loins. Why sheep's tongue is on shoulders. Why wolverine has red
A2412.1.1.	White markings on deer. Why deer has white mark on nose.
A2412.1.2.	Spots on leopard.
A2412.1.3.	Why coyote has yellow patch behind his ears.
A2412.1.4.	Why kangaroo-rat has white band around his body.
A2412.1.5.	Why elephant has white marks on its body.
A2412.1.6.	Why peccary has spots. S. Am.
A2412.2.	Markings on birds. Why robin has red breast. Origin of red lump on rail's head. Why curlew has red legs.
A2412.2.1.	Markings on tail-feathers of ruffed grouse.
A2412.2.2.	Markings of francolin.
A2412.3.	Markings on insects. Why spider has markings on back.
A2412.3.1.	Why louse has mark on his back.
A2412.3.2.	Origin of butterflies' marks.
A2412.4.	Markings on fish.
A2412.4.1.	Markings on sun-fish.
A2412.4.2.	Markings on king-salmon.
A2412.4.2.1.	Why salmon has purple belly.
A2412.4.3.	Markings on cod-fish.
A2412.4.4.	Cross on crab's back.
A2412.4.5.	Markings on flying fish.
A2412.5.	Markings on other animals.
A2412.5.1.	Markings on tortoise's back.
A2412.5.2.	Why toads have warts on their backs.
A2412.5.2.1.	Why frog is spotty all over.
A2413.	Origin of animal's stripes.
A2413.1.	Stripes of zebra.
A2413.2.	Stripes of chipmunk.
A2413.3.	Stripes of squirrel. Graham.
A2413.4.	Stripes of tiger.
A2413.5.	Stripes of alligator.
A2413.6.	Stripes of cony.
A2413.7.	Stripes on trout.
A2416.	Origin and nature of animal's smell.
A2416.1.	Bad smell of goat.
A2416.2.	Burnt smell of mink.
A2416.3.	Bad smell of skunk.
A2416.4.	Burnt smell of wolverine.
A2416.5.	Why ram smells bad.
A2416.6.	Why bugs smell bad.
A2416.7.	Why herrings have bad odor.
A2420.	Animal characteristics: voice and hearing.
A2421.	How animal got voice.
A2421.1.	How night-swallow got voice.
A2421.2.	How woodcock got voice. Traded with turkey.
A2421.3.	Where crow got voice.
A2421.4.	How partridge got voice. Borrowed from tortoise.
A2421.4.1.	How quail got voice.
A2421.5.	How nkundak got voice.
A2421.6.	Why cocks crow.
A2421.7.	Voice of peewit.
A2421.8.	Why cat purrs.
A2422.	How animal lost voice (or power of speech).
A2422.1.	Why dog lost his power of speech.
A2422.1.1.	Why dogs do not speak. Dog betrays woman's infidelity.
A2422.2.	Why sheep do not speak. Curse of Virgin Mary.
A2422.3.	Why white crow is dumb.
A2422.4.	Why tortoise has no voice.
A2422.5.	Why fly has no voice.
A2422.6.	Why raven cannot talk.
A2422.7.	Why frogs cannot speak.
A2422.8.	Why cormorant cannot speak. Cormorant's tongue pulled out by putting louse on it.
A2422.9.	Why swallows lost voice.
A2422.10.	Why cock does not speak.
A2423.	General quality of animal's voice.
A2423.1.	Animal's ugly voice.
A2423.1.1.	Woodcock's ugly voice. Exchanged with thrush.
A2423.1.2.	Peacock's ugly voice.
