type_id,ref_term,category,subcategory,confidence,resolution_method,geographic_region,manual_hints
314A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
314A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
314A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
314A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
314A,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
314A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
314A*,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
314A*,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
314A*,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
314A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
315,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
315,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
315,Irish,geographic,country,0.95,demonym_lookup,Ireland,
315,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
315,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
315,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
315,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
315,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
315,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
315,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
315A,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
315A,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
315A,Uighur,linguistic,language,0.8,language_geographic,Xinjiang/China,
316,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
316,Irish,geographic,country,0.95,demonym_lookup,Ireland,
316,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
316,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
316,Lydian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Turkey/Ancient Anatolia,
316,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
318,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
318,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
318,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
32,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
32,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
32,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
32,Irish,geographic,country,0.95,demonym_lookup,Ireland,
32,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
32,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
32,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
321,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
321,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
322*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
325,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
325,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
325,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
325,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
325,Irish,geographic,country,0.95,demonym_lookup,Ireland,
325,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
325,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
325,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
325,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
325,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
325,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
325,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
325,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
325,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
325*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
325*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
325*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
326,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
326,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
326,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
326,Irish,geographic,country,0.95,demonym_lookup,Ireland,
326,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
326,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
326,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
326,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
326,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
326A*,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
326A*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
326A*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
326A*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
326B*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
327,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
327,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
327,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
327,Irish,geographic,country,0.95,demonym_lookup,Ireland,
327,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
327,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
327,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
327,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
327,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
327A,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
327A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
327A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
327A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
327A,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
327A,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
327A,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
327A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
327A,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
327A,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
327B,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
327B,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
327B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
327B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
327B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
327B,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
327B,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
327B,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
327B,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
327B,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
327B,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
327B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
327B,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
327C,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
327C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
327C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
327C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
327C,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
327C,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
327C,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
327C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
327D,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
327F,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
328,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
328,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
328,Irish,geographic,country,0.95,demonym_lookup,Ireland,
328,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
328,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
328,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
328*,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
328A*,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
328A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
329,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
329,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
329,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
329,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
329,Irish,geographic,country,0.95,demonym_lookup,Ireland,
329,Kazakh,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Kazakhstan,
329,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
329,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
33,Hawaiian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Hawaii,
33,Irish,geographic,country,0.95,demonym_lookup,Ireland,
33,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
33,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
330,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
330,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
330,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
330,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
330,Irish,geographic,country,0.95,demonym_lookup,Ireland,
330,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
330,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
330,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
330,Lydian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Turkey/Ancient Anatolia,
330,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
330,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
330,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
330,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
330,Welsh,linguistic,language,0.8,language_geographic,Wales,
331,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
331,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
331,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
331,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
331,Irish,geographic,country,0.95,demonym_lookup,Ireland,
331,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
332,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
332,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
332,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
332,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
332,Irish,geographic,country,0.95,demonym_lookup,Ireland,
332,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
332,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
332,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
332,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
332,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
333,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
333,Irish,geographic,country,0.95,demonym_lookup,Ireland,
333,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
333,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
334,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
334,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
334,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
334,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
335,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
335,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
335,Irish,geographic,country,0.95,demonym_lookup,Ireland,
34,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
34,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
34,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
34,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
34,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
34,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
34,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
34A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
34A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
34A,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
34A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
35A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
35B*,Kazakh,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Kazakhstan,
35B*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
36,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
36,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
36,Kazakh,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Kazakhstan,
36,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
36,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
36,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
36,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
36,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
360,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
360,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
360,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
360,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
361,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
361,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
361,Irish,geographic,country,0.95,demonym_lookup,Ireland,
361,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
361,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
361,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
361,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
362*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
363,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
363,Irish,geographic,country,0.95,demonym_lookup,Ireland,
363,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
363,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
365,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
365,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
365,Irish,geographic,country,0.95,demonym_lookup,Ireland,
365,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
365,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
365,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
365,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
366,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
366,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
366,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
366,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
366,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
369,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
369,Tungus,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Siberia,
369,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
37,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
37,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
37,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
37,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
37,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
38,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
38,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
38,Irish,geographic,country,0.95,demonym_lookup,Ireland,
38,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
38,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
38,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
38,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
38,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
4,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
4,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
4,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
4,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
4,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
4,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
4,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
4,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
4,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
4,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
4,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
400,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
400,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
400,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
400,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
400,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
400,Irish,geographic,country,0.95,demonym_lookup,Ireland,
400,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
400,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
400,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
400,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
400,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
400,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
400,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
400,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
400,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
400,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
402,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
402,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
402,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
402,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
402,Irish,geographic,country,0.95,demonym_lookup,Ireland,
402,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
402,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
402,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
402,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
402,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
402,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
402A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
403,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
403,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
403,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
403,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
403,Irish,geographic,country,0.95,demonym_lookup,Ireland,
403,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
403,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
403,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
403,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
403,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
403,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
403,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
403C,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
403C,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
403C,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
404,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
405,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
405,Irish,geographic,country,0.95,demonym_lookup,Ireland,
406,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
406,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
407,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
407,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
407,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
408,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
408,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
408,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
408,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
408,Yakut,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Sakha,
409,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
409,Kazakh,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Kazakhstan,
409,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
409,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
409,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
409A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
409A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
409A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
40A*,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
40A*,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
41,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
41,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
41,Hawaiian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Hawaii,
41,Irish,geographic,country,0.95,demonym_lookup,Ireland,
41,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
41,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
41,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
410,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
410,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
410,Irish,geographic,country,0.95,demonym_lookup,Ireland,
410,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
410,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
410*,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
410*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
413,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
425,Costa Rican,geographic,country,0.95,demonym_lookup,Costa Rica,
425,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
425,Irish,geographic,country,0.95,demonym_lookup,Ireland,
425,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
425,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
425,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
425*,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
425A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
425A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
425A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
425A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
425A,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
425A,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
425A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
425A,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
425A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
425A,Welsh,linguistic,language,0.8,language_geographic,Wales,
425B,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
425B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
425B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
