type_id	label	text
1860E	Threshing Documents	Threshing Documents. A farmer has received a legal statement from a lawyer. When checking the document, for which he has to pay by the page, he realizes that the lawyer has written the paper with wide spaces between the lines (and that the last part of the page is blank). The lawyer explains that this is how documents have to be written. The farmer cannot pay the bill and offers to repay the lawyer with his own work. He takes revenge by threshing the lawyer's grain (plowing his field), leaving wide spaces unthreshed between the rows. He explains that this is called “document-style threshing”. 
1861	Anecdotes about Judges	Anecdotes about Judges. This miscellaneous type comprises various anecdotes about judges, in most of which the judge settles a case to his own disadvantage. 
1861*	“Keep your Seats!”	“Keep your Seats!” A proud woman (mayor's wife, male student) arrives late in church (appears before an academic assembly) just as the congregation (audience) is standing up to pray. She thinks they have stood up on her account, so she bids them sit down (the student says he will take the seat by the door). She too had once been poor. 
1861A	The Greater Bribe	The Greater Bribe. In order to resolve their dispute, two men go to a judge. Before the judge makes his decision, one of the men brings him a wagon (ox, ax, jar of oil, milk, brass lamp). The other man brings him a horse (fur, cow or butter, sow, piglet, mule). The judge decides in favor of the second man. When the first man complains that his wagon went the wrong way, the judge explains that it went the way the horse pulled it  (the fur stopped up the ox's throat, the sow knocked over the oil jar, the piglet drank the milk, etc.) . Cf. Type 1345. 
1862	Anecdotes about Doctors (Physicians)	Anecdotes about Doctors (Physicians). This miscellaneous type consists of various anecdotes about doctors. In many cases, the doctor does not know how to treat a patient (and the patient dies). In others, the patient takes the doctor's instructions literally or follows them incorrectly . Cf. Type 1349N*. 
1862A	Sham Physician: Using the Flea Powder	Sham Physician: Using the Flea Powder. A huckster sells powder that he guarantees will kill fleas. When someone asks how to use it, he replies that one has to catch the flea, hold its mouth open, and put a grain of powder in it . 
1862B		
1862C	Diagnosis by Observation (previously Imitation of Diagnosis by Observation: Ass's Flesh)	Diagnosis by Observation (previously Imitation of Diagnosis by Observation: Ass's Flesh). A doctor diagnoses that a sick man has eaten too much chicken (fruit). The doctor's son asks how he knew this. The doctor answers that he looked through the man's garbage and noticed the bones (peels). The son is called to a different sickbed. He notices a donkey saddle under the bed (by the door) and diagnoses that the sick man has eaten too much donkey meat (horse and wagon, a pillow). The doctor's son is ridiculed . Cf. Type 1739. Or, he diagnoses that a sick woman has overexerted herself in church work (politics), because he finds a clergyman (politician) under her bed. 
1862D	The Constipated Cow	The Constipated Cow. A veterinarian (charlatan) is called to treat a sick cow. He tells the farmer (farmhand) to hold the animal's mouth open and look in. The veterinarian holds up the cow's tail and holds a lantern under it. The farmer looking into the mouth cannot see the light, so the veterinarian says the cow suffers from constipation. 
1862E	The Most Common Profession	The Most Common Profession. A court jester wants to show the king that the most common profession in the kingdom is that of doctoring. He ties a cloth around his head and pretends that he has a toothache. Everyone who comes by offers advice about treatments for toothache, and thus the king can see how many doctors there are . 
1862F	What Is Good for One Is Not Good for All	What Is Good for One Is Not Good for All. A sick smith comes to a quack doctor who prescribes that he should eat bacon pancakes (cauliflower with bacon) three times a day. Three days later the doctor sees the smith working hard and thinks that his prescription cured him. Later, a sick tailor comes to the same doctor and the doctor gives him the same prescription. When the tailor dies, the doctor decides that his prescription was good for smiths but not for tailors. 
1864	Anecdotes about Madmen	Anecdotes about Madmen. This miscellaneous type consists of various anecdotes about people who are insane. 
1865	Anecdotes about Foreigners	Anecdotes about Foreigners. This miscellaneous type consists of various anecdotes about foreigners (people from a neighboring country or town). Often the people are stereotyped, e.g. as thieves, as lazy, or as malicious. Some of the anecdotes refer to their ancestors: they are said to descend from some kind of animal. 
1867	Anecdotes about the Gentry	Anecdotes about the Gentry. This miscellaneous type consists of various anecdotes about noblemen. 
1868	Anecdotes about Hanging (Gallows Humor)	Anecdotes about Hanging (Gallows Humor). This miscellaneous type consists of various anecdotes consisting of humorous dialogs between a criminal and the hangman, or in which the hanging cannot take place because the gallows falls apart. Cf. Types 927B–927D. 
1870	Anecdotes about Various Religions and Sects	Anecdotes about Various Religions and Sects. This miscellaneous type consists of various anecdotes about people of a particular religion. 
1871	Anecdotes about Philosophers	Anecdotes about Philosophers.
1871A	Star Gazer Falls into Well	Star Gazer Falls into Well. A philosopher (Thales) always looks up in order to observe the stars. He falls into a well. An old woman asks him why he wants to learn about the stars, when he cannot even walk on earth without stumbling . 
1871B	King Cannot Destroy the City	King Cannot Destroy the City. A king wants to destroy a city. A philosopher from the city comes and asks for mercy. The king says that he always does the opposite of what people ask him to do. The philosopher asks him to destroy the city and thus saves it . 
1871C	The Cynic Wants Sunlight	The Cynic Wants Sunlight. The king asks the cynic (Diogenes) what he can do for him. The philosopher asks him to move his shadow and get out of his light. He says, “Don't take away from me what you can't give me.” . 
1871D	The Cynic and the Bald-headed Man	The Cynic and the Bald-headed Man. A bald man insults a philosopher. The philosopher replies, “I envy (praise) your hair. It left you a long time ago.” . 
1871E	The Cynic and the Stone-throwing Boy	The Cynic and the Stone-throwing Boy. An illegitimate boy who throws stones is warned by a cynic, “Watch out, you might hit your father.” . 
1871F	Diogenes and the Lantern	Diogenes and the Lantern. Diogenes carries a lantern through the marketplace in broad daylight. When he is asked what he is doing, he replies, “Looking for an honest man.” . 
1871Z	Other Anecdotes about Diogenes	Other Anecdotes about Diogenes. This miscellaneous type consists of various anecdotes about the philosopher Diogenes . Examples: (1) When Diogenes sees children drinking from their cupped hands, he gives up his own drinking cup. (2) A servant of the king sees Diogenes eating cabbage (washing lettuce) and says, “If you worked for my master, you would have better things to eat.” Diogenes answers, “If you would eat cabbage, you would not have to flatter your master.” . Cf. Type 201. 
1875	The Boy on the Bear's (Wolf's) Tail	The Boy on the Bear's (Wolf's) Tail. A boy (man, girl, woman) becomes lost (has run away from home or from his master, etc.). (In the forest,) he meets robbers (thieves, Gypsies, Indians) who put him into a cask. A wolf (fox, dog, bear) comes to eat the robbers' leftovers (sniffs at the cask). The boy reaches out through a hole and seizes the animal by its tail (so that it cries out). It runs away dragging the cask behind it until the cask breaks. Often the boy discovers that he has been taken back home. (The animal loses its tail or is killed.) . Cf. Types 1229, 1653, 1900. There is a northern group of variants in which a cabin boy annoys the crew with his pranks (bad work, stupid conversation) or is blamed for a dangerous storm. The sailors throw him into the water in a cask along with some provisions (including honey) and tools. When he comes to a shore, he bores a hole and smears it with honey. Thus he lures a bear (fox, cow) and seizes its tail. 
1876*	The Successful Hunter (previously Releasing the Rabbit)	The Successful Hunter (previously Releasing the Rabbit). A hunter shoots a captured rabbit tied to a pole. He hits the string and breaks it. The rabbit escapes. 
1877*	The Boy in the Hollow Tree	The Boy in the Hollow Tree. A young man plunges into (hides in) a hole in a tree. Woodcutters come to take the tree down. The young man speaks from inside the tree. This frightens them so that they run away, leaving their equipment (bread, horse) behind . 
1880	Riding on the Cannonball (previously The Boy has a Hat of Butter)	Riding on the Cannonball (previously The Boy has a Hat of Butter). A man (soldier) who wants to enter a fortress jumps onto a cannonball that has been shot from a cannon. Half way there, he reconsiders his plan and decides not to go after all. He jumps onto another cannonball that has been shot in the other direction and rides it back home . Cf. Type 1889J. 
1881	The Man Carried through the Air by Geese	The Man Carried through the Air by Geese. A man (farmer, hunter) catches geese (ducks, cranes) by tying bread (bacon, worms) to a string. The geese come, eat the bread, and become tied one after another to the string. (A man catches geese by giving them liquor to drink and then ties them all to a string.) The hunter tries to take them home, but on the way they suddenly all fly up at once and lift him up in the air. They take him to his house and set him down. He climbs home down through the chimney . Cf. Types 1408C, 1894. 
1881*	Parrots Fly Away with Tree	Parrots Fly Away with Tree. A man is annoyed by loud birds (parrots, crows) sitting in a tree. He climbs the tree and smears syrup on the branches. When the birds alight there again, he frightens them (with fireworks). The birds fly up carrying the tree with the man still in it along with them (to a city) . 
1882	The Man who Fell Out of a Balloon	The Man who Fell Out of a Balloon. A man is carried to heaven in a balloon (by a bird  (cf. Type 1881), in an airplane). He tries to climb back down to earth on a rope (of sand, flax, chaff  (cf. X1733.1). Cf. Type 1882A, 1962. 
1882A	Man Caught in Log (Cleft Tree) Goes Home to Get Axe	Man Caught in Log (Cleft Tree) Goes Home to Get Axe. A man is caught in a tree trunk (hole in a tree). He goes home and gets an axe to cut himself free. Cf. Type 1882. 
1886	A Man Drinks from his Own Skull	A Man Drinks from his Own Skull. A man takes his skull off and drinks from it (carries water in it, uses it to break ice). The skull falls into the water and a duck builds her nest inside it. 
1887*	Cattle Merchant's Voyage Across the Sea	Cattle Merchant's Voyage Across the Sea. A man floats across the sea on a raft. One after another, he brings a herd of cattle across to the opposite shore. He himself rides along with the last animal, holding on to its tail. 
1889	Münchhausen Tales	Münchhausen Tales. This miscellaneous type comprises various tales dealing with exaggerations and lies . Cf. i.a. Types 513A, 654, 1880, 1881, 1889A–P, 1890, 1894, 1896, 1910, and 1930. 
1889A	Shooting Off the Leader's Tail	Shooting Off the Leader's Tail. A blind bear (wild sow) follows after a young bear (young boar) by holding its tail in his mouth. A hunter separates them by shooting a bullet through the young bear's tail. He leads the blind bear home by holding on to the amputated tail of the young bear . 
1889B	Hunter Turns Animal Inside Out	Hunter Turns Animal Inside Out. A hunter thrusts his fist into the mouth of an animal (wolf, bear) and reaches his arm in up to his shoulder. He seizes the animal's tail (intestines) and turns it inside-out . 
1889C	Fruit Tree Grows from Head of Deer	Fruit Tree Grows from Head of Deer. A hunter uses a cherry pit to shoot a deer. A year or two later he recognizes the animal by the cherry tree that has grown between its antlers. This time he kills it . 
1889D	Tree Grows Out of Horse and Gives Rider Shade	Tree Grows Out of Horse and Gives Rider Shade. The broken backbone of a horse is repaired by a smith who pieces it together with a laurel sapling. The sapling grows into a tree which provides shade for the rider . Cf. Types 1911A, 1961. 
1889E	Descent from Sky on Rope of Sand (Chaff)	Descent from Sky on Rope of Sand (Chaff). (Including the previous Type 1889K.) A man who is in the sky (on the moon, in another high place) wants to return to the earth. He makes a rope out of flax (leather, sand , chaff, dough, soap, intestines), but this is too short. He cuts a piece off the top and ties it to the bottom. The rope breaks and the man falls down to earth . Cf. Types 852, 1174, 1882. 
1889F	Frozen Words (Music) Thaw	Frozen Words (Music) Thaw. A man tells (in jest) about a place (town) where it was so cold that all the words (songs) froze in extreme cold as soon as they were spoken. When spring came the words thawed and could be heard again . Cf. Type 1967. 
1889G	Man Swallowed by Fish	Man Swallowed by Fish. A huge fish (whale, several fishes) overturns a ship and swallows the crew (a sailor). When later the fish is caught and its stomach is opened, all the men are still sitting inside and can be rescued . Cf. Type 1960B. 
1889H	Submarine Otherworld	Submarine Otherworld. A sailor goes across the ocean to see where it ends, where the tide comes from, and where the tide goes when it is out. On his journey he experiences various adventures (under water). 
1889J	Jumping Back to the Starting Place (previously Jumper over Water Turns Around Midway of Jump and Returns)	Jumping Back to the Starting Place (previously Jumper over Water Turns Around Midway of Jump and Returns). A man tries to leap over water. Halfway across, he changes his mind, and returns to his starting place . Cf. Type 1880. 
1889K		
1889L	The Split Dog	The Split Dog. While chasing a hare, a hunting dog runs through a fence and splits himself into two parts. The hunter puts him back together, but with one pair of legs pointing upward. The dog recovers and learns to run on two legs. When he gets tired, he flips over and runs on the other two legs .
1889L**	Mittens Chase Deer	Mittens Chase Deer. (Including the previous Type 1920G*.) A hunter's best dog dies. He has its skin made into a pair of mittens (piece of clothing, flask for drink) which he wears while hunting. Seeing some game (hare), he exclaims, “I wish I had my dog!” The gloves come off and chase the game. 
1889M	Snakebite Causes Object to Swell	Snakebite Causes Object to Swell. A snake (bee, hornet, dog) bites (stings) an object (tree, yoke, walking stick, axle of a wagon, stirrup) which swells to a monstrous size . 
1889N	The Long Hunt	The Long Hunt. A hunting dog following a scent refuses to go back. After a year (some months), the hunter finds its skeleton with the skeleton of the hunted animal in its mouth . Cf. Type 1920F*. 
1889P	Horse Repaired	Horse Repaired. A horse breaks into two pieces. (The owner repairs it temporarily with willow wands.) The owner rides to his destination on the front part of the horse. When he comes back, he sews the two parts back together. 
1890	The Lucky Shot	The Lucky Shot. A gun goes off by accident. It kills a grouse, which falls and kills a hare (falls into some branches and kills a bear, etc.) . 
1890A		
1890B		
1890B*	Fatal Bread	Fatal Bread. A boy drops a piece of bread from a tree. It lands on a bear's nose and kills the bear . 
1890C		
1890D		
1890E		
1890F	Shot causes a Series of Lucky or Unlucky Accidents (previously Lucky Shot: Miscellaneous Forms)	Shot causes a Series of Lucky or Unlucky Accidents (previously Lucky Shot: Miscellaneous Forms). (Including the previous Types 1890A–E.) This miscellaneous type comprises various tall tales dealing with an amazing shot (a gun that shoots by accident) that causes a series of lucky or unlucky accidents . Cf. Type 1920A. 
1891	Catching a Rabbit (previously The Great Rabbit-Catch	Catching a Rabbit (previously The Great Rabbit-Catch.) (Including the previous Types 1891A*, 1891B*, 1893, and 1893A*.) This miscellaneous type comprises various tall tales dealing with hunting rabbits (hares), such as the following examples: (1) A rabbit is caught because on a cold night it freezes tight to the ice . Cf. Type 2. (2) A rabbit is blinded by a bright light. It begins to cry and its tears freeze it to the ground. (Previously Type 1891A*.) (3) A rabbit smells pepper (snuff) and sneezes. It hits its head on a stone and dies (a stone falls on its head). (Previously Type 1891B*.) (4) A rabbit slips while trying to steal a cabbage and falls into an icy hole. (5) A rabbit gets stuck hanging on a branch and loses its sense of direction. (6) A cabbage is used to lure a rabbit into a garden, where it is caught in a sack . (Previously Type 1893.) (7) A rabbit's nose is smeared with wax. It runs away in fright, runs into another rabbit, and both are caught . (Previously Type 1893A*.) 
1891A*		
1891B*		
1892	The Trained Horse Rolls in the Field	The Trained Horse Rolls in the Field. A horse comes into a field. A tree (willow, oak, buckwheat, oats) grows from its flank. The farmer fastens a sickle to its tail (throws a sickle that sticks into its backside). The horse rolls over, killing other animals or harvesting the field . 
1892*	Wolf Made into Cheese	Wolf Made into Cheese. A wolf falls into a vat of milk which is made into cheese. When the cheese is cut by the farmhands at harvest time, the wolf jumps out of the cheese. His tail catches on a scythe and as he runs away, he mows the meadow. 
1893		
1893A*		
1894	A Man Shoots a Ramrod Full of Ducks	A Man Shoots a Ramrod Full of Ducks. (Including the previous Type 1896*.) A man sees a flock of wild ducks (wolves) on a pond. He tries to shoot them but his ramrod is still in his gun. The whole flock of ducks is speared by the ramrod (by a single shot) . 
1895	A Man Wading in Water Catches Many Fish in his Boots	A Man Wading in Water Catches Many Fish in his Boots. A man (merchant, hunter) goes wading. When he comes back to the shore, his boots are full of fish . 
1896	The Man Nails the Tail of the Wolf to the Tree	The Man Nails the Tail of the Wolf to the Tree. A man nails the tail of a wolf (bear, fox, sable) to a tree (shoots a fox with a nail that sticks in a tree) and beats the animal. The wolf jumps out of its skin and runs away . Cf. Types 169*, 1229. 
1896*		
1897	The Pike Caught by the Fox	The Pike Caught by the Fox. (Previously Type 160A*.) A fox catches a pike's tail and the pike catches the fox's tail. A farmer captures both. 
1898*		
1900	How a Man Came Out of a Tree Stump (Marsh)	How a Man Came Out of a Tree Stump (Marsh) . Cf. Type 1875. This tale exists chiefly in two different forms: (1) A man falls into a hollow tree where he finds honey (bear cubs), but he cannot get out. When a bear comes, he grabs its tail (leg, etc.) and it pulls him out. (2) A man falls into a marsh and gets stuck. A duck (stork, goose, sparrow, etc.) builds its nest on his head. When a wolf (fox, bear) comes to raid the nest, the man grabs its tail and is pulled out. 
1910	The Bear (Wolf) Harnessed	The Bear (Wolf) Harnessed. (Including the previous Type 166B4.) A wild animal (bear, wolf, lion, snake) or a mythical creature (dragon, div, devil) kills (devours, dismembers) a tame animal (ox, cow, horse, donkey, mule, deer). The dead animal's owner objects that he still needs the work which the dead animal had done for him (riding, plowing, hauling). The wild animal has to take its place and do its work (pull the wagon, carry the load or the man). The wild animal is forced to do this by the man, or it puts the yoke on by itself . 
1911A	Horse's New Backbone	Horse's New Backbone. A horse (other pack animal) breaks its spine. A man repairs it with a stick. A tree grows out of it . Cf. Types 1889D, 1961. In some variants, a sheep's hide is laid on a horse which has been skinned and left for dead. Later excellent wool grows on it. 
1916	The Breathing Tree	The Breathing Tree. A hunter cuts down a tree packed so full of animals that a crack opens when the animals inhale and closes when they exhale . 
1917	The Stretching and Shrinking Harness	The Stretching and Shrinking Harness. A man driving a heavy wagon in the rain comes to a hill. The horse climbs up the hill, but the wagon is so heavy that the harness stretches, leaving the wagon back at the foot of the incline. The man unharnesses the horse and lays the harness on a stump to dry. When the sun comes out (the rain stops), the straps shrink so that the load is pulled up the hill . 
1920	Contest in Lying	Contest in Lying. This miscellaneous type comprises various tales in which two or more people compete to see who can tell the biggest lie (in a believable manner). Often the narrator induces someone to say, “That is a lie!” The animals, plants, objects, etc. being described in the lie are listed under Types 1960ff. Cf. Type 852. 
1920A	“The Sea Burns”	“The Sea Burns.” Miscellaneous Type with diverse contents. Three main themes can be distinguished: (1) A man brags that he shot a single arrow through the hoof and the ear of a deer, so that the hoof remained stuck to the ear . When hearers doubt this account, another man (servant) corroborates the lie, explaining that the deer was scratching itself on the cheek and ear with its hoof, so the arrow went first through the hoof and then through the ear. (2) One man says that the sea is burning. The other says, “Then there will be plenty of roasted fish.” . (3) One man tells about a great turnip, another man about a great kettle to cook the turnip in. Cf. Types 1920E, 1931, 1960D, and 1960F. 
1920A*	Tall Corn	Tall Corn. A man boasts about his grain which has grown ten feet high. Another man claims that his grain is as tall as a two-story house. When the first man asks him how he is able to harvest it, he replies, “From the upstairs windows.” 
1920B	“I Have No Time to Lie”	“I Have No Time to Lie.” A habitual liar is asked to tell a lie. He says he has no time for that now because he has to go to a neighboring town where there has been a huge catch of fish  (cf. Type 1960C) to buy some cheap (where children have fallen off the bridge into the water; or, his neighbor is sick and he has to get the doctor). Thus the liar induces his audience to go with him to the town, where they discover that the whole story was a lie . 
1920B*	Big Strawberries	Big Strawberries. A man boasts that his strawberries are so big, four of them fill a half-liter measure. Another man claims that none of his strawberries would even fit through the opening of a half-liter measure.
1920C	“That Is a Lie!” (previously The Master and the Farmer)	“That Is a Lie!” (previously The Master and the Farmer). A master offers a reward to anyone who can tell such a lie that he interrupts him and accuses him of lying. His farmhand tells a story in which he claims that the master owes him a large amount of money. The master interrupts and exclaims, “That is a lie!” The farmhand has won . Cf. Type 1920F. 
1920C*	Speed in Skills	Speed in Skills. Two liars compete with each other over which of them has the most remarkable skill to do something amazingly quickly . 
1920D	The Liar Reduces the Size of his Lie	The Liar Reduces the Size of his Lie. A liar agrees with his friend that the friend will step on his toes if he begins to lie excessively. When this happens it causes the liar to end his story with exaggerated smallness rather than largeness. For example, he says he has seen a barn that is 300 feet long and three feet wide . Cf. Type 1920J. 
1920D*	Climbing to Heaven	Climbing to Heaven. Three brothers compete in lying to see which of them will receive the biggest inheritance. The first tells about a plant that is so big it grows to the sky (cf. Type 1960G). The second tells about a string that also reaches the sky. The third says that he snuffed out a cigarette on the moon. When his brothers ask how he got there, he answers, “I climbed up on the string and back down on the plant.” He wins the best inheritance. 
1920E	Greatest Liar Gets his Supper Free	Greatest Liar Gets his Supper Free. Six young men (students) have a lying contest, for which the prize is a free meal at an inn. A friend of one (all) of the liars arrives late and pretends to be a stranger. He corroborates and reinforces his friend's story so that it seems to be true . Cf. Types 1526A, 1688, and 1920A. 
1920E*	Seeing (Hearing) Enormous Distance	Seeing (Hearing) Enormous Distance. Liars boast about seeing (hearing) small things that are far away. For example, one can see a fly (gnat, ant) on the church tower, and another says he can hear it beating its wings (running), etc. 
1920F	He Who Says, “That's a Lie” Must Pay a Fine	He Who Says, “That's a Lie” Must Pay a Fine. Two liars come to an agreement that whichever of them first says, “That is a lie!” must pay a fine. One tells a story in which he claims that the other owes him so the same amount of money as the fine. Whether he voices his objection or not, the other has to pay him the money. Cf. Types 852, 1920C. 
1920F*	Skillful Hounds	Skillful Hounds. A man tells about a hunting dog that had kept a raccoon in a tree so long that the dog finally died. Another tells about a hunting dog that followed game to where it was born, etc. . Cf. Type 1889N. 
1920G	The Great Bee and Small Beehive	The Great Bee and Small Beehive. A liar tells about a place where the bees are as big as sheep. The beehives, however, are the normal size. A listener asks him how the bees can go into their hive . 
1920G*		
1920H	Buying Fire by Storytelling	Buying Fire by Storytelling. This is a frame tale into which different tall tales can be set. Three brothers meet an old man (forest spirit, wind spirit, devil, giant) sitting beside a camp fire and ask to borrow some of his fire. He asks them for a story in return. The third brother agrees, but only if the old man will not interrupt him. However, the old man does call out, “Lie!” during the story. According to their agreement he has to let the brother cut strips of skin from his back. Cf. Type 1000.
1920H*	Will Blow Out Lantern	Will Blow Out Lantern. A fisherman boasts about catching of large fish. Another boasts about catching of a lantern which is still burning. The first teller remonstrates; the second agrees that if the first will take twenty pounds off his fish he will blow out the light in his lantern. 
1920J	Bridge Reduces a Lie	Bridge Reduces a Lie. A boy (servant) who has just returned from a journey, travels on foot through the country with his father (knight). The boy tells a story about a dog (fox, cat, hare) that is bigger than (as big as) a horse (ox). Instead of scolding him for lying, the father tells him (1) that they will soon have to wade through a river that will swallow up anyone who has told a lie that day; or, (2) that they are coming to a bridge on which any liar will break his leg, or (3) which will fall to pieces if a liar crosses it. The boy is frightened and gradually reduces the size of the animal down to its normal size , as they come near the river (bridge) (cf. Types 1348, 1920D). 
1920J*	Various Tales of Lying	Various Tales of Lying. (Including the previous Types 1930A*, 1930B*, and 1930C*.) Miscellaneous type with diverse contents. 
1924	The Man Known by Everyone	The Man Known by Everyone. Three friends get together after several years and talk about their travels and experiences. The first one says that during a celebration in Paris General de Gaulle greeted him by name. The second one was in Washington where President Johnson shook his hand. The third one, who is named Miller, tells about his experience in Rome: “A hundred thousand people were gathered in St. Peter's Square. When the pope arrived, carried in his gestatorial chair, he caught sight of me and motioned to me to come up and sit in the chair beside him, which I did. As they carried us along towards St. Peter's I could hear the people asking, “Who is that sitting next to Mr. Miller?'” . 
1925	Contest in Wishing	Contest in Wishing. (Including the previous Type 1925*.) This miscellaneous type includes various tales in which several men (brothers, men of different nationalities, servants, clergymen) compete in making wishes. Each of them makes an impossible wish (the wishes may be encouraged by their master, a fairy , etc.). For example, the first man wishes for great riches (a church full of needles, plenty of food and drink, etc.), and the second tries to outdo him. The third wishes to be the heir of both the others (to marry the master's daughter, etc.). Or the last has nothing left to wish for, since the others have wished for everything and left nothing for him . Cf. Type 1173A. 
1925*		
1927	The Cold May Night	The Cold May Night. During a very cold night in May, someone tells a man that long ago there was an even colder night. He goes on a journey to learn more about it. He meets an otter that has been lying on a rock in his cave for so long that his body has worn out the rock. The otter has heard of the cold night, but it was before his time. He sends the man to an eagle who has been sitting for so long on an anvil that the anvil is worn off away from the whetting of his beak on it. The eagle sends the man to an one-eyed salmon who remembers the cold night. As he was jumping out of the water, it froze beneath him, and he landed on the ice. After a bird came and picked his eye out, the salmon's blood thawed the ice and he was able to swim again . 
1930	Schlaraffenland	Schlaraffenland. (Land of Cockaigne.) . A tale about a world where impossible, utopian things happen and everything is topsy-turvy. For example, doves pluck a wolf, frogs thresh grain, mice ordain a bishop, etc. Generally there is an abundance of food and drink, such as a river of honey, food growing on trees, edible houses and mountains, and roasted chickens and pastries that fly into people's mouths, etc. . Cf. Types 1935, 1965. 
1930A*		
1930B*		
1930C*		
1931	The Woman who Asked for News from Home	The Woman who Asked for News from Home. A woman asks her guest for news from her home (house, village). He tells her impossible, absurd things, such as: Is the same rooster there? – No, he became the sexton. Is the cat still there? – No, she was made the overseer. Is the pond still in front of the house? – No, it burned up last summer , etc. The woman believes these answers. She agrees and pretends that she had already known that these things had happened . Cf. Types 1920A, 2040. 
1932	Church Built of Cheese	Church Built of Cheese. The Gypsies' church is made of cheese, ham, cake, sausage, etc. (They received this in exchange for their stone church.) Once when they were hungry, they ate it up, and now Gypsies have no church . 
1935	Topsy Turvy Land	Topsy Turvy Land. Various tall tales often in the form of a sermon, a poem, a song, or a travelogue in which everything is mixed up or inverted. For example: the weak overpower the strong, cripples can catch hares, lying is the “finest art form,” the laziest person is the king, etc. . Cf. Types 1930, 1965. 
1940	The Extraordinary Names	The Extraordinary Names. This miscellaneous type comprises various tales in which animals, people, or things are called by unusual names, which leads to confusion or disaster. The basis for the misunderstanding is either that the usual names have been switched (in humorous anecdotes) or that different names are adopted because of their symbolic, accoustic, or nonsense value (in cumulative tales, sayings, songs, and rhymes) . Cf. Types 1562A, 2010 I A. 
1948	Too Much Talk	Too Much Talk. Three silent men (trolls, brothers, captains, farmers) withdraw from the world and retreat to a hermitage (canyon, monastery, island). After seven years, one of them speaks, “I think I heard a cow moo.” The others are irritated but stay silent. Seven years later, another man says, “It could have been an ox.” The third is annoyed but does not speak. After seven more years, he says, “I am leaving this place because there is too much talking (noise).” 
1950	The Three Lazy Ones	The Three Lazy Ones. A king wants to leave his kingdom to the laziest of his three sons. Each boasts about his laziness . The first says that when he is lying down and drops of water fall in his eyes, he is too lazy to shut them . The second says that when he sits by the fire, if his foot starts to burn, he is too lazy to pull it back . The third says that if he were to be hanged and had a knife in his hand, he would be too lazy to use it to cut the rope . The father decides that the third is the laziest, and gives him the kingdom. In another form of the tale, five sons boast of their laziness . The first is too lazy to close his mouth when he eats, so the birds carry off the bread. The second will not pull his leg out of the fire . The third lets mice gnaw on his ear. The fourth will not cut the rope used to hang him . The fifth lets raindrops beat his eyes out . 
1950A	Help in Idleness	Help in Idleness. A master (supervisor) asks two workmen what they are doing. The first says, “I am not doing anything.” The second says, “I am helping him.” 
1951	“Is the Wood Split?”	“Is the Wood Split?” A lazy man is offered a load of wood as a gift. Before he accepts it, he asks, “Is it already split?” . Sometimes other gifts are offered: “Is the rice cooked?” – “Is the wheat ground?” – “Has the flour been made into bread?”– “Are the nuts roasted and shelled?” 
1960	The Great Animal or Great Object	The Great Animal or Great Object. (Including the previous Type 1960Z.) This miscellaneous type comprises various tales dealing with an unnaturally-large object, animal or plant. Cf. i.a. Types 852, 857, 1689A, 1920ff., 1930, and 1962A.
1960A	The Great Ox	The Great Ox. This miscellaneous type comprises various tales about enormous animals, domestic (ox, cow, horse, sheep, goat, hog, dog, cat, etc.) or wild (fox, bear, hare, boar, opossum, frog, turtle, snake, etc.) . For example, an ox is so big that it takes a bird a whole day (week, year) to fly from the end of one of its horns to the other. Or, one of its horns is used in a mill as a funnel, and it holds a whole cask of grain. A hog is so big that it has been coming around a corner for three days and its eyes are still not visible. A sheep has a tail so heavy that it must be carried in a wheelbarrow, and when it is sheared it yields two hundredweights of wool. 
1960B	The Great Fish	The Great Fish. This miscellaneous type comprises various tales dealing with enormous fish . The following are the most common variants: A huge fish (pike, perch, burbot, salmon, eel, whale, etc.) has wound itself three times around an island. For three days people try to pull it up onto the land, but its eyes are still not visible. Inside the great fish are found the bells from seventeen sheep. The fish's flesh is pickled in 300 pounds of salt, and it feeds an entire hospital for a year. The fish's eyes alone weigh five pounds. Its scales are removed with a plow and used to roof a barn. Its bones are used to fence a field, and its skull is made into an oven. Cf. Type 1889G. 
1960C	The Great Catch of Fish	The Great Catch of Fish. This miscellaneous type comprises various tales about catching a great load of fish . The catch of fish is so great that it has to be pickled in barns. There are enough scales to roof many buildings. There are so many fish in the sea that it is possible to walk on top of them and keep one's feet dry. The fishermen have to put worms on their hooks behind a rock, to prevent the fish from tearing the worms from their hands. Cf. Type 1920B. 
