type_id,ref_term,category,subcategory,confidence
328,Swedish,linguistic,language,0.9
328,Syrian,geographic,country,0.9
328,Syrjanian,unknown,unclassified,0.1
328,Tunisian,unknown,unclassified,0.1
328,Turkish,linguistic,language,0.9
328,Ukrainian,unknown,unclassified,0.1
328,US-American,geographic,region,0.8
328,Walloon,unknown,unclassified,0.1
328,West Indies,unknown,unclassified,0.1
328*,Danish,linguistic,language,0.9
328*,German,linguistic,language,0.9
328*,Gypsy,ethnic_tribal,group,0.7
328*,Lappish,unknown,unclassified,0.1
328*,Norwegian,linguistic,language,0.9
328*,Spanish,linguistic,language,0.9
328A,Australian,geographic,country,0.9
328A,English,linguistic,language,0.9
328A,French,linguistic,language,0.9
328A,German,linguistic,language,0.9
328A,Hungarian,linguistic,language,0.9
328A,Japanese,geographic,country,0.9
328A,Norwegian,linguistic,language,0.9
328A,South African,geographic,region,0.8
328A,US-American,geographic,region,0.8
328A,West Indies,unknown,unclassified,0.1
328A*,Chuvash,unknown,unclassified,0.1
328A*,Gypsy,ethnic_tribal,group,0.7
328A*,Hungarian,linguistic,language,0.9
328A*,Rumanian,unknown,unclassified,0.1
328A*,Slovakian,geographic,country,0.9
328A*,Ukrainian,unknown,unclassified,0.1
329,Abkhaz,unknown,unclassified,0.1
329,Adygea,unknown,unclassified,0.1
329,Algerian,geographic,country,0.9
329,Brazilian,geographic,country,0.9
329,Bulgarian,geographic,country,0.9
329,Buryat,unknown,unclassified,0.1
329,Catalan,unknown,unclassified,0.1
329,Cheremis/Mari,unknown,unclassified,0.1
329,Chilean,geographic,country,0.9
329,Chinese,linguistic,language,0.9
329,Chuvash,unknown,unclassified,0.1
329,Croatian,geographic,country,0.9
329,Danish,linguistic,language,0.9
329,Egyptian,geographic,country,0.9
329,Faeroese,unknown,unclassified,0.1
329,Finnish,linguistic,language,0.9
329,French,linguistic,language,0.9
329,Frisian,unknown,unclassified,0.1
329,Georgian,geographic,country,0.9
329,German,linguistic,language,0.9
329,Greek,linguistic,language,0.9
329,Gypsy,ethnic_tribal,group,0.7
329,Hungarian,linguistic,language,0.9
329,Icelandic,geographic,country,0.9
329,Iraqi,geographic,country,0.9
329,Irish,unknown,unclassified,0.1
329,Kazakh,unknown,unclassified,0.1
329,Latvian,geographic,country,0.9
329,Lithuanian,geographic,country,0.9
329,Macedonian,unknown,unclassified,0.1
329,Ossetian,unknown,unclassified,0.1
329,Polish,linguistic,language,0.9
329,Rumanian,unknown,unclassified,0.1
329,Russian,geographic,country,0.9
329,Slovakian,geographic,country,0.9
329,Spanish,linguistic,language,0.9
329,Turkish,linguistic,language,0.9
329,Tuva,unknown,unclassified,0.1
329,Ukrainian,unknown,unclassified,0.1
329,Wepsian,unknown,unclassified,0.1
33,Albanian,geographic,country,0.9
33,Bulgarian,geographic,country,0.9
33,Byelorussian,geographic,country,0.9
33,Chad,unknown,unclassified,0.1
33,East African,geographic,region,0.8
33,Egyptian,geographic,country,0.9
33,Estonian,geographic,country,0.9
33,Finnish,linguistic,language,0.9
33,Greek,linguistic,language,0.9
33,Hawaiian,unknown,unclassified,0.1
33,Indian,geographic,country,0.9
33,Indonesian,geographic,country,0.9
33,Irish,unknown,unclassified,0.1
33,Karelian,unknown,unclassified,0.1
33,Kurdish,ethnic_tribal,group,0.7
33,Latvian,geographic,country,0.9
33,Lithuanian,geographic,country,0.9
33,Macedonian,unknown,unclassified,0.1
33,North African,geographic,region,0.8
33,Portuguese,linguistic,language,0.9
33,Russian,geographic,country,0.9
33,South American,geographic,region,0.8
33,Spanish,linguistic,language,0.9
33,Sudanese,geographic,country,0.9
33,Tunisian,unknown,unclassified,0.1
33,Turkish,linguistic,language,0.9
33,Turkmen,unknown,unclassified,0.1
33,Ukrainian,unknown,unclassified,0.1
330,African American,geographic,region,0.8
330,Argentine,unknown,unclassified,0.1
330,Austrian,geographic,country,0.9
330,Basque,ethnic_tribal,group,0.7
330,Brazilian,geographic,country,0.9
330,Bulgarian,geographic,country,0.9
330,Byelorussian,geographic,country,0.9
330,Catalan,unknown,unclassified,0.1
330,Cheremis/Mari,unknown,unclassified,0.1
330,Chilean,geographic,country,0.9
330,Chinese,linguistic,language,0.9
330,Colombian,geographic,country,0.9
330,Croatian,geographic,country,0.9
330,Czech,geographic,country,0.9
330,Danish,linguistic,language,0.9
330,Dominican,unknown,unclassified,0.1
330,Dutch,linguistic,language,0.9
330,English,linguistic,language,0.9
330,Estonian,geographic,country,0.9
330,Finnish,linguistic,language,0.9
330,Flemish,unknown,unclassified,0.1
330,French,linguistic,language,0.9
330,Frisian,unknown,unclassified,0.1
330,German,linguistic,language,0.9
330,Greek,linguistic,language,0.9
330,Gypsy,ethnic_tribal,group,0.7
330,Hungarian,linguistic,language,0.9
330,Icelandic,geographic,country,0.9
330,Indian,geographic,country,0.9
330,Irish,unknown,unclassified,0.1
330,Italian,linguistic,language,0.9
330,Jewish,religious,religion,0.9
330,Karelian,unknown,unclassified,0.1
330,Korean,geographic,country,0.9
330,Ladinian,unknown,unclassified,0.1
330,Lappish,unknown,unclassified,0.1
330,Latvian,geographic,country,0.9
330,Livonian,unknown,unclassified,0.1
330,Luxembourg,unknown,unclassified,0.1
330,Lydian,unknown,unclassified,0.1
330,Mayan,unknown,unclassified,0.1
330,Mexican,unknown,unclassified,0.1
330,Norwegian,linguistic,language,0.9
330,Palestinian,unknown,unclassified,0.1
330,Polish,linguistic,language,0.9
330,Portuguese,linguistic,language,0.9
330,Rumanian,unknown,unclassified,0.1
330,Russian,geographic,country,0.9
330,Sardinian,unknown,unclassified,0.1
330,Serbian,geographic,country,0.9
330,Slovakian,geographic,country,0.9
330,Slovene,unknown,unclassified,0.1
330,Sorbian,unknown,unclassified,0.1
330,South African,geographic,region,0.8
330,Spanish,linguistic,language,0.9
330,Sri Lankan,unknown,unclassified,0.1
330,Swedish,linguistic,language,0.9
330,Swiss,unknown,unclassified,0.1
330,Syrjanian,unknown,unclassified,0.1
330,Ukrainian,unknown,unclassified,0.1
330,US-American,geographic,region,0.8
330,Votyak,unknown,unclassified,0.1
330,Walloon,unknown,unclassified,0.1
330,Welsh,unknown,unclassified,0.1
330,West Indies,unknown,unclassified,0.1
330,Wotian,unknown,unclassified,0.1
331,Algerian,geographic,country,0.9
331,Bulgarian,geographic,country,0.9
331,Buryat,unknown,unclassified,0.1
331,Byelorussian,geographic,country,0.9
331,Catalan,unknown,unclassified,0.1
331,Central African,geographic,region,0.8
331,Cheremis/Mari,unknown,unclassified,0.1
331,Chinese,linguistic,language,0.9
331,Costa Rican,unknown,unclassified,0.1
331,Czech,geographic,country,0.9
331,Danish,linguistic,language,0.9
331,Egyptian,geographic,country,0.9
331,English,linguistic,language,0.9
331,Estonian,geographic,country,0.9
331,Finnish,linguistic,language,0.9
331,French,linguistic,language,0.9
331,Frisian,unknown,unclassified,0.1
331,German,linguistic,language,0.9
331,Greek,linguistic,language,0.9
331,Gypsy,ethnic_tribal,group,0.7
331,Indian,geographic,country,0.9
331,Irish,unknown,unclassified,0.1
331,Italian,linguistic,language,0.9
331,Japanese,geographic,country,0.9
331,Jewish,religious,religion,0.9
331,Ladinian,unknown,unclassified,0.1
331,Latvian,geographic,country,0.9
331,Lebanese,unknown,unclassified,0.1
331,Lithuanian,geographic,country,0.9
331,Mongolian,geographic,country,0.9
331,Moroccan,unknown,unclassified,0.1
331,Norwegian,linguistic,language,0.9
331,Polish,linguistic,language,0.9
331,Puerto Rican,unknown,unclassified,0.1
331,Qatar,unknown,unclassified,0.1
331,Russian,geographic,country,0.9
331,Scottish,unknown,unclassified,0.1
331,Serbian,geographic,country,0.9
331,Slovakian,geographic,country,0.9
331,Slovene,unknown,unclassified,0.1
331,Spanish,linguistic,language,0.9
331,Sri Lankan,unknown,unclassified,0.1
331,Swedish,linguistic,language,0.9
331,Ukrainian,unknown,unclassified,0.1
332,Albanian,geographic,country,0.9
332,Austrian,geographic,country,0.9
332,Basque,ethnic_tribal,group,0.7
332,Brazilian,geographic,country,0.9
332,Bulgarian,geographic,country,0.9
332,Byelorussian,geographic,country,0.9
332,Cape Verdian,unknown,unclassified,0.1
332,Catalan,unknown,unclassified,0.1
332,Costa Rican,unknown,unclassified,0.1
332,Croatian,geographic,country,0.9
332,Czech,geographic,country,0.9
332,Danish,linguistic,language,0.9
332,Dominican,unknown,unclassified,0.1
332,Dutch,linguistic,language,0.9
332,Egyptian,geographic,country,0.9
332,Estonian,geographic,country,0.9
332,Finnish,linguistic,language,0.9
332,Flemish,unknown,unclassified,0.1
332,French,linguistic,language,0.9
332,Frisian,unknown,unclassified,0.1
332,Georgian,geographic,country,0.9
332,German,linguistic,language,0.9
332,Greek,linguistic,language,0.9
332,Gypsy,ethnic_tribal,group,0.7
332,Hungarian,linguistic,language,0.9
332,Icelandic,geographic,country,0.9
332,Iranian,geographic,country,0.9
332,Iraqi,geographic,country,0.9
332,Irish,unknown,unclassified,0.1
332,Italian,linguistic,language,0.9
332,Japanese,geographic,country,0.9
332,Jewish,religious,religion,0.9
332,Karelian,unknown,unclassified,0.1
332,Kuwaiti,unknown,unclassified,0.1
332,Ladinian,unknown,unclassified,0.1
332,Lappish,unknown,unclassified,0.1
332,Latvian,geographic,country,0.9
332,Libyan,unknown,unclassified,0.1
332,Lithuanian,geographic,country,0.9
332,Macedonian,unknown,unclassified,0.1
332,Maltese,unknown,unclassified,0.1
332,Mayan,unknown,unclassified,0.1
332,Mexican,unknown,unclassified,0.1
332,Moroccan,unknown,unclassified,0.1
332,Norwegian,linguistic,language,0.9
332,Palestinian,unknown,unclassified,0.1
332,Panamanian,unknown,unclassified,0.1
332,Polish,linguistic,language,0.9
332,Portuguese,linguistic,language,0.9
332,Qatar,unknown,unclassified,0.1
332,Rumanian,unknown,unclassified,0.1
332,Russian,geographic,country,0.9
332,Sardinian,unknown,unclassified,0.1
332,Scottish,unknown,unclassified,0.1
332,Serbian,geographic,country,0.9
332,Slovakian,geographic,country,0.9
332,Slovene,unknown,unclassified,0.1
332,Sorbian,unknown,unclassified,0.1
332,Spanish,linguistic,language,0.9
332,Sri Lankan,unknown,unclassified,0.1
332,Swedish,linguistic,language,0.9
332,Syrjanian,unknown,unclassified,0.1
332,Turkish,linguistic,language,0.9
332,Ukrainian,unknown,unclassified,0.1
332,US-American,geographic,region,0.8
332,West Indies,unknown,unclassified,0.1
332,Yemenite,unknown,unclassified,0.1
332C*,Estonian,geographic,country,0.9
332C*,German,linguistic,language,0.9
332C*,Italian,linguistic,language,0.9
332C*,Slovakian,geographic,country,0.9
333,Algerian,geographic,country,0.9
333,Bulgarian,geographic,country,0.9
333,Byelorussian,geographic,country,0.9
333,Central African,geographic,region,0.8
333,Danish,linguistic,language,0.9
333,Egyptian,geographic,country,0.9
333,Estonian,geographic,country,0.9
333,Finnish,linguistic,language,0.9
333,Flemish,unknown,unclassified,0.1
333,French,linguistic,language,0.9
333,German,linguistic,language,0.9
333,Greek,linguistic,language,0.9
333,Gypsy,ethnic_tribal,group,0.7
333,Hungarian,linguistic,language,0.9
333,Iranian,geographic,country,0.9
333,Iraqi,geographic,country,0.9
333,Irish,unknown,unclassified,0.1
333,Italian,linguistic,language,0.9
333,Jewish,religious,religion,0.9
333,Jordanian,geographic,country,0.9
333,Karelian,unknown,unclassified,0.1
333,Latvian,geographic,country,0.9
333,Lithuanian,geographic,country,0.9
333,Mordvinian,unknown,unclassified,0.1
333,Norwegian,linguistic,language,0.9
333,Polish,linguistic,language,0.9
333,Portuguese,linguistic,language,0.9
333,Puerto Rican,unknown,unclassified,0.1
333,Sardinian,unknown,unclassified,0.1
333,Slovene,unknown,unclassified,0.1
333,South African,geographic,region,0.8
333,Swedish,linguistic,language,0.9
333,Turkish,linguistic,language,0.9
333,US-American,geographic,region,0.8
333,Walloon,unknown,unclassified,0.1
333,Wepsian,unknown,unclassified,0.1
333,West Indies,unknown,unclassified,0.1
334,Catalan,unknown,unclassified,0.1
334,Cheremis/Mari,unknown,unclassified,0.1
334,Croatian,geographic,country,0.9
334,Czech,geographic,country,0.9
334,Flemish,unknown,unclassified,0.1
334,German,linguistic,language,0.9
334,Greek,linguistic,language,0.9
334,Gypsy,ethnic_tribal,group,0.7
334,Hungarian,linguistic,language,0.9
334,Italian,linguistic,language,0.9
334,Japanese,geographic,country,0.9
334,Karelian,unknown,unclassified,0.1
334,Latvian,geographic,country,0.9
334,Lithuanian,geographic,country,0.9
334,Palestinian,unknown,unclassified,0.1
334,Polish,linguistic,language,0.9
334,Russian,geographic,country,0.9
334,Serbian,geographic,country,0.9
334,Slovakian,geographic,country,0.9
334,Sorbian,unknown,unclassified,0.1
334,Syrjanian,unknown,unclassified,0.1
334,Tunisian,unknown,unclassified,0.1
334,Ukrainian,unknown,unclassified,0.1
334,US-American,geographic,region,0.8
334,Wepsian,unknown,unclassified,0.1
335,Australian,geographic,country,0.9
335,Bulgarian,geographic,country,0.9
335,Czech,geographic,country,0.9
335,Estonian,geographic,country,0.9
335,Ethiopian,geographic,country,0.9
335,Finnish,linguistic,language,0.9
335,Flemish,unknown,unclassified,0.1
335,Frisian,unknown,unclassified,0.1
335,German,linguistic,language,0.9
335,Greek,linguistic,language,0.9
335,Hungarian,linguistic,language,0.9
335,Irish,unknown,unclassified,0.1
335,Jewish,religious,religion,0.9
335,Korean,geographic,country,0.9
335,Latvian,geographic,country,0.9
335,Lithuanian,geographic,country,0.9
335,Macedonian,unknown,unclassified,0.1
335,Maltese,unknown,unclassified,0.1
335,Nepalese,geographic,country,0.9
335,Polish,linguistic,language,0.9
335,Portuguese,linguistic,language,0.9
335,Slovene,unknown,unclassified,0.1
335,Spanish,linguistic,language,0.9
34,African American,geographic,region,0.8
34,Basque,ethnic_tribal,group,0.7
34,Bulgarian,geographic,country,0.9
34,Catalan,unknown,unclassified,0.1
34,Central African,geographic,region,0.8
34,Chilean,geographic,country,0.9
34,Chinese,linguistic,language,0.9
34,Costa Rican,unknown,unclassified,0.1
34,Croatian,geographic,country,0.9
34,Czech,geographic,country,0.9
34,Dominican,unknown,unclassified,0.1
34,Dutch,linguistic,language,0.9
34,East African,geographic,region,0.8
34,English,linguistic,language,0.9
34,Estonian,geographic,country,0.9
34,Finnish,linguistic,language,0.9
34,Flemish,unknown,unclassified,0.1
34,French,linguistic,language,0.9
34,Frisian,unknown,unclassified,0.1
34,German,linguistic,language,0.9
34,Greek,linguistic,language,0.9
34,Guatemalan,geographic,country,0.9
34,Gypsy,ethnic_tribal,group,0.7
34,Hungarian,linguistic,language,0.9
34,Indian,geographic,country,0.9
34,Italian,linguistic,language,0.9
34,Jewish,religious,religion,0.9
34,Latvian,geographic,country,0.9
34,Mayan,unknown,unclassified,0.1
34,Mexican,unknown,unclassified,0.1
34,Moroccan,unknown,unclassified,0.1
34,Nigerian,geographic,country,0.9
34,North American Indian,geographic,country,0.9
34,Norwegian,linguistic,language,0.9
34,Polish,linguistic,language,0.9
34,Puerto Rican,unknown,unclassified,0.1
34,Rumanian,unknown,unclassified,0.1
34,Serbian,geographic,country,0.9
34,Slovakian,geographic,country,0.9
34,Slovene,unknown,unclassified,0.1
34,Sorbian,unknown,unclassified,0.1
34,Spanish,linguistic,language,0.9
34,Swedish,linguistic,language,0.9
34,Ukrainian,unknown,unclassified,0.1
34,West Indies,unknown,unclassified,0.1
34A,Bulgarian,geographic,country,0.9
34A,Czech,geographic,country,0.9
34A,Dutch,linguistic,language,0.9
34A,Egyptian,geographic,country,0.9
34A,Estonian,geographic,country,0.9
34A,Filipino,unknown,unclassified,0.1
34A,Finnish,linguistic,language,0.9
34A,French,linguistic,language,0.9
34A,Frisian,unknown,unclassified,0.1
34A,Georgian,geographic,country,0.9
34A,German,linguistic,language,0.9
34A,Greek,linguistic,language,0.9
34A,Hungarian,linguistic,language,0.9
34A,Indian,geographic,country,0.9
34A,Iranian,geographic,country,0.9
34A,Irish,unknown,unclassified,0.1
34A,Jewish,religious,religion,0.9
34A,Lithuanian,geographic,country,0.9
34A,Mongolian,geographic,country,0.9
34A,Moroccan,unknown,unclassified,0.1
34A,Ossetian,unknown,unclassified,0.1
34A,Portuguese,linguistic,language,0.9
34A,Siberian,geographic,region,0.8
34A,South African,geographic,region,0.8
34A,Spanish,linguistic,language,0.9
34A,Turkish,linguistic,language,0.9
34A,Ukrainian,unknown,unclassified,0.1
34A,Vietnamese,geographic,country,0.9
34C,Danish,linguistic,language,0.9
34C,Indian,geographic,country,0.9
35A*,Latvian,geographic,country,0.9
35A*,Ukrainian,unknown,unclassified,0.1
35B*,Dagestan,unknown,unclassified,0.1
35B*,Georgian,geographic,country,0.9
35B*,German,linguistic,language,0.9
35B*,Greek,linguistic,language,0.9
35B*,Iranian,geographic,country,0.9
35B*,Kara-Kalpak,unknown,unclassified,0.1
35B*,Kazakh,unknown,unclassified,0.1
35B*,Kurdish,ethnic_tribal,group,0.7
35B*,Latvian,geographic,country,0.9
35B*,Lithuanian,geographic,country,0.9
35B*,Russian,geographic,country,0.9
35B*,South African,geographic,region,0.8
35B*,Sudanese,geographic,country,0.9
35B*,Tadzhik,unknown,unclassified,0.1
35B*,Turkish,linguistic,language,0.9
35B*,Ukrainian,unknown,unclassified,0.1
36,Argentine,unknown,unclassified,0.1
36,Bosnian,unknown,unclassified,0.1
36,Bulgarian,geographic,country,0.9
36,Burmese,linguistic,language,0.9
36,Chilean,geographic,country,0.9
36,Dutch,linguistic,language,0.9
36,Estonian,geographic,country,0.9
36,Finnish,linguistic,language,0.9
36,Flemish,unknown,unclassified,0.1
36,French,linguistic,language,0.9
36,Georgian,geographic,country,0.9
36,Hungarian,linguistic,language,0.9
36,Indian,geographic,country,0.9
36,Kazakh,unknown,unclassified,0.1
36,Latvian,geographic,country,0.9
36,Livonian,unknown,unclassified,0.1
36,Mayan,unknown,unclassified,0.1
36,Mexican,unknown,unclassified,0.1
36,Mongolian,geographic,country,0.9
36,Oman,unknown,unclassified,0.1
36,Ossetian,unknown,unclassified,0.1
36,Portuguese,linguistic,language,0.9
36,Russian,geographic,country,0.9
36,South American,geographic,region,0.8
36,Spanish,linguistic,language,0.9
36,Swedish,linguistic,language,0.9
36,Tadzhik,unknown,unclassified,0.1
36,Tibetan,geographic,country,0.9
36,Turkish,linguistic,language,0.9
36,Ukrainian,unknown,unclassified,0.1
360,Byelorussian,geographic,country,0.9
360,Catalan,unknown,unclassified,0.1
360,Danish,linguistic,language,0.9
360,Egyptian,geographic,country,0.9
360,Estonian,geographic,country,0.9
360,Finnish,linguistic,language,0.9
360,Flemish,unknown,unclassified,0.1
360,French,linguistic,language,0.9
360,Frisian,unknown,unclassified,0.1
360,Hungarian,linguistic,language,0.9
360,Iraqi,geographic,country,0.9
360,Italian,linguistic,language,0.9
360,Ladinian,unknown,unclassified,0.1
360,Latvian,geographic,country,0.9
360,Norwegian,linguistic,language,0.9
360,Polish,linguistic,language,0.9
360,Rumanian,unknown,unclassified,0.1
360,Slovakian,geographic,country,0.9
360,Slovene,unknown,unclassified,0.1
360,Spanish,linguistic,language,0.9
360,Swedish,linguistic,language,0.9
360,Syrian,geographic,country,0.9
360,Ukrainian,unknown,unclassified,0.1
361,Austrian,geographic,country,0.9
361,Byelorussian,geographic,country,0.9
361,Catalan,unknown,unclassified,0.1
361,Czech,geographic,country,0.9
361,Danish,linguistic,language,0.9
361,Dutch,linguistic,language,0.9
361,Egyptian,geographic,country,0.9
361,Estonian,geographic,country,0.9
361,Filipino,unknown,unclassified,0.1
361,Finnish,linguistic,language,0.9
361,Frisian,unknown,unclassified,0.1
361,German,linguistic,language,0.9
361,Greek,linguistic,language,0.9
361,Gypsy,ethnic_tribal,group,0.7
361,Hungarian,linguistic,language,0.9
361,Icelandic,geographic,country,0.9
361,Irish,unknown,unclassified,0.1
361,Italian,linguistic,language,0.9
361,Ladinian,unknown,unclassified,0.1
361,Latvian,geographic,country,0.9
361,Lithuanian,geographic,country,0.9
361,Livonian,unknown,unclassified,0.1
361,Mexican,unknown,unclassified,0.1
361,Polish,linguistic,language,0.9
361,Russian,geographic,country,0.9
361,Scottish,unknown,unclassified,0.1
361,Slovakian,geographic,country,0.9
361,Slovene,unknown,unclassified,0.1
361,Sorbian,unknown,unclassified,0.1
361,Spanish,linguistic,language,0.9
361,Swedish,linguistic,language,0.9
361,Swiss,unknown,unclassified,0.1
361,Ukrainian,unknown,unclassified,0.1
361,US-American,geographic,region,0.8
361*,Gypsy,ethnic_tribal,group,0.7
361*,Hungarian,linguistic,language,0.9
361*,Lithuanian,geographic,country,0.9
361*,Serbian,geographic,country,0.9
362*,Danish,linguistic,language,0.9
362*,German,linguistic,language,0.9
362*,Latvian,geographic,country,0.9
362*,Lithuanian,geographic,country,0.9
362*,Ukrainian,unknown,unclassified,0.1
363,Algerian,geographic,country,0.9
363,Byelorussian,geographic,country,0.9
363,Central African,geographic,region,0.8
363,Cheremis/Mari,unknown,unclassified,0.1
363,Chinese,linguistic,language,0.9
363,Croatian,geographic,country,0.9
363,Czech,geographic,country,0.9
363,Danish,linguistic,language,0.9
363,Egyptian,geographic,country,0.9
363,English,linguistic,language,0.9
363,Estonian,geographic,country,0.9
363,Finnish,linguistic,language,0.9
363,Frisian,unknown,unclassified,0.1
363,Greek,linguistic,language,0.9
363,Gypsy,ethnic_tribal,group,0.7
363,Iraqi,geographic,country,0.9
363,Irish,unknown,unclassified,0.1
363,Italian,linguistic,language,0.9
363,Jewish,religious,religion,0.9
363,Latvian,geographic,country,0.9
363,Lithuanian,geographic,country,0.9
363,Livonian,unknown,unclassified,0.1
363,Moroccan,unknown,unclassified,0.1
363,Norwegian,linguistic,language,0.9
363,Palestinian,unknown,unclassified,0.1
363,Polish,linguistic,language,0.9
363,Russian,geographic,country,0.9
363,Slovakian,geographic,country,0.9
363,Sudanese,geographic,country,0.9
363,Swedish,linguistic,language,0.9
363,Turkish,linguistic,language,0.9
363,Ukrainian,unknown,unclassified,0.1
365,Argentine,unknown,unclassified,0.1
365,Austrian,geographic,country,0.9
365,Bosnian,unknown,unclassified,0.1
365,Byelorussian,geographic,country,0.9
365,Chilean,geographic,country,0.9
365,Croatian,geographic,country,0.9
365,Czech,geographic,country,0.9
365,Danish,linguistic,language,0.9
365,Dutch,linguistic,language,0.9
365,English,linguistic,language,0.9
365,Estonian,geographic,country,0.9
365,Finnish,linguistic,language,0.9
365,Flemish,unknown,unclassified,0.1
365,French,linguistic,language,0.9
365,German,linguistic,language,0.9
365,Greek,linguistic,language,0.9
365,Gypsy,ethnic_tribal,group,0.7
365,Hungarian,linguistic,language,0.9
365,Icelandic,geographic,country,0.9
365,Indian,geographic,country,0.9
365,Irish,unknown,unclassified,0.1
365,Italian,linguistic,language,0.9
365,Japanese,geographic,country,0.9
365,Ladinian,unknown,unclassified,0.1
365,Lappish,unknown,unclassified,0.1
365,Latvian,geographic,country,0.9
365,Lithuanian,geographic,country,0.9
365,Livonian,unknown,unclassified,0.1
365,Macedonian,unknown,unclassified,0.1
365,Namibian,unknown,unclassified,0.1
365,Norwegian,linguistic,language,0.9
365,Polish,linguistic,language,0.9
365,Rumanian,unknown,unclassified,0.1
365,Russian,geographic,country,0.9
365,Serbian,geographic,country,0.9
365,Slovakian,geographic,country,0.9
365,Slovene,unknown,unclassified,0.1
365,Sorbian,unknown,unclassified,0.1
365,Swedish,linguistic,language,0.9
365,Ukrainian,unknown,unclassified,0.1
365,US-American,geographic,region,0.8
366,Argentine,unknown,unclassified,0.1
366,Brazilian,geographic,country,0.9
366,Byelorussian,geographic,country,0.9
366,Catalan,unknown,unclassified,0.1
366,Cheremis/Mari,unknown,unclassified,0.1
366,Chinese,linguistic,language,0.9
366,Croatian,geographic,country,0.9
366,Czech,geographic,country,0.9
366,Danish,linguistic,language,0.9
366,Dutch,linguistic,language,0.9
366,English,linguistic,language,0.9
366,Finnish,linguistic,language,0.9
366,Flemish,unknown,unclassified,0.1
366,French,linguistic,language,0.9
366,Frisian,unknown,unclassified,0.1
366,German,linguistic,language,0.9
366,Honduran,unknown,unclassified,0.1
366,Hungarian,linguistic,language,0.9
366,Italian,linguistic,language,0.9
366,Latvian,geographic,country,0.9
366,Lithuanian,geographic,country,0.9
366,Namibian,unknown,unclassified,0.1
366,Norwegian,linguistic,language,0.9
366,Polish,linguistic,language,0.9
366,Portuguese,linguistic,language,0.9
366,Puerto Rican,unknown,unclassified,0.1
366,Russian,geographic,country,0.9
366,Scottish,unknown,unclassified,0.1
366,Spanish,linguistic,language,0.9
366,Swedish,linguistic,language,0.9
366,US-American,geographic,region,0.8
368C*,Croatian,geographic,country,0.9
368C*,Hungarian,linguistic,language,0.9
368C*,Rumanian,unknown,unclassified,0.1
369,Armenian,geographic,country,0.9
369,Chinese,linguistic,language,0.9
369,Flemish,unknown,unclassified,0.1
369,Indian,geographic,country,0.9
369,Tungus,unknown,unclassified,0.1
369,Yakut,unknown,unclassified,0.1
37,African American,geographic,region,0.8
37,Byelorussian,geographic,country,0.9
37,Chechen-Ingush,unknown,unclassified,0.1
37,Chilean,geographic,country,0.9
37,Congolese,unknown,unclassified,0.1
37,Costa Rican,unknown,unclassified,0.1
37,East African,geographic,region,0.8
37,Estonian,geographic,country,0.9
37,Finnish,linguistic,language,0.9
37,Georgian,geographic,country,0.9
37,German,linguistic,language,0.9
37,Guinean,unknown,unclassified,0.1
37,Hungarian,linguistic,language,0.9
37,Indian,geographic,country,0.9
37,Indonesian,geographic,country,0.9
37,Iranian,geographic,country,0.9
37,Karelian,unknown,unclassified,0.1
37,Latvian,geographic,country,0.9
37,Lithuanian,geographic,country,0.9
37,Malagasy,unknown,unclassified,0.1
37,Namibian,unknown,unclassified,0.1
37,Nicaraguan,unknown,unclassified,0.1
37,North American Indian,geographic,country,0.9
37,Norwegian,linguistic,language,0.9
37,Ossetian,unknown,unclassified,0.1
37,Polish,linguistic,language,0.9
37,Russian,geographic,country,0.9
37,Siberian,geographic,region,0.8
37,South American,geographic,region,0.8
37,Spanish,linguistic,language,0.9
37,Swedish,linguistic,language,0.9
37,Syrjanian,unknown,unclassified,0.1
37,Tuva,unknown,unclassified,0.1
37,Ukrainian,unknown,unclassified,0.1
37,Uzbek,unknown,unclassified,0.1
37,Wepsian,unknown,unclassified,0.1
38,Algerian,geographic,country,0.9
38,Basque,ethnic_tribal,group,0.7
38,Bulgarian,geographic,country,0.9
38,Cambodian,geographic,country,0.9
38,Chinese,linguistic,language,0.9
38,Czech,geographic,country,0.9
38,Dutch,linguistic,language,0.9
38,Estonian,geographic,country,0.9
38,Finnish,linguistic,language,0.9
38,Flemish,unknown,unclassified,0.1
38,French,linguistic,language,0.9
38,Frisian,unknown,unclassified,0.1
38,Georgian,geographic,country,0.9
38,Greek,linguistic,language,0.9
38,Gypsy,ethnic_tribal,group,0.7
38,Hungarian,linguistic,language,0.9
38,Indian,geographic,country,0.9
38,Indonesian,geographic,country,0.9
38,Iraqi,geographic,country,0.9
38,Irish,unknown,unclassified,0.1
38,Italian,linguistic,language,0.9
38,Jewish,religious,religion,0.9
38,Lappish,unknown,unclassified,0.1
38,Latvian,geographic,country,0.9
38,Lithuanian,geographic,country,0.9
38,Mayan,unknown,unclassified,0.1
38,Mexican,unknown,unclassified,0.1
38,Moroccan,unknown,unclassified,0.1
38,North African,geographic,region,0.8
38,Norwegian,linguistic,language,0.9
38,Polish,linguistic,language,0.9
38,Puerto Rican,unknown,unclassified,0.1
38,Slovakian,geographic,country,0.9
38,Slovene,unknown,unclassified,0.1
38,South African,geographic,region,0.8
38,Spanish,linguistic,language,0.9
38,Sudanese,geographic,country,0.9
38,Swedish,linguistic,language,0.9
38,Swiss,unknown,unclassified,0.1
38,Tadzhik,unknown,unclassified,0.1
38,Turkish,linguistic,language,0.9
38,Ukrainian,unknown,unclassified,0.1
