Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: J1398.	Compliments from the hangman. A man complimented a hang- man on the good job he had done in hanging a thief. The hangman takes off his hat: "One thief I hang, to the other I take off my hat." Pauli (ed. Bolte) No. 591.
Skipped line. No motif ID found. Original line: J1399.	Retorts concerning thefts—miscellaneous.
Skipped line. No motif ID found. Original line: J1399.1.	The Lord has Risen. A parson hides his money in a holy place and leaves a sign, "The Lord is in this Place." A thief takes the money and leaves a sign, "He is risen and is no longer here." Pauli (ed. Bolte) No. 74.
Skipped line. No motif ID found. Original line: J1260.	Repartee based on church or clergy.
Skipped line. No motif ID found. Original line: J1400.	Repartee concerning false reform.
Skipped line. No motif ID found. Original line: K2055.	Fox confesses sins but is immediately ready to steal again.
Skipped line. No motif ID found. Original line: J1401.	The tailor's dream. A tailor dreams that at Judgment Day he sees a flag made up of all the pieces of cloth he has stolen Upon waking he asks his servants to warn him if they ever see him tempted to steal again. This happens. He replies, "The piece I am about to steal does not fit into the flag." *BP I 343; *Wesselski Hodscha Nasreddin I 256 No. 190.
Skipped line. No motif ID found. Original line: J1410.	Repartee concerning fatness.
Skipped line. No motif ID found. Original line: X151.	Humor of fatness.
Skipped line. No motif ID found. Original line: J1411.	The hay wagon and the gate. A parson arriving late at a city gate asks if he can get in. Guard sees that he is fat and in fun says that he doesn't know. The parson: "Why not; doesn't the hay wagon get in?" *Wesselski Arlotto II 265 No. 209; Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1420.	Animals retort concerning their dangers.
Skipped line. No motif ID found. Original line: J1421.	Peace among the animals. (Peace fable.) The fox tries to beguile the cock by reporting a new law establishing peace among the ani- mals. Dogs appear; the fox flees. "The dogs have not heard of the new law." *Type 62; *BP II 207; Wienert FFC LVI 52 (ET 120), 98 (ST 125); Halm Aesop No. 225; Jacobs Aesop 214 No. 59; *Chauvin II 202 No. 51, V 241 No. 141; *Lancaster PMLA XXII 33; *Graf FFC   ## p. 112 (#116) ############################################  112 Motif-Index of Folk-Literature XXXVIII 26; Fb "ræv" III 114a. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: K1600.	Deceiver falls into own trap.
Skipped line. No motif ID found. Original line: J1422.	Good bath. A cat seeing a mouse leave a bath says, "Good bath!" Mouse: "If I had not seen you!" Chauvin III 55 No. 11. ― Spanish: Espinosa III No. 225;
Skipped line. No motif ID found. Original line: J1423.	Roast falcon. A falcon reproaches a cock for fleeing from the master who has fed him. The cock: "I have never seen a falcon roasted." *Chauvin II 117 No. 96.
Skipped line. No motif ID found. Original line: J1424.	Where the foxes will meet. Two foxes in a trap converse: "Where shall we meet again?" "In three days at the furrier's." Chauvin III 77 No. 51.
Skipped line. No motif ID found. Original line: J1430.	Repartee concerning doctors and patients.
Skipped line. No motif ID found. Original line: F950.	Marvelous cures.
Skipped line. No motif ID found. Original line: J1431.	I know not how. Sick man: "I came to a place I know not where; something happened I know not how; I am sick I know not where." Doctor: "Go to the pharmacy and buy I know not what, and eat it I know not how, and you will become well I know not when." *Pauli (ed. Bolte) No. 629; Scala Celi 47b No. 268.
Skipped line. No motif ID found. Original line: J1432.	No physician at all. A bad physician having predicted the imme- diate death of a patient meets him recovered. "How go things down below?" "They put you at the head of the list of bad physicians, but I maintained that you were no physician at all." Wienert FFC LVI 39; Halm Aesop No. 168.
Skipped line. No motif ID found. Original line: J1433.	"Do as I say and not as I do." Doctor forbids patient to drink wine. When patient reproves doctor for drinking wine the latter says: "Just now it is bad for you and good for me." Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1434.	Strenuous cure for madness. Doctor throws patients into a pit of water. Servant warns queer-looking hunter to flee before master throws him into the pit. (Cf.
Skipped line. No motif ID found. Original line: K2137.	) Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1440.	Repartee-miscellaneous.
Skipped line. No motif ID found. Original line: J1441.
Skipped line. No motif ID found. Original line: J1438.	Veterinarian becomes doctor. When he killed animals he had to pay for them; but he did not have to pay for killing people. Spanish: Childers.
Skipped line. No motif ID found. Original line: J1442.	A cynic's retorts. God of the earth. Question from the king: "Who are you?” “I am God." "Make my eyes larger." "I am only God of the earth and have power only below the girdle." *Köhler-Bolte I 504; *Wesselski Hodscha Nasreddin I 279 No. 326.
Skipped line. No motif ID found. Original line: J1392.3.	Cynic helps robber steal his money so he and robber can get sleep.
Skipped line. No motif ID found. Original line: J1442.1.	The cynic wants sunlight. King (to cynic): "What can I do for you?" "Get out of my sunlight. Don't take away from me what you can't give me." Pauli (ed. Bolte) No. 802; Spanish Exempla: Keller; Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1442.1.1.	Cynic praises power of reason. Tells Alexander that the power of reason makes even a poor man as great as a king. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1442.2.	The cynic at the bath. Leaving an unclean bath house: "Where can I go now to wash?" Pauli (ed. Bolte) No. 802.   ## p. 113 (#117) ############################################  J. The wise and the foolish 113
Skipped line. No motif ID found. Original line: J1442.3.	The cynic and the pale gold. "Why is gold so pale?" "It is in great danger." Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.4.	The cynic's burial. Asked who will carry him to his grave if he has no friends: "He who needs my house." Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.4.1.	Cynic asks that his body be exposed to the elements. When told that the beasts and the birds will prey on him he says: "Put a stick at my side so that I may chase them away." Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1442.5.	The cynic as judge of wine. Asked which wine tastes best, he says, "That belonging to other people." Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.6.	The cynic and the big gates. Coming to a little town with big gates, he says, "Close the gate so that the town won't run away." Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.7.	The cynic and the bastard stone-thrower. Cynic: "Be careful; you might hit your father." Pauli (ed. Bolte) No. 802; Italian No- vella: Rotunda.
Skipped line. No motif ID found. Original line: J1442.8.	The cynic discusses heaven. Hearing a man discoursing at great length about heaven, he asks, "When did you come down from there?" Pauli (ed Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.9.	The cynic and the bald-headed man. His only reply to the bald- headed man's slanders is to compliment the hair that has left such a horrible head. Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.10.	The cynic and the deceiver. When the deceiver calls him wicked, he says, "I am glad that you are my enemy; for you do good to your enemies and evil to your friends." Pauli (ed. Bolte) No. 802.
Skipped line. No motif ID found. Original line: J1442.11.	The cynic and the fig tree. Man tells friend that his wife has hanged herself on a fig tree. Friend: "Give me a shoot of that tree!" Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1442.11.1.	The cynic's wish. When he learns that a woman has hanged herself from a tree he explains: "Would that all trees bore such fruit!" Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1442.12.	Cynic is asked if widower should remarry. "One who has just escaped from drowning should not return to sea." Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1442.13.	The smallest woman makes the best bride. "Of an evil choose the smallest part." Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1443.	The fools in the city. Man ordered to number the fools in the city replies, "It is easier to number the wise men." *Wesselski Hodscha Nasreddin II 241 No. 535; Chauvin VII 126 No. 393bis.
Skipped line. No motif ID found. Original line: J1444.	They gave it away themselves. A wandering actor rewarded by a city with a coat of their color gambles it away. When upbraided about giving away their present he replies that they hadn't wanted to keep it themselves. Pauli (ed. Bolte) No. 396.
Skipped line. No motif ID found. Original line: J1445.	The forgotten traditions. A man has been told by a seer that there are two ways in which a believer may be distinguished. But he has forgotten one of them and the seer had forgotten the other. *Wesselski Hodscha Nasreddin II 186 No. 353. 8   ## p. 114 (#118) ############################################  114 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J1446.	Aaron's censer. A man strikes a priest with a cane: "This is Moses' staff." The priest shoots with a pistol: "This is Aaron's holy censer." Type 1847*.
Skipped line. No motif ID found. Original line: J1447.	The favored swine. Dog reproaches sow that Venus will not allow those who have eaten swine to enter her temple. Sow says that it is because the goddess abhors those who kill swine. Wienert FFC LVI 56 (ET 161), 107 (ST 191); Halm Aesop No. 408.
Skipped line. No motif ID found. Original line: J1448.	The contagious yawns. A husband planning to punish his wife, who has yawned in church at the same time as a man, sees his error when his wife in the woods calls out, "The squirrels hop from bough to bough as the yawns from mouth to mouth." Finnish: Aarne FFC VIII 6 No. 23; XXXIII 52 No. 23; Estonian: Aarne FFC XXV 141 No. 12; Livonian: Loorits FFC LXVI 84 No. 35.
Skipped line. No motif ID found. Original line: J1451.	Who gets the beehive. Badger: "I was a hundred years old when grama grass first grew." Crane: "My daughter was a hundred years old when grama grass first grew." Wolf: "I am only eight years old, but we shall see who gets the beehive." Spanish: Boggs FFC XC 31 No. *80, Espinosa III Nos. 268-270, Espinosa Jr. Nos. 26, 27.
Skipped line. No motif ID found. Original line: J811.1.1.	Lion divides the booty. Best part goes to himself as king of beasts; second, at strongest; third; as most valiant; fourth "touch it if you dare." -
Skipped line. No motif ID found. Original line: J1452.	Why he was thin. Philosopher explains that with his own blood he was nourishing as large a population as that of the Roman Em- peror (lice). *Wesselski Bebel II 145 No. 140.
Skipped line. No motif ID found. Original line: J1453.	It's better to fight in the shade. Soldier tells captain that the enemy are so numerous that their arrows darken the sun. Captain: "Good, it will be more comfortable fighting in the shade." Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: J1454.	The lion and the statue. A man points out the statue to show the supremacy of man. The lion: "If it had been a lion sculptor, the lion would have been standing over the man." Wienert FFC LVI 70 (ET 343), 101 (ST 145); Halm Aesop No. 63; Jacobs Aesop 208 No. 35.
Skipped line. No motif ID found. Original line: J1455.	Has never died yet. Slave (workman) recommended to master whose recent slaves have died: "He has never died while I owned him." *Clouston Book of Noodles 8; England, U.S.: Baughman.
Skipped line. No motif ID found. Original line: J1456.	The liar. A man attempts to lie out of having called another a liar: "You lie if you say that I said you lied." The other: "It's a good thing for you that you didn't call me a liar." (Cf.
Skipped line. No motif ID found. Original line: J817.	) *Wesselski Bebel I 204 No. 85.
Skipped line. No motif ID found. Original line: J1457.	The gray fox. An old husband tells his young wife, who is con- cerned about his gray hair, “A gray fox is as good as a red one." "But an old gray fox is not so good as a young red one." Bolte Frey 242 No. 75.
Skipped line. No motif ID found. Original line: J21.3.	"Do not go where and old man has a young wife": counsel proved wise by experience. Discovers a murder in an inn.
Skipped line. No motif ID found. Original line: J414.	Mar- riage with equal or with unequal.
Skipped line. No motif ID found. Original line: J445.2.	Foolish marriage of old man and young girl.
Skipped line. No motif ID found. Original line: J1540.	Retorts between husband and wife.
Skipped line. No motif ID found. Original line: K2213.12.	Young queen murders her old husband in order to get a new.
Skipped line. No motif ID found. Original line: T91.	Unequals in love.
Skipped line. No motif ID found. Original line: J1458.	An oath to break oaths. Village called on to join in war deli- berates in meeting. A man says, "We have taken oaths not to go to war. We must now take an oath to break all the oaths we have taken." Wesselski Bebel I 205 No. 88.   ## p. 115 (#119) ############################################  J. The wise and the foolish 115
Skipped line. No motif ID found. Original line: J1461.	The cause of grayness. Fool asked what made him gray-headed replies, "My hair." *Wesselski Bebel I 228 No. 133.
Skipped line. No motif ID found. Original line: J1462.	Customary suits. Man who wears a red cap after his father's death says, "I can grieve just as much in red as in black." *Wesselski Bebel I 125 No. 16.
Skipped line. No motif ID found. Original line: J1463.	A long beard and sanctity. Told that a forest dwarf with a long beard is a saint, a man replies: "If a long beard indicates sanctity, the goat is a saint.” *Wesselski Bebel I 129 No. 30.
Skipped line. No motif ID found. Original line: F451.2.3.1.	Long-bearded dwarf.
Skipped line. No motif ID found. Original line: J1465.	Trumpeter's false defense. A trumpeter captured pleads that he did not fight. Answered: "You may not fight, but you encourage your men to do so." Jacobs Aesop 220 No. 79.
Skipped line. No motif ID found. Original line: J1467.	Must drink from the common cup. A man always drinks out of his own cup. In storm at sea a sailor says, "Today we all drink out of the same cup (the sea). *Pauli (ed. Bolte) No. 247.
Skipped line. No motif ID found. Original line: J1467.1.	Sailor prays for gods to sink ship during storm, since gods never do what they are asked to do. Spanish: Childers.
Skipped line. No motif ID found. Original line: J1468.	Not in good form. A duke invites a notorious eater. The latter consumes eight fowls, forty eggs, and other things in proportion. In leaving he apologizes for eating so little as he had not felt well the night before. He will do better next time. *Pauli (ed. Bolte) No. 249; Nouvelles Récréations Nos. 57, 73.
Skipped line. No motif ID found. Original line: J1471.	The eunuch's defense. Reproached with his mutilation, the eunuch says that his ill fortune is no shame. The only shame is to merit what you suffer. Wienert FFC LVI 82 (ET 485), 149 (ST 546).
Skipped line. No motif ID found. Original line: J1472.	The fairest thing in the garden. Three brothers asked by princess what is the most beautiful thing in the garden. The youngest replies, "Yourself." He wins the princess. Type 925*.
Skipped line. No motif ID found. Original line: L12.	Favorite youngest son.
Skipped line. No motif ID found. Original line: J1473.	The greedy dreamer. He dreams that he receives nine coins. He demands ten. He wakes and finds that he has dreamed. He is willing to accept the nine. *Wesselski Hodscha Nasreddin I 206 (No. 5); Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1473.1.	The 999 gold pieces. A man prays for a thousand gold pieces and says that he will not accept one less. A joker sends him 999. He says that he will trust God for the other coin. *Wesselski Hodscha Nasreddin I 220ff. No. 54.
Skipped line. No motif ID found. Original line: J1474.	The fatal bed. A sailor says that all his ancestors have drowned. Citizen: "Aren't you afraid of drowning?" Sailor: "How did your ancestors die?" Citizen: "All of them in bed." Sailor: "Aren't you afraid to go to bed?" *Pauli (ed. Bolte) No. 264.
Skipped line. No motif ID found. Original line: J1475.	Is ready to go. A peddler scolds the dog who is waiting and tells him to get ready to go with him. The dog replies that he has nothing to carry, that it is the peddler who is late. Wienert FFC LVI 73 (ET 379), 125 (ST 343).
Skipped line. No motif ID found. Original line: J1476.	The proud hide humbled. A hide is in the river. River: "What is your name?" Hide: "Hard hide." River: "Hunt another name; I'll soon soften you.” Wienert FFC LVI 75 (ET 403), 101 (ST 148); Halm Aesop No. 381.
Skipped line. No motif ID found. Original line: L400.	Pride brought low. 8⭑   ## p. 116 (#120) ############################################  116 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J1477.	Demonstrate here. A man boasts of his jump on Rhodes and says that if he were in Rhodes he could prove his boast. Reply: "No need to go to Rhodes. Show us your jump here." Wienert FFC LVI 82 (ET 480), 100 (ST 135); Halm Aesop No. 203.
Skipped line. No motif ID found. Original line: J1478.	Husband and wife burn their mouths. A wife served overhot soup, forgets and burns herself so that tears come to her eyes She says that her departed father liked soup so much that she weeps when she eats it. The husband is also burned and weeps: "I am weeping because your accursed mother didn't take you with her when she died." Wesselski Hodscha Nasreddin I 238 No. 115; Köhler- Bolte I 498; Indonesian: Coster-Wijsman 71 No. 129.
Skipped line. No motif ID found. Original line: J1478.1.	The abbot burns his mouth. Says that he is crying because so many have left the monastery. Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1481.	As you surely will. After her husband's death a woman cannot find a hammer and anvil. She goes to a dying neighbor and says, "If you die, as you surely will, and go to Heaven, as you surely will not, ask my husband where he left the hammer and anvil." The dying man's wife replies, "If you go to Heaven, as you surely will, if you die as you surely will not, do not run around and get into trouble, but sit down by the Eternal Father and observe and keep still." Spanish: Boggs FFC XC 93 No. 805.
Skipped line. No motif ID found. Original line: J1482.	Keeping the secret. Man tells parson secret and asks him to keep it. The parson refuses; "If you can't keep the secret, you must not expect me to." *Wesselski Arlotto II 263 No. 199.
Skipped line. No motif ID found. Original line: J1483.	Repartee concerning runaway horses.
Skipped line. No motif ID found. Original line: J1483.1.	King and jester flee: the king's swift horse. Jester: "You did have a swift horse. When I had to stop because my horse was tired out, you went two miles further." Wesselski Bebel I 207 No. 94.
Skipped line. No motif ID found. Original line: J1483.2.	Where his mule will. A man on a runaway mule is asked, "Where are you going?" "Wherever my mule wants to." *Wesselski Hodscha Nasreddin II 181 No. 343; Italian Novella: Rotunda; Japanese: Ikeda.
Skipped line. No motif ID found. Original line: J1483.3.	Storms on land. An inexperienced rider borrows a horse, which runs away with him. He says, "There are no such storms on sea as on the land." *Wesselski Bebel II 107 No. 21.
Skipped line. No motif ID found. Original line: J1483.	4 "Why didn't you stay on the horse?" The rider: "I couldn't; you see, it ended there" (pointing to horse's head). India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J1484.	The sound of shaving. An unskillful barber keeps cutting a man's face. A noise is heard. The man: "What is that?" Barber: "A smith shoeing horses." Man: "I thought it was someone being shaved." *Wesselski Hodscha Nasreddin II 226f. No. 473.
Skipped line. No motif ID found. Original line: J1485.	Mistaken identity. A bride slips up behind her husband and kisses him. He is annoyed. She: "Pardon me, I did not know it was you." Clouston Noodles 94.
Skipped line. No motif ID found. Original line: J1485.1.	Husband mistaken for lover in bed. Farmer has whiskers shaved off, hair cut short. He gets home late, slips into bed with his wife. She runs her hand over his face, says: “Young man, if you're goin' to do anything, you'd better be agittin' at it, 'cause Old Whiskers'll be here pretty soon." U. S.: Baughman.
Skipped line. No motif ID found. Original line: K1223.2.	Mistress sends man's own wife as substitute without his knowledge.
Skipped line. No motif ID found. Original line: K1843.	Wife deceives husband with substitute bedmate.   ## p. 117 (#121) ############################################  J. The wise and the foolish 117
Skipped line. No motif ID found. Original line: J1486.	Listening to the debate. A lazy youth explains his late rising by saying that he lay abed to hear the argument between industry and laziness. *Pauli (ed. Bolte) No. 761; Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: W111.	Laziness.
Skipped line. No motif ID found. Original line: J1487.	Progress in school. A man sends his two sons to schools and later enquires of their progress. One: "I am past Grace." The other: "I am at the devil and all his works." *Clouston Noodles 222; Eng- land: *Baughman.
Skipped line. No motif ID found. Original line: J1488.	What the bear whispered in his ear. Paid guide climbs tree and leaves traveler to mercy of a bear. Traveler feigns death and the bear sniffs at him and leaves. The guide: "What did the bear say to you?" "He said, never trust a coward like you." Wienert FFC LVI 68 (ET 319), 126 (ST 349); Halm Aesop No. 311; Pauli (ed. Bolte) No. 422; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: W121.	Cowardice.
Skipped line. No motif ID found. Original line: J1491.	Artist paints too few birds. Is engaged to decorate room Owner: "You did not paint as many birds as I told you to." Artist: "The windows were left open and most of them flew out." Italian No- vella: Rotunda.
Skipped line. No motif ID found. Original line: P482.	Painter (artist).
Skipped line. No motif ID found. Original line: J1492.	Trickster artist hoodwinks king: cuckold's eyes cannot see picture. King pretends to see the picture. Courtiers reveal that there is no picture. Spanish: Childers.
Skipped line. No motif ID found. Original line: K445.	The emperor's new clothes.
Skipped line. No motif ID found. Original line: J1493.	Daydreamer has lost his chance for profit. He has broken his master's pots while dreaming of future profits. He has therefore lost more than the master and excuses himself of blame. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J2061.1.	Air-castle: the jar of honey to be sold.
Skipped line. No motif ID found. Original line: J1494.	Why captain takes lame and one-eyed soldiers into army. The lame cannot flee from the enemy; the one-eyed soldiers will not see enough to make them afraid. Spanish: Childers.
Skipped line. No motif ID found. Original line: P461.	Soldier.
Skipped line. No motif ID found. Original line: J1495.	Person runs from actual or supposed ghost. (Cf. E293,
Skipped line. No motif ID found. Original line: J1483.	)
Skipped line. No motif ID found. Original line: J1495.1.	Man runs from actual or from supposed ghost. The ghost runs beside him. The man stops to rest; the ghost stops, says, "That was a good run we had!" The man says, "Yes, and as soon as I get my breath, I'm going to run some more." U.S.: *Baughman.
Skipped line. No motif ID found. Original line: J1500.
Skipped line. No motif ID found. Original line: J1495.	2 When Caleb comes. Man attempts to stay in haunted house all night. One cat after another enters, says, "Everything will be all right when Caleb comes, won't it?" (or something similar). Man finally says, "When Caleb comes, tell him I was here and left." He leaves. U.S.: *Baughman.
Skipped line. No motif ID found. Original line: J1510.	J1500-
Skipped line. No motif ID found. Original line: J1649.	Clever practical retorts. Clever practical retort.
Skipped line. No motif ID found. Original line: H951.	Countertasks.
Skipped line. No motif ID found. Original line: J1172.2.	Payment with the clink of the money.
Skipped line. No motif ID found. Original line: J1193.1.	Killing the fly on the judge's nose.
Skipped line. No motif ID found. Original line: J1193.2.	The value of a blow.
Skipped line. No motif ID found. Original line: K2376.	The returned box on the ears. The cheater cheated.
Skipped line. No motif ID found. Original line: J1172.	Judgment as rebuke to unjust plaintiff.
Skipped line. No motif ID found. Original line: K335.0.2.	Owners frightened away from goods by report of deadly epidemic.
Skipped line. No motif ID found. Original line: K1600.	Deceiver falls into own trap.   ## p. 118 (#122) ############################################  118 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J1511.	A rule must work both ways.
Skipped line. No motif ID found. Original line: J1215.2.	"Eat spiritual food, not material," say monks to lazy brother who criticizes them for working in the garden.
Skipped line. No motif ID found. Original line: J1530.	One absurdity rebukes another.
Skipped line. No motif ID found. Original line: K1510.2.	Wife of philanderer gets revenge by having an affair herself.
Skipped line. No motif ID found. Original line: J1511.1.	Make-believe eating, make-believe work. At table the peasant says, "We will only act as if we were eating." At work the servant replies, "We will only act as if we were working." *Type 1560.
Skipped line. No motif ID found. Original line: J1511.2.	Turnips called bacon: cat called rabbit. A peasant compels his servant to call turnips bacon. Under favorable circumstances the servant compels the master to call a cat a rabbit. Type 1565**.
Skipped line. No motif ID found. Original line: J1511.2.1.	Man bathing rich man uses sand instead of sandalwood: "Consider the sand of the Ganges to be sandalwood." When man asks for his fee, other takes a frog and gives it to him: "Know that the frog of the Ganges is a cow." India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1511.3.	Eating cure becomes epidemic. A woman feigns periodic attacks of a sickness that can be cured only by eating a great number of delicacies. The husband feigns the same disease. Type 1372*.
Skipped line. No motif ID found. Original line: J1511.4.	Fits become epidemic. After dinner a servant feigns a fit and goes to sleep. The master thereupon feigns a fit and beats the boy, who is thus cured of his laziness. Type 1572*; Russian: Andrejev No. 1572A*.
Skipped line. No motif ID found. Original line: J1511.5.	The wine-spilling host rebuked. A host spills his customer's wine so that he must buy more. He consoles the guest with "It is a sign of the great abundance you shall have this year." With the same remark the guest draws the spigot from the host's wine cask. *Pauli (ed. Bolte) No. 372; *Wesselski Mönchslatein No. 106; *Crane Vitry 269 No. 310.
Skipped line. No motif ID found. Original line: J1511.6.	The porter's revenge for the three wise counsels. A man offers a porter three wise counsels for carrying his goods. “When anyone tells you that hunger and satisfaction are the same, don't believe him." The second and third are similar and equally valueless. The porter throws down the load: "When anyone tells you that any part of this load is not broken, don't believe him." *Basset 1001 Contes II 391; Wesselski Hodscha Nasreddin I 260 No. 211; Chauvin VIII 139 No. 136; *Fb "sandhed".
Skipped line. No motif ID found. Original line: J21.	Counsels proved wise by experience.
Skipped line. No motif ID found. Original line: J163.4.	Good counsels bought.
Skipped line. No motif ID found. Original line: J171.	Proverbial wisdom: counsels.
Skipped line. No motif ID found. Original line: J1511.7.	No clothes needed for Day of Judgment. Friends tell a man that the next day is the Day of Judgment and urge him to kill a lamb and give a feast. He apparently consents. He then burns up their clothes. They will not need clothes on the Day of Judgment. *Wesselski Hodscha Nasreddin I 212 No. 31.
Skipped line. No motif ID found. Original line: J1511.8.	Forbidden to think. A husband forbids a wife to think. During his absence she roasts a chicken, eats it, and leaves two drumsticks on the table. The husband asks for the chicken. "Since you have forbidden me to think, I did not think of you." The ban is lifted. *Pauli (ed. Bolte) No. 145.
Skipped line. No motif ID found. Original line: J1511.9.	Master says that he has eyes in back of head: servant cheats him. Holds up food to master's back and then not having objection raised, eats it. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1511.10.	Counterfeit money burned up. A priest who has lent money to a Jew, but will not lend to a farmer, on being reproached by the   ## p. 119 (#123) ############################################  J. The wise and the foolish 119 latter, says that the money he lent the Jew was "false". When the Jew gets to know of this, he claims that as soon as he heard the money was false he burnt it up. Lithuanian: Balys Index No. *1772.
Skipped line. No motif ID found. Original line: X419.1.	The avaricious priest cheated.
Skipped line. No motif ID found. Original line: J1511.11.	Boy pretends to speak only Latin. Father, chastising his lazy son, also speaks in "Latin". Lithuanian: Balys Index No *2423; Russian: Andrejev No. *2082.
Skipped line. No motif ID found. Original line: J1511.12.	The man in place of a watch-dog. The master orders his serf to watch the manor at night in place of the dog. When the thieves come, the serf barks: "Dress, dress They take, take .... They lead, lead "The master does not understand the barking and pays no heed to it is robbed of his property. Lithuanian: Balys Index No. *2421. ....
Skipped line. No motif ID found. Original line: J1511.13.	Oisin's poor diet in Patrick's house pancake size of ivy leaf, measure of butter only size of rowan berry. Later Oisin gives Pa- trick quarter of a wild boar, servant ivy leaf and rowan berry. Irish myth: Cross. -
Skipped line. No motif ID found. Original line: J1511.	14 Things on highway belong to the public. Man reproves another for picking his cherries that overhang the highway. He is told that things on the public highway belong to no one in particular. He invites the man to climb the tree for better cherries, drives off with his horse and buggy, giving the same answer about things in the public highway. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J1511.15.	Can drink only one kind of wine at a time. Priests come to an inn where host gives them good wine and bad. They insist on having all good since they must drink only one kind of wine. On their return he serves them with all bad. They claim to have had the rule changed. Pauli (ed. Bolte) No. 245.
Skipped line. No motif ID found. Original line: J1511.16.	"Eat spiritual food, not material,” say monks to lazy brother who criticizes them for working in the garden. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J1511.17.	Ox bought; buyer also claims load of wood attached. Later deceived man disguises and sells sharper another ox for "handful of coppers." He is allowed by court to claim the hand as well. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1161.2.	Pound of flesh.
Skipped line. No motif ID found. Original line: J1511.18.	Priests say dying woman's unfulfilled request for mangoes must be paid in golden mangoes to them. Priests burned with iron since she had asked to be cauterized. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1511.19.	Wife surrendered to king. Vizier advises doctor to give up his wife to love-sick prince since everything belongs to a sovereign. Doctor then tells him prince is in love not with his (the doctor's) wife but with the vizier's. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1511.20.	Goldsmith sells thinly plated gold; peasant retaliates: a pot of dirt with a little gyav on top. (Cf.
Skipped line. No motif ID found. Original line: J1556.1.	) India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J1512.	Impossible demand rebuked. Irish myth: *Cross.
Skipped line. No motif ID found. Original line: C773.1.	Tabu: making unreasonable requests. Given power of fulfilling all wishes, person oversteps moderation and is punished.
Skipped line. No motif ID found. Original line: J1512.1.	Milk from the hornless cow. A king demands a hundred men's drink from the milk of a hornless dun cow from every house in the   ## p. 120 (#124) ############################################  120 Motif-Index of Folk-Literature land. Wooden cows are made and bog-stuff substituted for milk; the king must drink it. Irish: MacCulloch Celtic 26, *Cross.
Skipped line. No motif ID found. Original line: J1530.	One absurdity rebukes another.
Skipped line. No motif ID found. Original line: J1512.2.	To return the eye to the one-eyed man. "Let me have your other so that I can see whether the one I bring you matches." India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J1513.	Healed with his own medicine.
Skipped line. No motif ID found. Original line: J1513.1.	"If he does not live, let him die." The student as healer hangs this sign around the neck of a sick calf. Later as parson he is sick. It is proposed to heal him with the same remedy. *Type 1845.
Skipped line. No motif ID found. Original line: J1515.	You lead and I will follow: hard command thus evaded.
Skipped line. No motif ID found. Original line: H951.	Countertasks.
Skipped line. No motif ID found. Original line: J1515.1.	The father of an illegitimate child must walk in front of the cross. Condemned man insists that the priest, who is guilty also, shall lead the way. *Pauli (ed. Bolte) No. 71.
Skipped line. No motif ID found. Original line: T640.	Illegitimate children.
Skipped line. No motif ID found. Original line: J1516.	Rogues exchange objects and cheat each other. India: *Thomp- son-Balys.
Skipped line. No motif ID found. Original line: K306.	Thieves steal from each other.
