motif_id	text
J1936.	How he looks in his sleep. A man stands before mirror with his eyes shut to see how he looks in his sleep.
J1936.1.	Man takes mirror to bed to see whether he sleeps with his mouth open.
J1937.	Absurd ideas about the dead.
J1937.1.	Dead man identified by his cough. Numskull asked to identify corpse tries to do so by his cough.
J1937.2.	A healthy place for a tomb. Numskull objects to unhealthy place for his tomb.
J1938.	Porridge in the ice hole. They put meal in the boiling current of the ice hole and then, one after another, they jump in to taste the porridge.
J1941.	How far his voice will reach. A numskull cries from a tower and then runs away to see how far his voice will reach.
J1942.	Holding in the heat. A numskull ties yarn around the stove to keep the heat from escaping.
J1943.	Examining the sundial by candle-light. Numskull tries to find the time of night.
J1943.1.	Sundial covered in order to protect it.
J1944.	Trying to get fruit from fruitless tree.
J1944.1.	Numskulls try to get pears from an oaktree. They accuse each other of eating all the pears.
J1945.	Warming hands across the river. Numskull stretches out his hands toward the fire across the river.
J1946.	As tired as if he had walked. So says the numskull after riding to town on his stick horse.
J1947.	Drying snow to make salt.
J1952.	Fire and water mixed to make sacrifice. Fool told that he needed only the two.
J1955.	Demand that murderer restore life to victim.
J1955.1.	Woman runs after guest to tell him he must restore her husband whom he has unintentionally killed.
J1959.	Absurd disregard of natural laws-miscellaneous.
J1959.1.	Simpleton drives goats into a well, because he thinks it would be cooler for them.
J1959.1.1.	Hot sickle put into water to cure its fever.
J1959.2.	Substitute for the corpse. Fool loses his mother's corpse on way to funeral. Mistakes old woman for mother and substitutes her.
J1960.	Other absurd disregard of facts.
J1961.	White sheep-skin used as a source of light.
J1961.1.	Trying to catch light in a mouse-trap.
J1962.	The yeast as an afterthought. An old woman who has forgotten to knead it in the dough throws it into the stove.
J1963.	The fool puts but one stick of wood in the stove.
J1964.	Tree-trunks laid crosswise of the sledge.
J1964.1.	Trying to stretch the beam.
J1965.	Protected by the needle. In a storm on the ice, numskulls stick needles into the ice to keep from blowing away.
J1966.	The wall accuses the crowbar. But the man who uses the crowbar is to blame for the downfall of the wall.
J1967.	Gonzenbach. He comes to a stream but not wishing to get his feet wet he sits down to wait for the stream to run down. He helps to bale the stream out with a hazelnut shell and keeps it up for months. Numskull bales out the stream.
J1968.	Foolish fight with the sea. Absurd attempt to punish sea.
J1968.1.	Foolish fight with the sun.
J1971.	Fools try to use buffalo tongue as a knife.
J1972.	Stupid woman swims on the roof.
J1973.	Tree pulled down in order to give it water to drink.
J1974.	Fool tries to purify cotton by burning it as the goldsmith does with gold.
J1976.	Numskulls are affected by heat from stove which has no fire in it.
J1977.	Mouth and ears stopped up lest wisdom escape.
J1999.	Absurd disregard of facts.
J200.	Choices.
J201.	Hobson's choice: choose what is put before you or nothing.
J201.1.	Choice between eggs: one egg or none.
J2010.	Uncertainty about own identity.
J2012.	Person does not know himself.
J2012.1.	Numskull's beard cut off: does not know himself.
J2012.2.	Woman's garments cut off: does not know herself.
J2012.3.	Woman in tar and feathers does not know herself.
J2012.4.	Fool in new clothes does not know himself.
J2012.5.	Man does not know himself from another identically clad.
J2012.6.	Fool at baths believes he is someone else. Sees everybody naked. Puts straw on his shoulder to identify himself. Straw floats to another bather.
J2013.	Man made to believe that he is someone else.
J2013.1.	White man made to believe that he is a negro. Sleeps with a negro. His friends blacken him during the night. When he is waked up, he complains that they have waked the wrong man. Clouston Noodles 7; L. Schmidt Oesterr.
J2013.2.	He barks at people. Man made to believe that he is a dog.
J2013.3.	Pumpkin tied to another's leg. A numskull ties a pumpkin to his leg at night so that he shall know himself in the morning. The wise and the foolish 169 one ties the pumpkin to another's leg and the numskull is not sure of his identity next morning.
J2013.4.	Numskull made to believe he is an evil spirit.
J2014.	Fool does not recognize his own house and family.
J2015.	His pupils grab a dog's tail and think it is their master's.
J2016.	Man does not recognize his name when it is called: he is accustomed to hear his nickname.
J2020.	Inability to find own members, etc.
J2021.	Numskulls cannot find their own legs. A stranger helps them with a switch. Usually get them mixed up when they sit down to bathe their feet.
J2021.1.	Numskull asks doctor which leg own is hurting him. Italian Novella: Rotunda; Nouvelles Rcrations No. 11.
J2022.	Numskull cannot find ass he is sitting on.
J2023.	Numskull doesn't recognize his own horse. Finds it only when the rest ride away and he takes the only one left.
J2024.	Numskull rides backward.
J2025.	Inability to find object one is carrying.
J2025.1.	Man searches for axe which he carries on his shoulder.
J2025.2.	Woman cannot find pastry which is sticking to her posterior.
J2026.	Fools try to fight with man inside of drum who seems to make the noise. Are really pounding each other.
J2027.	Opium-smoker on journey asks his way about; ends up at his own house.
J2030.	Absurd inability to count.
J2031.	Counting wrong by not counting one's self. Numskulls conclude that one of their number is drowned.
J2031.1.	Numskulls count selves by sticking their noses in the sand. They then count the holes.
J2031.2.	There are ten horses; then when he is mounted there are only nine.
J2031.3.	Culture hero throws coconuts to various islands, but forgets one he stands on: hence none now on that island.
J2032.	"Are there nine or ten geese? Ten men are called in; each is to take a goose. If all have a goose, there are ten. One man is left without one. Numskull: ""You should have taken one before they were all gone."""
J2033.	Three girls distressed by seemingly impossible task of going and returning together one in half month, other in fifteen days, other in seven plus eight days.
J2035.	The interrupted calculation. While the merchant is making calculations, he asks the age of his youngest daughter, the elder daughter, and the mother, and always adds this to the number he has reached.
J2036.	Keeping the measure by stretching out the arms. Numskull goes to buy goods for his wife.
J2037.	Numskulls buy things in common: each pays full price.
J2037.1.	Numskulls buy church in common: each pays full price.
J2037.2.	Three brothers buy cow for common use; each brother pays the farmer full price.
J2041.	Actor forgets and speaks in his own person.
J2041.1.	Baughman.
J2044.	Fool forgets master's message. As result of his absent-mindedness he is given a heavy mortar to take to his master. The latter makes him return it as punishment.
J2045.	Fool believes plea of not guilty even though he has seen man injure him. Nouvelles Rcrations No. 2.
J2046.	Law student forgets his speech. Absurd results.
J2047.	Hero keeps on leading his horse without discovering that it is dead.
J2048.	Given things for self and relatives, fool forgets to take his own.
J2050.3.	Sees man remove from his wife's garment dust gathered while she lay with another man.
J2051.	Wise man short-sightedly scorned for his advice.
J2060.	Absurd plans.
J2060.1.	Quarrel and fight over details of air-castles.
J2060.2.	Man plants hedge: sheep will leave wool on the thorns and bring riches.
J2060.3.	To build a palace in the sky: hawk as architect is let fly in the air.
J2060.4.	Fools cast lots for royal purple of queen who is still alive.
J2061.	Air-castle shattered by lack of forethought.
J2061.1.	Air-castle: the jar of honey to be sold. In his excitement he breaks the jar.
J2061.1.1.	Air-castle: basket of glassware to be sold. In his excitement he breaks the glassware.
J2061.1.2.	Air-castle: basket of eggs to be sold. In her excitement she breaks all the eggs.
J2061.1.3.	Pot of flour to be sold: broken.
J2061.1.4.	Air-castle: jar of oil to be sold.
J2061.2.	Air-castle: pail of milk to be sold. Proud milkmaid tosses her head or kicks the pail in her sleep and spills the milk.
J2061.2.1.	Air-castles: pail of milk to be sold. Old woman thinks about the horse she is finally to get from the sale. In her imagination she spurs it and spills the milk.
J2061.3.	Air-castle: to sell hide of sleeping deer. Deer wakes and runs off. In his excitement he wakes the deer, who runs off.
J2061.4.	Toad having found money daydreams and is run over.
J2062.	Foolish illustration of argument. Which way the sheep shall return.
J2062.1.	"Which way the sheep shall return. One man plans to buy sheep; another says that he shall not drive them across the bridge. They quarrel over the sheep, which have not yet been acquired. A third numskull to convince them of their foolishness pours all his meal out in the water so as to show them the empty sack. ""There is just that much wit in your heads."""
J2062.2.	Foolish logician upsets ghee in argument.
J2062.3.	How was the town burned?
J2063.	173 Her parents join her. Distress over imagined troubles of unborn child. Girl sent to cellar to get wine to serve the suitor begins weeping over the troubles of the child which she might have if she married  p. Meanwhile the suitor leaves.
J2063.1.	Queen grieves herself to death over fate of her children after her death.
J2064.	Servant plans to deceive his master by refusing to eat. Type
J2066.	Foolish waiting.
J2066.1.	The hungry fox waits in vain for horse's scrotum lips to fall off.
J2066.2.	The daw waits in vain for the figs to ripen in winter.
J2066.3.	Men animals wait in vain for nuts to fall from a tree.
J2066.3.1.	Waiting in vain for fruit to fall from a non-fruitbearing tree.
J2066.4.	3. Espinosa Jr. No. in false expectation of other booty.
J2066.5.	Wolf waits in vain for the nurse to throw away the child. She has threatened to throw the child to the wolf.
J2066.6.	Dog waits to be hit with meat. A butcher has threatened to hit him with a piece of meat.
J2066.6.1.	Dog follows washerwoman with bundle hoping for meat.
J2066.7.	Dupe waits for rear wheels of wagon to overtake front wheels. Is told that money is thus made.
J2066.8.	Hare waits in vain for leaves to fall from palm tree. Hare waits in vain for man's hand to fall off. He sees it dangling.
J2067.	Sacrifice equal to the reward.
J2067.1.	Sacrifice of one son to get another.
J2071.	Absurd wishes. Litgsch. Sbillot Incidents s.v. Three foolish wishes. Three wishes will be granted: used up foolishly.
J2072.1.	Everything to turn to gold.
J2072.2.	Short-sighted wish: grain to grow without beards. Birds eat it up.
J2072.3.	Short-sighted wish: all he pulls on will follow. He blows his nose and it pulls out long.
J2072.4.	A man without a stomach. The man complains that he is a mere slave of his stomach. His wish is granted and the stomach taken away from him. He discovers soon that life has become very uninteresting to him, and recovers his stomach again.
J2072.5.	Short-sighted wish: camel wishes a long neck. Killed by jackals.
J2072.6.	Old woman demands something that she would remember all her life: her nose cut off.
J2073.	Given to two persons with opposite results. Same wishes used wisely and foolishly.
J2073.1.	One begins pulling linen out of a box; other in anger begins throwing water on the pig and must do so all day. Wise and foolish wish: keep doing all day what you begin.
J2073.1.1.	Wise and foolish wish: help in whatever one is doing. One gets help in work, other in striking his wife etc..
J2074.	A can have a wish, but B will get twice the wish. A wishes that he may lose an eye, so that B may be blind. Twice the wish to the enemy.
J2075.	The transferred wish. A husband, given three wishes, transfers one to his wife, who wastes it on a trifle; in his anger he wishes the article in her body and must use the third to get it out.
J2075.1.	Transferred wish wisely used as well as unwisely. J2075 contrasted with a married couple in which the wish is wisely used by the wife.
J2075.2.	Husband kills wife and uses remaining wish to his advantage. Two transferred wishes used unwisely: redeemed by wise use of third. Wife uses two transferred wishes selfishly.
J2075.3.	Woman disdainfully throws away pills; punished with sores on body, must use the pills to restore herself.
J2075.4.	Wife granted wish for beauty, elopes with prince. Husband wishes her into a pig; son must use third wish to restore her.
J2076.	Absurdly modest wish. Granted any wish, the fool chooses a trifle.
J2076.1.	Absurdly modest wish: no lights on certain night except in her own house.
J2079.1.	Wife wishes to be turned to gold.
J2079.2.	Foolish wish: to destroy all flies and spiders.
J2080.	Foolish bargains.
J2081.	Foolish bargain: progressive type.
J2081.1.	Finally nothing is left.
J2081.2.	Foolish bargain: good fish for worthless shell; shell with pearl in it for small fish.
J2081.3.	Fool exchanges his wife with ox; thinks something to be wrong with her head she has been marked with red at the parting of her hair.
J2081.4.	Fools sent to buy cow procure a monkey instead.
J2082.	Squaring accounts by shaving the wife. A numskull has paid twice the regular amount for a shave. The barber shaves the wife.
J2083.	The foolish attempt to cheat the buyer.
J2083.1.	In the grain sale the fool sells a third of a cask for the price of a fourth, thinking that he is cheating the buyer.
J2083.2.	The fool sells two fox-skins pulled into each other. Two for the price of one.
J2083.3.	Seller of fox skins mixes otter skins with them. Thinks to cheat the buyer.
J2083.4.	A fool buys nine eggs and sells ten for the same price. He says that business is improving. Ten for the price of nine.
J2083.5.	A heaping measure given for a level measure.
J2083.6.	Selling more yards of goods for the money than they received.
J2085.	Foolish reward offered.
J2085.1.	Lost ass, saddle, and bridle offered as reward to the finder.
J2085.1.1.	Man trades his only horse for a set of harness.
J2086.	The foolish pawn. The woman sells cows and gets one of them back as a pledge for the unpaid purchase price.
J2087.	The auctioneer praises the man's worthless cow so much in his speech that the man takes her back himself. The persuasive auctioneer.
J2088.	The considerate seller. A numskull having an over-short turban for sale at auction warns the prospective buyer that it is too short. Wesselski Hodscha
J2088.1.	The fool advises the buyer that the horse is worth little or his father would not sell it.
J2088.2.	Seller advises buyer that cow is a thief.
J2091.	Bolte Zs. The numskull tells the thief where his door-key, his cakes, and his roasts are and warns him not to steal them. Thief warned what not to steal.
J2091.1.	"Fool hides treasure and leaves sign ""Here it is."" Thief leaves sign ""Here it is not."""
J2092.	A man finds a treasure, but is robbed by porters whom he has employed to rid him of the trouble of carrying it. The trusted porters.
J2093.	Valuables given away or sold for trifle.
J2093.1.	Numskull gives away the old water bag in which the money is hid.
J2093.2.	Woman gives a jewel for a salad. The recipient is also a numskull and doesn't know its value.
J2093.3.	Fool ignorant of value of jewel throws it away.
J2093.3.1.	Boy refuses pearls for worthless stones; jeweler recognizes them for what they are.
J2093.4.	Good timber given for useless because wife says they will have only sickness and trouble.
J2093.5.	Sacks of gold and silver traded for sacks of rice.
J2093.6.	Gold and jewels sold for trifle.
J2094.	Expensive wood burned to make charcoal.
J2095.	To eat a hundred onions. Fool tries onions in vain, then the blows, and finally must give the coins.
J2096.	Stupid boy convinced that trading all his silver for worthless cup will gain people's respect.
J2099.	Baughman.
J2099.1.	Woman exchanges a horse for a sack of bones. She has been falsely told that the sack is filled with gold.
J21.	Counsels proved wise by experience.
J21.1.	Barber hired to cut king's throat.
J21.10.	Do not lend out your horse: counsel proved wise by experience.
J21.11.	Do not walk half a mile with a man without asking his name: counsel proved wise by experience. Man runs race unwittingly with his wife's paramour and loses his wife on the wager.
J21.12.	Rue not a thing that is past: counsel proved wise by experience. Man lets bird go and then, having listened to bird's false declaration that she had a precious gem in her body, he tries to climb a tree after her and falls.
J21.13.	Never believe what is beyond belief: counsel proved wise by experience. Man believes when bird tells him that she has a precious gem in her body.
J21.14.	Never try to reach the unattainable: counsel proved wise by experience.
J21.15.	Father has left money which will fall out when the spendthrift son goes to hang himself in despair. If you wish to hang yourself, do so by the stone which I point out: counsel proved wise by experience.
J21.16.	Man with disobedient wife finds mules beaten there and made to cross bridge.
J21.17.	Delay saves youth from death. Stay at church till mass is finished: counsel proved wise by experience.
J21.18.	Do not trust the over-holy. Do not trust the over-holy: counsel proved wise by experience. Wife so modest she will not travel with husband adulteress; priest so pious he will not tread on worm thief.
J21.2.	Do not act when angry: counsel proved wise by experience. Man returns home and sees someone sleeping with his wife. Though he thinks it is a paramour, he restrains himself and finds that it is a newborn son.
J21.2.1.	Never attack anyone before unsheathing and returning sword three times: counsel proved wise by experience.
J21.2.2.	Sleep before committing suicide. After sleeping you will feel differently about suicide.
J21.2.3.	Do not draw your sword against the innocent: counsel proved wise by experience.
J21.2.4.	Do not uncover weapon in an assembly: counsel proved wise by experience.
J21.2.6.	Control your anger at the beginning: counsel proved wise by experience.
J21.20.	Prepare for night camp while it is still day: counsel proved wise by experience.
J21.21.	Do not cross a swollen stream until it has run down: counsel proved wise by experience.
J21.22.	"Breaking of father's first counsel causes the breaking of all the others. Do not tell a secret to a woman. Do not tell a secret to a woman.
J21.22.	Do not tell a secret to a woman.
J21.25.	Do not keep bad company"": counsel proved wise by experience. Do not tell a secret to a woman: counsel proved wise by experience."
J21.25.	Cf.
J21.26.	Man refuses fifty ducats for horse. Horse suddenly dies.
J21.27.	Do not adopt a child: counsel proved wise by experience.
J21.28.	Do not trust a ruler who rules by reason alone: counsel proved wise by experience.
J21.29.	King recovers from illness.
J21.3.	"Discovers a murder in an inn. Do not go where an old man has a young wife.
J21.3.	Do not go where and old man has a young wife"": counsel proved wise by experience. Do not go where an old man has a young wife: counsel proved wise by experience."
J21.30.	Never have to do with a woman unless wed to her: counsel proved wise by experience.
J21.31.	Do not marry a woman before seeing her and finding her to be your equal: counsel proved wise by experience.
J21.32.	Do not marry more than one woman. Man who wanted three, marries one and is weakened greatly.
J21.33.	Bathe by yourself and not in the common bathing place: counsel proved wise by experience. Man forgets purse in bath house.
J21.34.	Man thus saves self from falling into well.
J21.34.1.	When in a strange place look about you: counsel proved wise by experience.
J21.34.2.	"Do not sit on a bed without touching it first: counsel proved wise by experience.
J21.35.	Thus finds money on body of dead traveler.
J21.35.1.	Neglect not what four or five people say: counsel proved wise by experience."
J21.36.	Helpful crab saves from attack by crocodile.
J21.37.	Do not take a woman's advice.
J21.38.	May God spare you from an evil man or evil woman. To teach a friend the wisdom of this greeting a man borrows money and then his creditor's coat from him. In court the lender is discredited.
J21.4.	"Do not marry a girl from abroad.
J21.40.	Don't require honor from a strange country: counsel proved wise by experience."
J21.41.	Be cautious before allowing yourself to fall asleep in a strange place: counsel proved wise by experience.
J21.41.1.	Sleep not in an inn: counsel proved wise by experience.
J21.41.2.	"A stranger does not close his eyes in sleep lest he close them in death"": counsel proved wise by experience."
J21.41.3.	He who lies awake gains; he who sleeps loses: counsel proved wise by experience.
J21.42.	Before eating food at a strange place throw some at an animal and watch: counsel proved wise by experience.
J21.43.	A country not examined in disguise will always be ruined: counsel proved wise by experience.
J21.44.	Lean upon no relation in the hour of distress: counsel proved wise by experience.
J21.45.	Do not undertake to be an arbitrator without being asked: counsel proved wise by experience.
J21.47.	You can only call your wife your ovn so long as she is with you: counsel proved wise by experience.
J21.47.1.	Do not send your wife for a long visit to her parents: counsel proved wife by experience.
J21.48.	A purse full of money was found in dead man's pocket by gravedigger.
J21.49.	"Never to give a cup made of a single ruby as a present to the king"": counsel proved wise by experience."
J21.5.	"Do not leave the highway"": counsel proved wise by experience. Robbers encountered."
J21.5.1.	Do not prefer a new road to an old one. Those who take the new one are killed by robbers.
J21.5.2.	Take side road rather than main one where three roads meet: counsel proved wise by experience.
J21.5.3.	A way short yet long: counsel proved wise by experience.
J21.51.	Do not stand and watch two people fighting: counsel proved wise by experience. Man does so and is called by both parties to depose in favor of both or he will be beheaded.
J21.52.	Counsels proved wise by experience-miscellaneous.
J21.52.1.	Disciple who stays in a city where everything is sold at one price finds justice is not even there.
J21.52.2.	Never be rude to a self-made man of low birth: counsel proved wise by experience.
J21.52.3.	Hardened clay is hard to mold: counsel proved wise by experience.
J21.52.4.	Never publish a man's sin if you can help it: counsel proved wise by experience.
J21.52.5.	Never dismiss and old servant for his first fault: counsel proved wise by experience.
J21.52.6.	When a man attacks you, kill him whether he be king or prince: counsel proved wise by experience.
J21.52.8.	Nothing happens that does not work for one's good: counsel proved wise is experience.
J21.52.9.	"He who throws himself against a wave is overthrown by it: proved true.
J21.6.	Do not ask questions about extraordinary things"": counsel proved wise by experience. Those that ask question killed."
J21.6.	"A calf gets its head caught in a pot. A cow fouls a church. A fool cuts off the calf's head and then breaks the pot to get it out.
J2122.	Candle put in the stove to dry.
J2122.	Candle put in the stove to dry: melts.
J2123.	Baughman.
J2123.	Sunlight carried into windowless house in baskets.
J2123.	Sunlight carried into windowless house in baskets. Animals make him king but detect him from his cry.
J2131.5.6.	Jackal's head caught in pot of blue dye. Animals make him king, but detect him from his cry and turn him out.
J2132.2.	Numskull ties the rope to his leg as the cow grazes on the roof.
J2132.2.	Numskull ties the rope to his leg as the cow grazes on the roof. As soon as they have killed the other dogs the wolves then turn on the wolf-colored dogs which they have persuaded to join them.
J2137.2.	Dogs of wolf-color join the wolves.
J215.1.2.	King refuses to exile gossipers.
J215.1.2.	King refuses to exile gossipers. At home they serve to test the king's patience and to reform his life.
J2165.	Carrying load up hill to roll it down. By misunderstanding, they think the cat is a monster. Do not ask questions about extraordinary things.
J21.6.	Those who ask question killed. Do not ask questions about extraordinary things: counsel proved wise by experience. Dragged to his death or is injured.
J2133.14.	Fool re-enacts the accident. Falls and injures self and others.
J2133.14.	Fool reenacts the accident. Falls and injures self or others.
J2133.5.	Men hang down in a chain until top man spits on hands. He and all holding on to him fall.
J2133.5.2.	Numskull going to heaven holding on tail of divine elephant, loses his hold to make gesture. He and all holding on to him fall.
J2133.6.	Wolves climb on top of one another to tree.
J2133.6.	Wolves climb on top of one another to tree: lowest runs away and all fall.
J2133.8.	Stargazer falls in well.
J2133.8.	Stargazer falls into well.
J2135.1.	Fasting the first month.
J2135.1.	Fasting the first month. He has been told to stick it in his sleeve. He starves with eleven months' supply on hand.
J2137.2.	Dogs of wolf color join the wolves.
J2137.2.	Dogs of wolf color join the wolves. In a land in which cats are not known, one is bought at a great price.
J2101.	Getting rid of the cat. In order to get rid of it they set the house on fire.
J2101.	Getting rid of the cat. It eats many mice. It is lost.
J213.	Choice: loss of beauty or speech.
J213.	Choice: loss of beauty or speech. Khler-Bolte Zs.
J21.8.	Man loses wife on wager.
J21.8.	Never wager more than a groat: counsel proved wise by experience. Latter chosen.
J2131.2.1.	Bees caught in sack which is opened at home.
J2131.2.1.	Eees caught in sack which is opened at home.
J2131.5.6.	Jackal's head caught in pot of blue dye. Man loses life on wager.
J2101.	Getting rid of the cat.
J2101.	Getting rid of the cat. Numskull having enough food to last him eleven out of the twelve months fasts the entire first month so as to get the ordeal over. Numskulls try to move the church with ropes.
J2113.	Getting the calf's head out of the pot.
J2113.	Getting the calf's head out of the pot. The cow falls off and the man is pulled up the chimney.
J2132.4.	Numskull rides on tiger's back.
J2132.4.	Numskull rides on tiger's back. The dog: What good to lock us up from the wolf when he is with us?"". The whole village is burnt.
J2104.1.	Cleaning the church by moving it.
J2104.1.	Cleaning the church by moving it. They all fall. They realize that they might have rolled it down. They therefore carry it back up hill to roll it down.
J2165.	Carrying load up hill to roll it down. They therefore carry it back up hill to roll it down.
J217.2.	Discontented ass longs for death but changes mind when he sees skins of dead asses at a fair.
J217.2.	Discontented ass longs for death but changes mind when he sees skins of dead asses at fair.
J2171.2.1.	Does not need roof when it is fair, cannot put it on when it rains.
J2171.2.1.	Does not need roof when it is fair; cannot put it on when it rains.
J2172.2.1.	Wolf almost locked up in the stable by the shepherd.
J2172.2.1.	Wolf almost locked up in the stable by the shepherd. They would defame him among strangers. Those that ask question killed. When this plan does not succeed, they gradually pull down the house to get light.
J2129.4.	Fool sticks needle in hay wagon.
J2129.4.	Fool sticks needle in haywagon. Woman wishing to punish a cat fastens cotton to its tail and lights it. no.
J2101.1.	Lighting the cat's tail.
J2101.1.	Lighting the cat's tail."
J21.8.	Man loses wife on wager.
J21.8.	Never wager more than a groat: counsel proved wise by experience. Man loses life on wager.
J21.9.	At last the man is treated shamefully.
J21.9.1.	Guest stays so long that host gives him black bread instead of white.
J210.	Choice between evils.
J210.1.	Four choices, all of which are evil; man to make one choice only.
J2100.	Remedies worse than the disease.
J2101.	Getting rid of the cat. In a land in which cats are not known, one is bought at a great price. It eats many mice. By misunderstanding, they think the cat is a monster. no.
J2101.	Getting rid of the cat. In a land in which cats are not known, one is bought at a great price.
J2101.	Getting rid of the cat. In a land in which cats are not known, one is bought at a great price. It eats many mice. By misunderstanding, they think the cat is a monster. In order to get rid of it they set the house on fire.
J2101.	Getting rid of the cat.
J2101.1.	Lighting the cat's tail.
J2101.1.	Lighting the cat's tail. Woman wishing to punish a cat fastens cotton to its tail and lights it. The whole village is burnt.
J2102.	Expensive means of being rid of insects.
J2102.1.	Sleeping in shoes to avoid insect bites.
J2102.2.	Snake rids himself of wasps: he lets himself be run over by a cart wheel along with them.
J2102.3.	Bald man aims at a fly: hurts his head.
J2102.4.	House burned down to rid it of insects.
J2102.4.1.	House burned down to get rid of lizard.
J2102.5.	Burning the wasp nest. The house catches fire and burns.
J2102.6.	Clothes burned to rid them of insects.
J2102.7.	Crop burned to rid it of insects.
J2102.8.	Frogs to eat insects, snakes to eat frogs. Snakes eat numskull's family.
J2103.	Expensive extermination of rodents.
J2103.1.	The cat to guard the cheese. A farmer troubled with mice eating his cheese places a cat in the tub with the cheese. She eats the mice and the cheese.
J2103.1.1.	The cat and the eel-pie. Woman puts cat in flour bin to catch a mouse. The cat eats the pie in the bin and loses interest in the mouse.
J2103.2.	Pursuing the rabbit who harmed the garden. Peasant asks a nobleman's help against a rabbit. The nobleman chases the rabbit on horseback for five days and ruins the peasant's crop.
J2103.2.1.	King ruins his garden to get rid of viper.
J2103.3.	House burned down to get rid of rats.
J2104.	Moving the fireplace. When it gives too much heat numskulls decide to move it instead of putting out the fire.
J2104.1.	Cleaning the church by moving it.
J2104.1.	Cleaning the church by moving it. A cow fouls a church. Numskulls try to move the church with ropes.
J2105.	Protecting the prince's slumber. To keep croaking frogs from disturbing him, the fools shoot at the frogs all night.
J2106.	Man kills self to make quarrelsome wife a widow.
J2107.	Taming the bull by cutting off his horns. It makes him the more violent.
J2108.	Punishing the dog by feeding him. A man is bitten by a dog. On the advice of an old woman he rubs bread on the wound and gives it to the dog. All dogs will bite him if they thus get double reward.
J211.	Choice: free poverty or enslaved wealth.
J211.1.	Philosopher chooses poverty with freedom.
J211.1.1.	Man gives all his wealth away, for it is better to die than to give up virtue.
J211.2.	Town mouse and country mouse. Latter prefers poverty with safety.
J211.2.1.	Fly jeers at king's elephant for his lack of freedom.
J2112.	Gray hair cured by pulling it out so that the person is bald. Baughman.
J2112.1.	Young wife pulls out his gray hairs; old wife his black. Soon all are gone.
J2113.	Getting the calf's head out of the pot.
J2113.	Getting the calf's head out of the pot. A calf gets its head caught in a pot. A fool cuts off the calf's head and then breaks the pot to get it out.
J2113.1.	Man strikes off donkey's head to punish it.
J2114.	Snakes in pond to be killed: eels also killed.
J2115.	Fools take fatal overdose of medicine.
J2119.	Remedies worse than the disease-miscellaneous.
J2119.1.	Nose cut off to get it out of the light.
J2119.1.1.	Improving the wife's face by cutting off her nose.
J2119.2.	Straight path not always shortest.
J2119.2.1.	Farmer takes a few feet off his journey and lifts a wheelbarrow over 22 stiles in so doing.
J2119.2.2.	One contestant chooses straight path through stones; other circles about and wins.
J2119.3.	Noodles push parents over a rock as a favor to them.
J2119.4.	Numskulls bore hole in boat in order to make water run out. Christensen DF XLVII no.
J2119.5.	Stupid giant, seeing how fat he has become, wants to eat himself up.
J2119.6.	How to save the rice. Boy has rice in joined hands and arms around a pillar. Afraid to move lest rice be lost. Roof is removed and boy lifted over pillar.
J2119.7.	Stupid cowherds apply hot iron to temples of unconscious man to revive him.
J2119.8.	Cow tied tight with stones in order not to blow away, but is unable to do all others things too.
J2119.9.	Hero beheads old woman who asks him to cure her of old age.
J212.	Choice: plainness with safety or grandeur with danger.
J212.1.	Ass envies horse in fine trappings. Horse killed in battle; ass content.
J2120.	Disregard of danger to objects or animals.
J2121.	Drying snow on the stove.
J2122.	Candle put in the stove to dry: melts.
J2122.	Candle put in the stove to dry.
J2123.	Baughman.
J2123.	Sunlight carried into windowless house in baskets.
J2123.	Sunlight carried into windowless house in baskets. When this plan does not succeed, they gradually pull down the house to get light.
J2124.	Putting the fish aside for Easter. They are put in one big pool, but an eel eats them up.
J2124.1.	Numskull sends meat home through kite bird; kite devours it.
J2125.	Guarding chickens from the fox. Numskull ties their beaks and weights them down in the river with stones.
J2126.	Numskull to water roots of tree. Digs up the tree to find the roots.
J2126.1.	Trees cut down to gather fruit.
J2127.	Looking for the hole. Numskull is to carry a can of oil with especial care since it has a little hole in it. In order to find the hole he turns the can about and lets all the oil run out.
J2129.	Disregard of danger to objects or animalsmiscellaneous.
J2129.1.	Fools make a boat go over a precipice.
J2129.2.	Quarreling heirs destroy the entire property involved.
J2129.3.	Getting all the eggs at once. A peasant kills his hen so that he can immediately get all the eggs she will lay during the next year.
J2129.4.	Fool sticks needle in hay wagon.
J2129.4.	Fool sticks needle in haywagon. He has been told to stick it in his sleeve. It is lost.
J2129.5.	Old shoes patched with new.
J2129.6.	Keeping rain from the trunks. Numskulls take out the clothing and cover the trunks to keep rain off.
J2129.7.	Horse drawn across ice till skin is rubbed off.
J2129.8.	Fool sows his mother's seed rice on other people's fields.
J213.	Choice: loss of beauty or speech.
J213.	Choice: loss of beauty or speech. Latter chosen.
J2130.	Foolish disregard of personal danger.
J2131.	Numskull injured. Baughman.
J2131.0.1.	Numskulls try to kill mosquitoes with bows and arrows: only injure themselves.
J2131.1.	Numskull beaten.
J2131.1.1.	Numskull tries to preach while the priest is preaching: beaten.
J2131.2.	Numskull stung.
J2131.2.1.	Bees caught in sack which is opened at home.
J2131.2.1.	Eees caught in sack which is opened at home.
J2131.3.	Numskull injures his limbs. Baughman.
J2131.3.1.	Girl hacks off her heel to get shoe on.
J2131.3.1.1.	Fool cuts off his arms to wear sleeveless sweater.
